#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.28403E+03   -0.90446E-05    0.12563E-02   -0.26363E-03    0.80512E-02   -0.90446E-05    0.61225E-10   -0.29933E-10   -0.82031E-09    0.37074E-09    0.12563E-02   -0.29933E-10    0.67541E-08   -0.12297E-08    0.41533E-07   -0.26363E-03   -0.82031E-09   -0.12297E-08    0.22003E-05    0.24431E-05    0.80512E-02    0.37074E-09    0.41533E-07    0.24431E-05    0.33853E-05
     3    0.20173E+03    0.67251E-05    0.84169E-03    0.50083E-03    0.10127E-01    0.67251E-05    0.19109E-10    0.24893E-10   -0.47971E-10    0.50540E-09    0.84169E-03    0.24893E-10    0.41219E-08    0.23348E-08    0.48759E-07    0.50083E-03   -0.47971E-10    0.23348E-08    0.42742E-05    0.49059E-05    0.10127E-01    0.50540E-09    0.48759E-07    0.49059E-05    0.67629E-05
     4    0.15305E+03    0.53580E-05    0.61762E-03    0.12636E-02    0.12022E-01    0.53580E-05    0.52118E-11    0.19733E-10    0.39662E-09    0.67853E-09    0.61762E-03    0.19733E-10    0.28514E-08    0.55369E-08    0.55337E-07    0.12636E-02    0.39662E-09    0.55369E-08    0.69576E-05    0.81730E-05    0.12022E-01    0.67853E-09    0.55337E-07    0.81730E-05    0.11267E-04
     5    0.12121E+03    0.27314E-05    0.47818E-03    0.20137E-02    0.13764E-01    0.27314E-05    0.17773E-11    0.10212E-10    0.36635E-09    0.48835E-09    0.47818E-03    0.10212E-10    0.21180E-08    0.85460E-08    0.61318E-07    0.20137E-02    0.36635E-09    0.85460E-08    0.10232E-04    0.12237E-04    0.13764E-01    0.48835E-09    0.61318E-07    0.12237E-04    0.16901E-04
     6    0.98885E+02    0.25700E-05    0.38359E-03    0.27332E-02    0.15350E-01    0.25700E-05    0.74224E-12    0.91029E-11    0.43095E-10    0.30360E-09    0.38359E-03    0.91029E-11    0.16468E-08    0.11370E-07    0.66684E-07    0.27332E-02    0.43095E-10    0.11370E-07    0.14084E-04    0.17089E-04    0.15350E-01    0.30360E-09    0.66684E-07    0.17089E-04    0.23659E-04
     7    0.82463E+02    0.35358E-05    0.31567E-03    0.34104E-02    0.16788E-01    0.35358E-05    0.50319E-12    0.12289E-10    0.33046E-09    0.10163E-08    0.31567E-03    0.12289E-10    0.13223E-08    0.14000E-07    0.71486E-07    0.34104E-02    0.33046E-09    0.14000E-07    0.18500E-04    0.22721E-04    0.16788E-01    0.10163E-08    0.71486E-07    0.22721E-04    0.31543E-04
     8    0.69943E+02    0.37888E-05    0.26485E-03    0.40458E-02    0.18095E-01    0.37888E-05    0.52753E-12    0.13425E-10    0.10776E-08    0.19805E-08    0.26485E-03    0.13425E-10    0.10875E-08    0.16450E-07    0.75800E-07    0.40458E-02    0.10776E-08    0.16450E-07    0.23467E-04    0.29124E-04    0.18095E-01    0.19805E-08    0.75800E-07    0.29124E-04    0.40550E-04
     9    0.60138E+02    0.29476E-05    0.22567E-03    0.46445E-02    0.19289E-01    0.29476E-05    0.43042E-12    0.10706E-10    0.13285E-08    0.20407E-08    0.22567E-03    0.10706E-10    0.91140E-09    0.18748E-07    0.79707E-07    0.46445E-02    0.13285E-08    0.18748E-07    0.28982E-04    0.36302E-04    0.19289E-01    0.20407E-08    0.79707E-07    0.36302E-04    0.50694E-04
    10    0.52280E+02    0.17566E-05    0.19467E-03    0.52070E-02    0.20375E-01    0.17566E-05    0.22130E-12    0.64723E-11    0.82319E-09    0.11959E-08    0.19467E-03    0.64723E-11    0.77527E-09    0.20899E-07    0.83235E-07    0.52070E-02    0.82319E-09    0.20899E-07    0.35037E-04    0.44249E-04    0.20375E-01    0.11959E-08    0.83235E-07    0.44249E-04    0.61971E-04
    11    0.45880E+02    0.95994E-06    0.16969E-03    0.57390E-02    0.21372E-01    0.95994E-06    0.83024E-13    0.34489E-11    0.13730E-09    0.33286E-09    0.16969E-03    0.34489E-11    0.66776E-09    0.22928E-07    0.86453E-07    0.57390E-02    0.13730E-09    0.22928E-07    0.41636E-04    0.52973E-04    0.21372E-01    0.33286E-09    0.86453E-07    0.52973E-04    0.74400E-04
    12    0.40726E+02   -0.23721E-03    0.14918E-03    0.62407E-02    0.22280E-01   -0.23721E-03    0.10382E-03    0.25396E-11   -0.10811E-09    0.17112E-09    0.14918E-03    0.25396E-11    0.58096E-09    0.24836E-07    0.89369E-07    0.62407E-02   -0.10811E-09    0.24836E-07    0.48773E-04    0.62474E-04    0.22280E-01    0.17112E-09    0.89369E-07    0.62474E-04    0.87980E-04
    13    0.36124E+02    0.87592E-06    0.13215E-03    0.67140E-02    0.23109E-01    0.87592E-06    0.95082E-13    0.28904E-11    0.91165E-10    0.58925E-09    0.13215E-03    0.28904E-11    0.51001E-09    0.26634E-07    0.92014E-07    0.67140E-02    0.91165E-10    0.26634E-07    0.56449E-04    0.72755E-04    0.23109E-01    0.58925E-09    0.92014E-07    0.72755E-04    0.10272E-03
    14    0.32310E+02    0.79548E-04    0.11780E-03    0.71619E-02    0.23868E-01    0.79548E-04   -0.27194E-04    0.34282E-11    0.54921E-09    0.12446E-08    0.11780E-03    0.34282E-11    0.45105E-09    0.28334E-07    0.94428E-07    0.71619E-02    0.54921E-09    0.28334E-07    0.64666E-04    0.83823E-04    0.23868E-01    0.12446E-08    0.94428E-07    0.83823E-04    0.11863E-03
    15    0.29122E+02    0.10448E-05    0.10562E-03    0.75862E-02    0.24563E-01    0.10448E-05    0.10982E-12    0.35931E-11    0.94657E-09    0.17189E-08    0.10562E-03    0.35931E-11    0.40158E-09    0.29942E-07    0.96635E-07    0.75862E-02    0.94657E-09    0.29942E-07    0.73425E-04    0.95679E-04    0.24563E-01    0.17189E-08    0.96635E-07    0.95679E-04    0.13572E-03
    16    0.26304E+02    0.32402E-03    0.95160E-04    0.79881E-02    0.25198E-01    0.32402E-03   -0.22586E-04    0.31010E-11    0.10143E-08    0.16904E-08    0.95160E-04    0.31010E-11    0.35958E-09    0.31464E-07    0.98652E-07    0.79881E-02    0.10143E-08    0.31464E-07    0.82727E-04    0.10833E-03    0.25198E-01    0.16904E-08    0.98652E-07    0.10833E-03    0.15400E-03
    17    0.23912E+02    0.63593E-06    0.86128E-04    0.83695E-02    0.25780E-01    0.63593E-06    0.56376E-13    0.22598E-11    0.81945E-09    0.12996E-08    0.86128E-04    0.22598E-11    0.32366E-09    0.32908E-07    0.10050E-06    0.83695E-02    0.81945E-09    0.32908E-07    0.92576E-04    0.12178E-03    0.25780E-01    0.12996E-08    0.10050E-06    0.12178E-03    0.17348E-03
    18    0.21358E+02   -0.52567E-03    0.78265E-04    0.87319E-02    0.26313E-01   -0.52567E-03    0.11488E-04    0.14781E-11    0.51761E-09    0.80245E-09    0.78265E-04    0.14781E-11    0.29266E-09    0.34280E-07    0.10219E-06    0.87319E-02    0.51761E-09    0.34280E-07    0.10297E-03    0.13604E-03    0.26313E-01    0.80245E-09    0.10219E-06    0.13604E-03    0.19416E-03
    19    0.19927E+02    0.26778E-06    0.71380E-04    0.90757E-02    0.26801E-01    0.26778E-06    0.25787E-13    0.97430E-12    0.28354E-09    0.45501E-09    0.71380E-04    0.97430E-12    0.26574E-09    0.35581E-07    0.10373E-06    0.90757E-02    0.28354E-09    0.35581E-07    0.11392E-03    0.15110E-03    0.26801E-01    0.45501E-09    0.10373E-06    0.15110E-03    0.21603E-03
