#    L    TT             EE             TE             PP             TP          
     2    0.14758E+04    0.63432E-09   -0.14176E-03    0.34066E+07    0.13758E+06
     3    0.90260E+03    0.16882E-09    0.23098E-04    0.47297E+07    0.13563E+06
     4    0.61718E+03    0.38757E-10    0.25501E-04    0.57631E+07    0.12871E+06
     5    0.45112E+03    0.11053E-10    0.11923E-04    0.65773E+07    0.12059E+06
     6    0.34476E+03    0.39951E-11    0.97598E-05    0.72216E+07    0.11246E+06
     7    0.27205E+03    0.22609E-11    0.13177E-04    0.77342E+07    0.10478E+06
     8    0.21996E+03    0.21471E-11    0.14063E-04    0.81425E+07    0.97676E+05
     9    0.18131E+03    0.17191E-11    0.10779E-04    0.84680E+07    0.91185E+05
    10    0.15178E+03    0.88706E-12    0.62131E-05    0.87258E+07    0.85262E+05
    11    0.12873E+03    0.32961E-12    0.31416E-05    0.89299E+07    0.79880E+05
    12    0.11049E+03    0.10382E-03   -0.23575E-03    0.90874E+07    0.74963E+05
    13    0.95481E+02    0.31344E-12    0.24945E-05    0.92058E+07    0.70463E+05
    14    0.83233E+02   -0.27194E-04    0.81419E-04    0.92924E+07    0.66344E+05
    15    0.73143E+02    0.34200E-12    0.29463E-05    0.93518E+07    0.62564E+05
    16    0.64607E+02   -0.22586E-04    0.32560E-03    0.93880E+07    0.59084E+05
    17    0.57441E+02    0.16640E-12    0.17262E-05    0.94044E+07    0.55876E+05
    18    0.50861E+02    0.11488E-04   -0.52500E-03    0.94042E+07    0.52912E+05
    19    0.46013E+02    0.72908E-13    0.68503E-06    0.93892E+07    0.50166E+05
    20    0.41474E+02    0.10034E-04   -0.10307E-04    0.93608E+07    0.47613E+05
    21    0.37450E+02    0.60350E-13    0.75821E-06    0.93213E+07    0.45237E+05
    22    0.34006E+02   -0.67106E-05   -0.42091E-04    0.92726E+07    0.43025E+05
    23    0.30895E+02    0.15770E-12    0.12843E-05    0.92159E+07    0.40961E+05
    24    0.28160E+02   -0.45945E-05    0.19410E-03    0.91519E+07    0.39030E+05
    25    0.25777E+02    0.24430E-12    0.14827E-05    0.90817E+07    0.37222E+05
    26    0.23580E+02    0.45677E-05    0.17458E-03    0.90063E+07    0.35528E+05
    27    0.21720E+02    0.19728E-12    0.11924E-05    0.89266E+07    0.33937E+05
    28    0.19976E+02    0.62322E-06   -0.24379E-03    0.88432E+07    0.32442E+05
    29    0.18458E+02    0.10234E-12    0.68864E-06    0.87561E+07    0.31033E+05
    30    0.17134E+02   -0.21393E-05    0.16940E-04    0.86657E+07    0.29704E+05
    31    0.15802E+02    0.56701E-13    0.27196E-06    0.85727E+07    0.28449E+05
    32    0.14626E+02    0.18985E-05    0.16038E-03    0.84780E+07    0.27264E+05
    33    0.13618E+02    0.45866E-13    0.81773E-07    0.83817E+07    0.26145E+05
    34    0.12654E+02    0.58091E-06   -0.27663E-03    0.82842E+07    0.25086E+05
    35    0.11807E+02    0.36267E-13    0.10093E-06    0.81857E+07    0.24082E+05
    36    0.11072E+02   -0.13653E-06    0.46390E-03    0.80864E+07    0.23131E+05
    37    0.10292E+02    0.31732E-13    0.22917E-06    0.79867E+07    0.22229E+05
    38    0.96018E+01    0.41830E-05   -0.55378E-03    0.78866E+07    0.21373E+05
    39    0.90397E+01    0.55145E-05   -0.64594E-03    0.77864E+07    0.20559E+05
    40    0.84520E+01    0.52528E-13    0.41104E-06    0.76861E+07    0.19785E+05
    41    0.80393E+01   -0.10177E-04    0.12923E-02    0.75859E+07    0.19048E+05
    42    0.75619E+01   -0.18179E-04    0.24754E-02    0.74859E+07    0.18347E+05
    43    0.71339E+01   -0.16190E-04    0.26485E-02    0.73862E+07    0.17678E+05
    44    0.65724E+01   -0.11250E-04    0.18020E-02    0.72869E+07    0.17041E+05
    45    0.62146E+01    0.60978E-13    0.39434E-06    0.71882E+07    0.16433E+05
    46    0.59598E+01    0.21386E-04   -0.44407E-02    0.70901E+07    0.15852E+05
    47    0.56648E+01    0.45231E-04   -0.10322E-01    0.69928E+07    0.15298E+05
    48    0.52686E+01    0.68040E-04   -0.13066E-01    0.68963E+07    0.14768E+05
    49    0.48587E+01    0.64032E-04   -0.86921E-02    0.68006E+07    0.14262E+05
    50    0.46714E+01    0.18025E-13    0.16961E-06    0.67059E+07    0.13778E+05
    51    0.44920E+01   -0.15865E-03    0.87114E-02    0.66122E+07    0.13315E+05
    52    0.45321E+01   -0.32573E-03    0.12776E-01    0.65194E+07    0.12871E+05
    53    0.44039E+01   -0.34961E-03    0.92855E-02    0.64277E+07    0.12447E+05
    54    0.40170E+01   -0.23463E-03    0.33016E-02    0.63371E+07    0.12040E+05
    55    0.35777E+01    0.70788E-14    0.39522E-07    0.62476E+07    0.11650E+05
    56    0.32976E+01    0.21343E-03   -0.17291E-02    0.61591E+07    0.11276E+05
    57    0.31101E+01    0.29820E-03   -0.18358E-02    0.60718E+07    0.10917E+05
    58    0.30279E+01    0.26287E-03   -0.12124E-02    0.59856E+07    0.10573E+05
    59    0.29152E+01    0.14575E-03   -0.77347E-03    0.59005E+07    0.10243E+05
