#    L    TT             EE             TE             PP             TP          
     2    0.38087E+03    0.93423E-10   -0.15549E-04    0.10680E+07    0.37802E+05
     3    0.26351E+03    0.28333E-10    0.85988E-05    0.16220E+07    0.41746E+05
     4    0.19627E+03    0.74836E-11    0.70972E-05    0.21025E+07    0.42853E+05
     5    0.15323E+03    0.24712E-11    0.35528E-05    0.25180E+07    0.42650E+05
     6    0.12356E+03    0.10053E-11    0.32659E-05    0.28769E+07    0.41789E+05
     7    0.10203E+03    0.65954E-12    0.44829E-05    0.31880E+07    0.40594E+05
     8    0.85803E+02    0.68007E-12    0.48008E-05    0.34581E+07    0.39239E+05
     9    0.73220E+02    0.55320E-12    0.37243E-05    0.36937E+07    0.37824E+05
    10    0.63225E+02    0.28460E-12    0.22051E-05    0.38990E+07    0.36395E+05
    11    0.55147E+02    0.10652E-12    0.11876E-05    0.40790E+07    0.34995E+05
    12    0.48650E+02    0.10382E-03   -0.23705E-03    0.42360E+07    0.33629E+05
    13    0.42960E+02    0.11799E-12    0.10585E-05    0.43726E+07    0.32308E+05
    14    0.38250E+02   -0.27194E-04    0.79759E-04    0.44918E+07    0.31041E+05
    15    0.34318E+02    0.13491E-12    0.12601E-05    0.45955E+07    0.29830E+05
    16    0.30875E+02   -0.22586E-04    0.32420E-03    0.46852E+07    0.28672E+05
    17    0.27955E+02    0.68581E-13    0.76139E-06    0.47627E+07    0.27569E+05
    18    0.24950E+02    0.11488E-04   -0.52559E-03    0.48292E+07    0.26519E+05
    19    0.23132E+02    0.31125E-13    0.31695E-06    0.48856E+07    0.25518E+05
    20    0.21184E+02    0.10034E-04   -0.10630E-04    0.49327E+07    0.24563E+05
    21    0.19384E+02    0.26364E-13    0.35107E-06    0.49714E+07    0.23653E+05
    22    0.17863E+02   -0.67106E-05   -0.42639E-04    0.50030E+07    0.22787E+05
    23    0.16421E+02    0.71450E-13    0.59991E-06    0.50279E+07    0.21961E+05
    24    0.15143E+02   -0.45945E-05    0.19334E-03    0.50466E+07    0.21173E+05
    25    0.14038E+02    0.11384E-12    0.70927E-06    0.50598E+07    0.20422E+05
    26    0.12964E+02    0.45677E-05    0.17387E-03    0.50680E+07    0.19705E+05
    27    0.12096E+02    0.94436E-13    0.58764E-06    0.50717E+07    0.19021E+05
    28    0.11232E+02    0.62322E-06   -0.24426E-03    0.50713E+07    0.18368E+05
    29    0.10496E+02    0.50111E-13    0.35298E-06    0.50670E+07    0.17743E+05
    30    0.98703E+01   -0.21393E-05    0.16724E-04    0.50588E+07    0.17145E+05
    31    0.91625E+01    0.27873E-13    0.14964E-06    0.50473E+07    0.16572E+05
    32    0.85467E+01    0.18985E-05    0.16032E-03    0.50331E+07    0.16024E+05
    33    0.80423E+01    0.22596E-13    0.53048E-07    0.50163E+07    0.15500E+05
    34    0.75313E+01    0.58091E-06   -0.27666E-03    0.49970E+07    0.14997E+05
    35    0.70941E+01    0.18265E-13    0.62289E-07    0.49756E+07    0.14516E+05
    36    0.67296E+01   -0.13653E-06    0.46383E-03    0.49522E+07    0.14054E+05
    37    0.62858E+01    0.16601E-13    0.13036E-06    0.49270E+07    0.13612E+05
    38    0.59012E+01    0.41830E-05   -0.55391E-03    0.49002E+07    0.13187E+05
    39    0.56169E+01    0.55145E-05   -0.64609E-03    0.48719E+07    0.12780E+05
    40    0.52825E+01    0.28503E-13    0.23130E-06    0.48422E+07    0.12388E+05
    41    0.51015E+01   -0.10177E-04    0.12921E-02    0.48112E+07    0.12012E+05
    42    0.48359E+01   -0.18179E-04    0.24752E-02    0.47791E+07    0.11650E+05
    43    0.46017E+01   -0.16190E-04    0.26483E-02    0.47459E+07    0.11302E+05
    44    0.42178E+01   -0.11250E-04    0.18018E-02    0.47119E+07    0.10967E+05
    45    0.40230E+01    0.34234E-13    0.22797E-06    0.46770E+07    0.10645E+05
    46    0.39184E+01    0.21386E-04   -0.44408E-02    0.46414E+07    0.10335E+05
    47    0.37617E+01    0.45231E-04   -0.10322E-01    0.46052E+07    0.10036E+05
    48    0.34929E+01    0.68040E-04   -0.13066E-01    0.45684E+07    0.97490E+04
    49    0.32006E+01    0.64032E-04   -0.86922E-02    0.45312E+07    0.94721E+04
    50    0.31217E+01    0.10478E-13    0.10216E-06    0.44936E+07    0.92053E+04
    51    0.30428E+01   -0.15865E-03    0.87114E-02    0.44557E+07    0.89480E+04
    52    0.31759E+01   -0.32573E-03    0.12776E-01    0.44175E+07    0.87001E+04
    53    0.31339E+01   -0.34961E-03    0.92855E-02    0.43791E+07    0.84609E+04
