#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32881E+03   -0.12111E-04    0.14420E-02   -0.20678E-03    0.93071E-02   -0.12111E-04    0.76987E-10   -0.40936E-10   -0.10118E-08    0.44636E-09    0.14420E-02   -0.40936E-10    0.76220E-08   -0.10384E-08    0.47170E-07   -0.20678E-03   -0.10118E-08   -0.10384E-08    0.24479E-05    0.27078E-05    0.93071E-02    0.44636E-09    0.47170E-07    0.27078E-05    0.37637E-05
     3    0.23053E+03    0.77407E-05    0.95506E-03    0.67091E-03    0.11575E-01    0.77407E-05    0.23676E-10    0.28570E-10   -0.70774E-10    0.57750E-09    0.95506E-03    0.28570E-10    0.46146E-08    0.30434E-08    0.54939E-07    0.67091E-03   -0.70774E-10    0.30434E-08    0.47457E-05    0.54365E-05    0.11575E-01    0.57750E-09    0.54939E-07    0.54365E-05    0.75084E-05
     4    0.17331E+03    0.64339E-05    0.69520E-03    0.15382E-02    0.13632E-01    0.64339E-05    0.63658E-11    0.23590E-10    0.43577E-09    0.77969E-09    0.69520E-03    0.23590E-10    0.31745E-08    0.66796E-08    0.62018E-07    0.15382E-02    0.43577E-09    0.66796E-08    0.77129E-05    0.90518E-05    0.13632E-01    0.77969E-09    0.62018E-07    0.90518E-05    0.12493E-04
     5    0.13629E+03    0.31803E-05    0.53493E-03    0.23841E-02    0.15513E-01    0.31803E-05    0.21678E-11    0.11869E-10    0.46917E-09    0.61720E-09    0.53493E-03    0.11869E-10    0.23476E-08    0.10070E-07    0.68442E-07    0.23841E-02    0.46917E-09    0.10070E-07    0.11328E-04    0.13543E-04    0.15513E-01    0.61720E-09    0.68442E-07    0.13543E-04    0.18718E-04
     6    0.11056E+03    0.26494E-05    0.42698E-03    0.31893E-02    0.17216E-01    0.26494E-05    0.89762E-12    0.94283E-11    0.75461E-10    0.30202E-09    0.42698E-03    0.94283E-11    0.18187E-08    0.13228E-07    0.74182E-07    0.31893E-02    0.75461E-10    0.13228E-07    0.15572E-04    0.18897E-04    0.17216E-01    0.30202E-09    0.74182E-07    0.18897E-04    0.26173E-04
     7    0.91763E+02    0.36898E-05    0.34990E-03    0.39417E-02    0.18751E-01    0.36898E-05    0.55445E-12    0.12800E-10    0.27961E-09    0.97034E-09    0.34990E-03    0.12800E-10    0.14558E-08    0.16147E-07    0.79298E-07    0.39417E-02    0.27961E-09    0.16147E-07    0.20431E-04    0.25102E-04    0.18751E-01    0.97034E-09    0.79298E-07    0.25102E-04    0.34854E-04
     8    0.77513E+02    0.42225E-05    0.29252E-03    0.46430E-02    0.20140E-01    0.42225E-05    0.58383E-12    0.14912E-10    0.11272E-08    0.21405E-08    0.29252E-03    0.14912E-10    0.11941E-08    0.18849E-07    0.83875E-07    0.46430E-02    0.11272E-08    0.18849E-07    0.25886E-04    0.32145E-04    0.20140E-01    0.21405E-08    0.83875E-07    0.32145E-04    0.44754E-04
     9    0.66409E+02    0.35351E-05    0.24845E-03    0.52996E-02    0.21402E-01    0.35351E-05    0.52723E-12    0.12797E-10    0.15628E-08    0.24397E-08    0.24845E-03    0.12797E-10    0.99833E-09    0.21367E-07    0.88000E-07    0.52996E-02    0.15628E-08    0.21367E-07    0.31934E-04    0.40027E-04    0.21402E-01    0.24397E-08    0.88000E-07    0.40027E-04    0.55884E-04
    10    0.57550E+02    0.22598E-05    0.21372E-03    0.59128E-02    0.22545E-01    0.22598E-05    0.30674E-12    0.83236E-11    0.11170E-08    0.16168E-08    0.21372E-03    0.83236E-11    0.84738E-09    0.23711E-07    0.91710E-07    0.59128E-02    0.11170E-08    0.23711E-07    0.38564E-04    0.48739E-04    0.22545E-01    0.16168E-08    0.91710E-07    0.48739E-04    0.68238E-04
    11    0.50362E+02    0.12477E-05    0.18584E-03    0.64896E-02    0.23590E-01    0.12477E-05    0.11732E-12    0.45490E-11    0.32482E-09    0.56633E-09    0.18584E-03    0.45490E-11    0.72845E-09    0.25908E-07    0.95079E-07    0.64896E-02    0.32482E-09    0.25908E-07    0.45777E-04    0.58288E-04    0.23590E-01    0.56633E-09    0.95079E-07    0.58288E-04    0.81831E-04
    12    0.44575E+02   -0.23711E-03    0.16301E-03    0.70305E-02    0.24538E-01   -0.23711E-03    0.10382E-03    0.29694E-11   -0.73399E-10    0.19379E-09    0.16301E-03    0.29694E-11    0.63263E-09    0.27965E-07    0.98116E-07    0.70305E-02   -0.73399E-10    0.27965E-07    0.53566E-04    0.68670E-04    0.24538E-01    0.19379E-09    0.98116E-07    0.68670E-04    0.96658E-04
