#    L    TT             EE             TE             PP             TP          
     2    0.69068E+03    0.21825E-09   -0.42916E-04    0.17600E+07    0.66474E+05
     3    0.45288E+03    0.62479E-10    0.13753E-04    0.25751E+07    0.69906E+05
     4    0.32490E+03    0.15493E-10    0.12499E-04    0.32526E+07    0.69354E+05
     5    0.24641E+03    0.47946E-11    0.60521E-05    0.38171E+07    0.67233E+05
     6    0.19407E+03    0.18508E-11    0.52951E-05    0.42883E+07    0.64472E+05
     7    0.15708E+03    0.11370E-11    0.72245E-05    0.46835E+07    0.61498E+05
     8    0.12983E+03    0.11321E-11    0.77263E-05    0.50161E+07    0.58512E+05
     9    0.10911E+03    0.91485E-12    0.59608E-05    0.52970E+07    0.55617E+05
    10    0.92937E+02    0.47127E-12    0.34860E-05    0.55340E+07    0.52851E+05
    11    0.80069E+02    0.17570E-12    0.18247E-05    0.57352E+07    0.50244E+05
    12    0.69774E+02    0.10382E-03   -0.23661E-03    0.59042E+07    0.47785E+05
    13    0.61041E+02    0.18193E-12    0.15479E-05    0.60456E+07    0.45471E+05
    14    0.53847E+02   -0.27194E-04    0.80326E-04    0.61637E+07    0.43302E+05
    15    0.47869E+02    0.20380E-12    0.18359E-05    0.62614E+07    0.41270E+05
    16    0.42722E+02   -0.22586E-04    0.32468E-03    0.63412E+07    0.39364E+05
    17    0.38370E+02    0.10160E-12    0.10937E-05    0.64053E+07    0.37575E+05
    18    0.34152E+02    0.11488E-04   -0.52538E-03    0.64559E+07    0.35896E+05
    19    0.31299E+02    0.45395E-13    0.44538E-06    0.64941E+07    0.34318E+05
    20    0.28461E+02    0.10034E-04   -0.10517E-04    0.65209E+07    0.32830E+05
    21    0.25893E+02    0.38063E-13    0.49338E-06    0.65379E+07    0.31428E+05
    22    0.23705E+02   -0.67106E-05   -0.42447E-04    0.65465E+07    0.30107E+05
    23    0.21680E+02    0.10154E-12    0.84038E-06    0.65474E+07    0.28860E+05
    24    0.19892E+02   -0.45945E-05    0.19360E-03    0.65414E+07    0.27682E+05
    25    0.18336E+02    0.15980E-12    0.98335E-06    0.65291E+07    0.26567E+05
    26    0.16865E+02    0.45677E-05    0.17412E-03    0.65114E+07    0.25513E+05
    27    0.15645E+02    0.13099E-12    0.80408E-06    0.64890E+07    0.24514E+05
    28    0.14467E+02    0.62322E-06   -0.24409E-03    0.64622E+07    0.23567E+05
    29    0.13451E+02    0.68810E-13    0.47466E-06    0.64313E+07    0.22668E+05
    30    0.12574E+02   -0.21393E-05    0.16803E-04    0.63965E+07    0.21812E+05
    31    0.11641E+02    0.38201E-13    0.19507E-06    0.63583E+07    0.20998E+05
    32    0.10823E+02    0.18985E-05    0.16034E-03    0.63174E+07    0.20225E+05
    33    0.10136E+02    0.30935E-13    0.64543E-07    0.62742E+07    0.19489E+05
    34    0.94595E+01    0.58091E-06   -0.27665E-03    0.62287E+07    0.18787E+05
    35    0.88726E+01    0.24758E-13    0.77241E-07    0.61812E+07    0.18119E+05
    36    0.83723E+01   -0.13653E-06    0.46386E-03    0.61321E+07    0.17481E+05
    37    0.78051E+01    0.22127E-13    0.16732E-06    0.60814E+07    0.16873E+05
    38    0.73080E+01    0.41830E-05   -0.55386E-03    0.60294E+07    0.16292E+05
    39    0.69211E+01    0.55145E-05   -0.64603E-03    0.59762E+07    0.15737E+05
    40    0.64928E+01    0.37386E-13    0.29836E-06    0.59220E+07    0.15206E+05
