#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32879E+03   -0.11923E-04    0.14415E-02   -0.20672E-03    0.93044E-02   -0.11923E-04    0.75751E-10   -0.40143E-10   -0.10111E-08    0.43620E-09    0.14415E-02   -0.40143E-10    0.76077E-08   -0.10370E-08    0.47089E-07   -0.20672E-03   -0.10111E-08   -0.10370E-08    0.24470E-05    0.27068E-05    0.93044E-02    0.43620E-09    0.47089E-07    0.27068E-05    0.37621E-05
     3    0.23050E+03    0.76251E-05    0.95457E-03    0.67102E-03    0.11570E-01    0.76251E-05    0.23305E-10    0.28139E-10   -0.61398E-10    0.59223E-09    0.95457E-03    0.28139E-10    0.46043E-08    0.30448E-08    0.54824E-07    0.67102E-03   -0.61398E-10    0.30448E-08    0.47438E-05    0.54344E-05    0.11570E-01    0.59223E-09    0.54824E-07    0.54344E-05    0.75047E-05
     4    0.17327E+03    0.61930E-05    0.69472E-03    0.15383E-02    0.13623E-01    0.61930E-05    0.62561E-11    0.22758E-10    0.45880E-09    0.78054E-09    0.69472E-03    0.22758E-10    0.31665E-08    0.66808E-08    0.61871E-07    0.15383E-02    0.45880E-09    0.66808E-08    0.77098E-05    0.90483E-05    0.13623E-01    0.78054E-09    0.61871E-07    0.90483E-05    0.12486E-04
     5    0.13625E+03    0.31187E-05    0.53447E-03    0.23842E-02    0.15500E-01    0.31187E-05    0.21026E-11    0.11640E-10    0.42629E-09    0.56147E-09    0.53447E-03    0.11640E-10    0.23412E-08    0.10071E-07    0.68264E-07    0.23842E-02    0.42629E-09    0.10071E-07    0.11323E-04    0.13538E-04    0.15500E-01    0.56147E-09    0.68264E-07    0.13538E-04    0.18707E-04
     6    0.11052E+03    0.28696E-05    0.42652E-03    0.31895E-02    0.17199E-01    0.28696E-05    0.86663E-12    0.10156E-10    0.52904E-10    0.33745E-09    0.42652E-03    0.10156E-10    0.18132E-08    0.13229E-07    0.73975E-07    0.31895E-02    0.52904E-10    0.13229E-07    0.15566E-04    0.18890E-04    0.17199E-01    0.33745E-09    0.73975E-07    0.18890E-04    0.26156E-04
     7    0.91710E+02    0.39524E-05    0.34945E-03    0.39420E-02    0.18729E-01    0.39524E-05    0.57332E-12    0.13726E-10    0.36742E-09    0.11319E-08    0.34945E-03    0.13726E-10    0.14511E-08    0.16149E-07    0.79061E-07    0.39420E-02    0.36742E-09    0.16149E-07    0.20422E-04    0.25092E-04    0.18729E-01    0.11319E-08    0.79061E-07    0.25092E-04    0.34830E-04
     8    0.77456E+02    0.42636E-05    0.29208E-03    0.46432E-02    0.20113E-01    0.42636E-05    0.59756E-12    0.15099E-10    0.12148E-08    0.22313E-08    0.29208E-03    0.15099E-10    0.11900E-08    0.18850E-07    0.83608E-07    0.46432E-02    0.12148E-08    0.18850E-07    0.25874E-04    0.32131E-04    0.20113E-01    0.22313E-08    0.83608E-07    0.32131E-04    0.44721E-04
     9    0.66349E+02    0.33384E-05    0.24803E-03    0.52998E-02    0.21369E-01    0.33384E-05    0.49214E-12    0.12121E-10    0.15127E-08    0.23205E-08    0.24803E-03    0.12121E-10    0.99460E-09    0.21368E-07    0.87704E-07    0.52998E-02    0.15127E-08    0.21368E-07    0.31919E-04    0.40009E-04    0.21369E-01    0.23205E-08    0.87704E-07    0.40009E-04    0.55841E-04
    10    0.57487E+02    0.19984E-05    0.21331E-03    0.59130E-02    0.22507E-01    0.19984E-05    0.25616E-12    0.73642E-11    0.95288E-09    0.13775E-08    0.21331E-03    0.73642E-11    0.84401E-09    0.23712E-07    0.91385E-07    0.59130E-02    0.95288E-09    0.23712E-07    0.38545E-04    0.48718E-04    0.22507E-01    0.13775E-08    0.91385E-07    0.48718E-04    0.68182E-04
    11    0.50297E+02    0.10851E-05    0.18544E-03    0.64898E-02    0.23545E-01    0.10851E-05    0.95551E-13    0.39054E-11    0.17635E-09    0.39476E-09    0.18544E-03    0.39054E-11    0.72537E-09    0.25909E-07    0.94726E-07    0.64898E-02    0.17635E-09    0.25909E-07    0.45754E-04    0.58262E-04    0.23545E-01    0.39476E-09    0.94726E-07    0.58262E-04    0.81759E-04
    12    0.44509E+02   -0.23713E-03    0.16261E-03    0.70308E-02    0.24487E-01   -0.23713E-03    0.10382E-03    0.28106E-11   -0.11410E-09    0.18965E-09    0.16261E-03    0.28106E-11    0.62979E-09    0.27966E-07    0.97737E-07    0.70308E-02   -0.11410E-09    0.27966E-07    0.53539E-04    0.68638E-04    0.24487E-01    0.18965E-09    0.97737E-07    0.68638E-04    0.96569E-04
    13    0.39393E+02    0.95594E-06    0.14371E-03    0.75386E-02    0.25342E-01    0.95594E-06    0.10348E-12    0.31532E-11    0.94344E-10    0.63749E-09    0.14371E-03    0.31532E-11    0.55184E-09    0.29893E-07    0.10045E-06    0.75386E-02    0.94344E-10    0.29893E-07    0.61897E-04    0.79847E-04    0.25342E-01    0.63749E-09    0.10045E-06    0.79847E-04    0.11262E-03
    14    0.35155E+02    0.79643E-04    0.12784E-03    0.80169E-02    0.26120E-01    0.79643E-04   -0.27194E-04    0.37477E-11    0.59979E-09    0.13629E-08    0.12784E-03    0.37477E-11    0.48718E-09    0.31705E-07    0.10292E-06    0.80169E-02    0.59979E-09    0.31705E-07    0.70831E-04    0.91894E-04    0.26120E-01    0.13629E-08    0.10292E-06    0.91894E-04    0.12991E-03
