#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.36710E+03   -0.14554E-04    0.15991E-02   -0.14565E-03    0.10377E-01   -0.14554E-04    0.88611E-10   -0.49498E-10   -0.11829E-08    0.49048E-09    0.15991E-02   -0.49498E-10    0.83249E-08   -0.82564E-09    0.51788E-07   -0.14565E-03   -0.11829E-08   -0.82564E-09    0.26512E-05    0.29240E-05    0.10377E-01    0.49048E-09    0.51788E-07    0.29240E-05    0.40734E-05
     3    0.25483E+03    0.83414E-05    0.10496E-02    0.82613E-03    0.12793E-01    0.83414E-05    0.26970E-10    0.30703E-10   -0.71588E-10    0.67063E-09    0.10496E-02    0.30703E-10    0.50057E-08    0.36864E-08    0.59909E-07    0.82613E-03   -0.71588E-10    0.36864E-08    0.51315E-05    0.58696E-05    0.12793E-01    0.67063E-09    0.59909E-07    0.58696E-05    0.81165E-05
     4    0.19024E+03    0.68516E-05    0.75913E-03    0.17799E-02    0.14971E-01    0.68516E-05    0.71522E-11    0.25149E-10    0.51651E-09    0.86664E-09    0.75913E-03    0.25149E-10    0.34269E-08    0.76818E-08    0.67315E-07    0.17799E-02    0.51651E-09    0.76818E-08    0.83293E-05    0.97684E-05    0.14971E-01    0.86664E-09    0.67315E-07    0.97684E-05    0.13490E-04
     5    0.14879E+03    0.34375E-05    0.58120E-03    0.27046E-02    0.16953E-01    0.34375E-05    0.23713E-11    0.12810E-10    0.46726E-09    0.61101E-09    0.58120E-03    0.12810E-10    0.25246E-08    0.11385E-07    0.74021E-07    0.27046E-02    0.46726E-09    0.11385E-07    0.12220E-04    0.14607E-04    0.16953E-01    0.61101E-09    0.74021E-07    0.14607E-04    0.20192E-04
     6    0.12016E+03    0.31693E-05    0.46198E-03    0.35800E-02    0.18737E-01    0.31693E-05    0.96783E-12    0.11197E-10    0.57242E-10    0.37449E-09    0.46198E-03    0.11197E-10    0.19494E-08    0.14816E-07    0.79992E-07    0.35800E-02    0.57242E-10    0.14816E-07    0.16782E-04    0.20368E-04    0.18737E-01    0.37449E-09    0.79992E-07    0.20368E-04    0.28205E-04
     7    0.99341E+02    0.43517E-05    0.37723E-03    0.43936E-02    0.20338E-01    0.43517E-05    0.63757E-12    0.15104E-10    0.41780E-09    0.12624E-08    0.37723E-03    0.15104E-10    0.15561E-08    0.17972E-07    0.85289E-07    0.43936E-02    0.41780E-09    0.17972E-07    0.21997E-04    0.27036E-04    0.20338E-01    0.12624E-08    0.85289E-07    0.27036E-04    0.37524E-04
     8    0.83631E+02    0.46606E-05    0.31438E-03    0.51479E-02    0.21778E-01    0.46606E-05    0.65880E-12    0.16507E-10    0.13466E-08    0.24563E-08    0.31438E-03    0.16507E-10    0.12731E-08    0.20876E-07    0.90005E-07    0.51479E-02    0.13466E-08    0.20876E-07    0.27845E-04    0.34594E-04    0.21778E-01    0.24563E-08    0.90005E-07    0.34594E-04    0.48135E-04
     9    0.71434E+02    0.36168E-05    0.26627E-03    0.58507E-02    0.23081E-01    0.36168E-05    0.53610E-12    0.13137E-10    0.16531E-08    0.25242E-08    0.26627E-03    0.13137E-10    0.10619E-08    0.23570E-07    0.94237E-07    0.58507E-02    0.16531E-08    0.23570E-07    0.34321E-04    0.43043E-04    0.23081E-01    0.25242E-08    0.94237E-07    0.43043E-04    0.60048E-04
    10    0.61735E+02    0.21432E-05    0.22846E-03    0.65042E-02    0.24255E-01    0.21432E-05    0.27579E-12    0.78985E-11    0.10250E-08    0.14770E-08    0.22846E-03    0.78985E-11    0.89941E-09    0.26065E-07    0.98024E-07    0.65042E-02    0.10250E-08    0.26065E-07    0.41410E-04    0.52369E-04    0.24255E-01    0.14770E-08    0.98024E-07    0.52369E-04    0.73251E-04
    11    0.53889E+02    0.11564E-05    0.19819E-03    0.71163E-02    0.25323E-01    0.11564E-05    0.10325E-12    0.41537E-11    0.17885E-09    0.41237E-09    0.19819E-03    0.41537E-11    0.77166E-09    0.28396E-07    0.10145E-06    0.71163E-02    0.17885E-09    0.28396E-07    0.49112E-04    0.62578E-04    0.25323E-01    0.41237E-09    0.10145E-06    0.62578E-04    0.87757E-04
    12    0.47576E+02   -0.23707E-03    0.17346E-03    0.76881E-02    0.26287E-01   -0.23707E-03    0.10382E-03    0.30042E-11   -0.12481E-09    0.20750E-09    0.17346E-03    0.30042E-11    0.66891E-09    0.30568E-07    0.10452E-06    0.76881E-02   -0.12481E-09    0.30568E-07    0.57420E-04    0.73662E-04    0.26287E-01    0.20750E-09    0.10452E-06    0.73662E-04    0.10356E-03
    13    0.42036E+02    0.10337E-05    0.15303E-03    0.82226E-02    0.27158E-01    0.10337E-05    0.11484E-12    0.34024E-11    0.11389E-09    0.70795E-09    0.15303E-03    0.34024E-11    0.58525E-09    0.32594E-07    0.10727E-06    0.82226E-02    0.11389E-09    0.32594E-07    0.66330E-04    0.85621E-04    0.27158E-01    0.70795E-09    0.10727E-06    0.85621E-04    0.12066E-03
