#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.15935E+03   -0.26768E-05    0.73296E-03   -0.32055E-03    0.45665E-02   -0.26768E-05    0.26380E-10   -0.76660E-11   -0.35621E-09    0.19659E-09    0.73296E-03   -0.76660E-11    0.42767E-08   -0.13847E-08    0.25664E-07   -0.32055E-03   -0.35621E-09   -0.13847E-08    0.14488E-05    0.16305E-05    0.45665E-02    0.19659E-09    0.25664E-07    0.16305E-05    0.22349E-05
     3    0.11912E+03    0.40547E-05    0.51374E-03    0.10843E-03    0.60091E-02    0.40547E-05    0.87192E-11    0.15208E-10   -0.20902E-10    0.26647E-09    0.51374E-03    0.15208E-10    0.26919E-08    0.65033E-09    0.31091E-07    0.10843E-03   -0.20902E-10    0.65033E-09    0.28342E-05    0.32759E-05    0.60091E-02    0.26647E-09    0.31091E-07    0.32759E-05    0.44881E-05
     4    0.93712E+02    0.30673E-05    0.38920E-03    0.55680E-03    0.73664E-02    0.30673E-05    0.25383E-11    0.11400E-10    0.21743E-09    0.39011E-09    0.38920E-03    0.11400E-10    0.19032E-08    0.25489E-08    0.36035E-07    0.55680E-03    0.21743E-09    0.25489E-08    0.46397E-05    0.54679E-05    0.73664E-02    0.39011E-09    0.36035E-07    0.54679E-05    0.75124E-05
     5    0.76330E+02    0.16259E-05    0.30890E-03    0.10140E-02    0.86443E-02    0.16259E-05    0.92268E-12    0.61324E-11    0.21117E-09    0.29432E-09    0.30890E-03    0.61324E-11    0.14384E-08    0.43939E-08    0.40576E-07    0.10140E-02    0.21117E-09    0.43939E-08    0.68573E-05    0.82083E-05    0.86443E-02    0.29432E-09    0.40576E-07    0.82083E-05    0.11321E-04
     6    0.63723E+02    0.15981E-05    0.25290E-03    0.14664E-02    0.98346E-02    0.15981E-05    0.40613E-12    0.56999E-11    0.22848E-10    0.18939E-09    0.25290E-03    0.56999E-11    0.11349E-08    0.61781E-08    0.44713E-07    0.14664E-02    0.22848E-10    0.61781E-08    0.94818E-05    0.11497E-04    0.98346E-02    0.18939E-09    0.44713E-07    0.11497E-04    0.15920E-04
     7    0.54184E+02    0.22056E-05    0.21175E-03    0.19048E-02    0.10938E-01    0.22056E-05    0.29389E-12    0.76954E-11    0.19357E-09    0.62080E-09    0.21175E-03    0.76954E-11    0.92294E-09    0.78870E-08    0.48482E-07    0.19048E-02    0.19357E-09    0.78870E-08    0.12509E-04    0.15337E-04    0.10938E-01    0.62080E-09    0.48482E-07    0.15337E-04    0.21321E-04
     8    0.46741E+02    0.23659E-05    0.18036E-03    0.23274E-02    0.11962E-01    0.23659E-05    0.31794E-12    0.83953E-11    0.64781E-09    0.12123E-08    0.18036E-03    0.83953E-11    0.76770E-09    0.95219E-08    0.51929E-07    0.23274E-02    0.64781E-09    0.95219E-08    0.15936E-04    0.19729E-04    0.11962E-01    0.12123E-08    0.51929E-07    0.19729E-04    0.27535E-04
     9    0.40792E+02    0.18516E-05    0.15574E-03    0.27353E-02    0.12915E-01    0.18516E-05    0.26086E-12    0.67267E-11    0.80612E-09    0.12565E-08    0.15574E-03    0.67267E-11    0.64993E-09    0.11093E-07    0.55104E-07    0.27353E-02    0.80612E-09    0.11093E-07    0.19764E-04    0.24683E-04    0.12915E-01    0.12565E-08    0.55104E-07    0.24683E-04    0.34580E-04
    10    0.35938E+02    0.11185E-05    0.13596E-03    0.31276E-02    0.13799E-01    0.11185E-05    0.13397E-12    0.41211E-11    0.49837E-09    0.73900E-09    0.13596E-03    0.41211E-11    0.55799E-09    0.12598E-07    0.58025E-07    0.31276E-02    0.49837E-09    0.12598E-07    0.23994E-04    0.30204E-04    0.13799E-01    0.73900E-09    0.58025E-07    0.30204E-04    0.42466E-04
    11    0.31920E+02    0.62961E-06    0.11981E-03    0.35064E-02    0.14625E-01    0.62961E-06    0.50549E-13    0.22652E-11    0.73468E-10    0.20447E-09    0.11981E-03    0.22652E-11    0.48472E-09    0.14048E-07    0.60732E-07    0.35064E-02    0.73468E-10    0.14048E-07    0.28631E-04    0.36303E-04    0.14625E-01    0.20447E-09    0.60732E-07    0.36303E-04    0.51215E-04
