#    L    TT             EE             TE             PP             TP          
     2    0.30556E+03    0.68040E-10   -0.10387E-04    0.89189E+06    0.30721E+05
     3    0.21562E+03    0.21084E-10    0.71551E-05    0.13721E+07    0.34533E+05
     4    0.16284E+03    0.57044E-11    0.57474E-05    0.17946E+07    0.35891E+05
     5    0.12850E+03    0.19298E-11    0.29163E-05    0.21646E+07    0.36067E+05
     6    0.10453E+03    0.80064E-12    0.27283E-05    0.24879E+07    0.35618E+05
     7    0.86956E+02    0.53835E-12    0.37517E-05    0.27712E+07    0.34832E+05
     8    0.73597E+02    0.56209E-12    0.40195E-05    0.30197E+07    0.33865E+05
     9    0.63161E+02    0.45827E-12    0.31248E-05    0.32385E+07    0.32812E+05
    10    0.54816E+02    0.23566E-12    0.18592E-05    0.34311E+07    0.31718E+05
    11    0.48032E+02    0.88355E-13    0.10123E-05    0.36018E+07    0.30625E+05
    12    0.42570E+02    0.10382E-03   -0.23717E-03    0.37521E+07    0.29543E+05
    13    0.37718E+02    0.10035E-12    0.91834E-06    0.38844E+07    0.28482E+05
    14    0.33697E+02   -0.27194E-04    0.79597E-04    0.40011E+07    0.27455E+05
    15    0.30338E+02    0.11561E-12    0.10949E-05    0.41040E+07    0.26463E+05
    16    0.27375E+02   -0.22586E-04    0.32406E-03    0.41943E+07    0.25509E+05
    17    0.24861E+02    0.59204E-13    0.66517E-06    0.42734E+07    0.24594E+05
    18    0.22202E+02    0.11488E-04   -0.52565E-03    0.43425E+07    0.23717E+05
    19    0.20681E+02    0.27027E-13    0.27928E-06    0.44024E+07    0.22877E+05
    20    0.18990E+02    0.10034E-04   -0.10663E-04    0.44536E+07    0.22071E+05
    21    0.17414E+02    0.22981E-13    0.30928E-06    0.44972E+07    0.21299E+05
    22    0.16088E+02   -0.67106E-05   -0.42696E-04    0.45340E+07    0.20562E+05
    23    0.14816E+02    0.62635E-13    0.52896E-06    0.45646E+07    0.19856E+05
    24    0.13689E+02   -0.45945E-05    0.19326E-03    0.45894E+07    0.19180E+05
    25    0.12716E+02    0.10026E-12    0.62776E-06    0.46089E+07    0.18534E+05
    26    0.11760E+02    0.45677E-05    0.17379E-03    0.46236E+07    0.17915E+05
    27    0.10998E+02    0.83542E-13    0.52265E-06    0.46341E+07    0.17322E+05
    28    0.10227E+02    0.62322E-06   -0.24431E-03    0.46407E+07    0.16755E+05
    29    0.95760E+01    0.44497E-13    0.31599E-06    0.46434E+07    0.16211E+05
    30    0.90255E+01   -0.21393E-05    0.16700E-04    0.46424E+07    0.15688E+05
    31    0.83858E+01    0.24770E-13    0.13551E-06    0.46382E+07    0.15187E+05
    32    0.78315E+01    0.18985E-05    0.16031E-03    0.46312E+07    0.14706E+05
    33    0.73827E+01    0.20088E-13    0.49226E-07    0.46217E+07    0.14245E+05
    34    0.69223E+01    0.58091E-06   -0.27666E-03    0.46098E+07    0.13802E+05
    35    0.65308E+01    0.16302E-13    0.57453E-07    0.45957E+07    0.13377E+05
    36    0.62081E+01   -0.13653E-06    0.46382E-03    0.45796E+07    0.12969E+05
    37    0.58023E+01    0.14908E-13    0.11876E-06    0.45617E+07    0.12576E+05
    38    0.54525E+01    0.41830E-05   -0.55392E-03    0.45421E+07    0.12199E+05
    39    0.52001E+01    0.55145E-05   -0.64611E-03    0.45209E+07    0.11837E+05
    40    0.48948E+01    0.25749E-13    0.21033E-06    0.44983E+07    0.11488E+05
    41    0.47406E+01   -0.10177E-04    0.12921E-02    0.44744E+07    0.11151E+05
    42    0.44996E+01   -0.18179E-04    0.24752E-02    0.44492E+07    0.10828E+05
    43    0.42880E+01   -0.16190E-04    0.26483E-02    0.44230E+07    0.10516E+05
    44    0.39249E+01   -0.11250E-04    0.18018E-02    0.43957E+07    0.10216E+05
    45    0.37494E+01    0.31093E-13    0.20819E-06    0.43675E+07    0.99264E+04
    46    0.36626E+01    0.21386E-04   -0.44409E-02    0.43386E+07    0.96475E+04
    47    0.35223E+01    0.45231E-04   -0.10322E-01    0.43089E+07    0.93785E+04
    48    0.32688E+01    0.68040E-04   -0.13066E-01    0.42786E+07    0.91191E+04
    49    0.29905E+01    0.64032E-04   -0.86922E-02    0.42477E+07    0.88689E+04
    50    0.29248E+01    0.95634E-14    0.93943E-07    0.42164E+07    0.86275E+04
    51    0.28580E+01   -0.15865E-03    0.87114E-02    0.41846E+07    0.83946E+04
