#    L    TT             EE             TE             PP             TP          
     2    0.31696E+03    0.71729E-10   -0.11122E-04    0.91884E+06    0.31797E+05
     3    0.22293E+03    0.22147E-10    0.73794E-05    0.14105E+07    0.35637E+05
     4    0.16797E+03    0.59681E-11    0.59527E-05    0.18422E+07    0.36962E+05
     5    0.13231E+03    0.20109E-11    0.30136E-05    0.22194E+07    0.37085E+05
     6    0.10748E+03    0.83156E-12    0.28112E-05    0.25485E+07    0.36575E+05
     7    0.89297E+02    0.55685E-12    0.38645E-05    0.28362E+07    0.35728E+05
     8    0.75498E+02    0.58022E-12    0.41402E-05    0.30882E+07    0.34703E+05
     9    0.64732E+02    0.47287E-12    0.32174E-05    0.33098E+07    0.33595E+05
    10    0.56132E+02    0.24318E-12    0.19127E-05    0.35045E+07    0.32451E+05
    11    0.49148E+02    0.91148E-13    0.10396E-05    0.36768E+07    0.31311E+05
    12    0.43525E+02    0.10382E-03   -0.23716E-03    0.38282E+07    0.30185E+05
    13    0.38543E+02    0.10309E-12    0.94032E-06    0.39613E+07    0.29084E+05
    14    0.34415E+02   -0.27194E-04    0.79622E-04    0.40785E+07    0.28020E+05
    15    0.30966E+02    0.11862E-12    0.11208E-05    0.41816E+07    0.26995E+05
    16    0.27928E+02   -0.22586E-04    0.32408E-03    0.42719E+07    0.26009E+05
    17    0.25350E+02    0.60672E-13    0.68030E-06    0.43508E+07    0.25065E+05
    18    0.22638E+02    0.11488E-04   -0.52564E-03    0.44196E+07    0.24161E+05
    19    0.21070E+02    0.27671E-13    0.28522E-06    0.44790E+07    0.23296E+05
    20    0.19338E+02    0.10034E-04   -0.10658E-04    0.45296E+07    0.22467E+05
    21    0.17727E+02    0.23513E-13    0.31587E-06    0.45725E+07    0.21673E+05
    22    0.16370E+02   -0.67106E-05   -0.42687E-04    0.46085E+07    0.20915E+05
    23    0.15071E+02    0.64024E-13    0.54017E-06    0.46383E+07    0.20191E+05
    24    0.13920E+02   -0.45945E-05    0.19327E-03    0.46622E+07    0.19498E+05
    25    0.12927E+02    0.10240E-12    0.64066E-06    0.46807E+07    0.18835E+05
    26    0.11952E+02    0.45677E-05    0.17380E-03    0.46945E+07    0.18200E+05
    27    0.11173E+02    0.85265E-13    0.53295E-06    0.47039E+07    0.17593E+05
    28    0.10388E+02    0.62322E-06   -0.24430E-03    0.47094E+07    0.17013E+05
    29    0.97232E+01    0.45388E-13    0.32187E-06    0.47110E+07    0.16456E+05
    30    0.91606E+01   -0.21393E-05    0.16704E-04    0.47089E+07    0.15921E+05
    31    0.85101E+01    0.25262E-13    0.13777E-06    0.47036E+07    0.15409E+05
    32    0.79460E+01    0.18985E-05    0.16031E-03    0.46955E+07    0.14917E+05
    33    0.74884E+01    0.20486E-13    0.49846E-07    0.46849E+07    0.14446E+05
    34    0.70199E+01    0.58091E-06   -0.27666E-03    0.46718E+07    0.13994E+05
    35    0.66212E+01    0.16613E-13    0.58232E-07    0.46566E+07    0.13560E+05
    36    0.62918E+01   -0.13653E-06    0.46383E-03    0.46393E+07    0.13143E+05
    37    0.58800E+01    0.15177E-13    0.12062E-06    0.46203E+07    0.12743E+05
    38    0.55246E+01    0.41830E-05   -0.55392E-03    0.45995E+07    0.12358E+05
    39    0.52671E+01    0.55145E-05   -0.64611E-03    0.45773E+07    0.11988E+05
    40    0.49572E+01    0.26194E-13    0.21369E-06    0.45536E+07    0.11632E+05
    41    0.47986E+01   -0.10177E-04    0.12921E-02    0.45285E+07    0.11290E+05
    42    0.45537E+01   -0.18179E-04    0.24752E-02    0.45023E+07    0.10960E+05
