#    L    TT             EE             TE             PP             TP          
     2    0.31121E+03    0.69860E-10   -0.10749E-04    0.90525E+06    0.31254E+05
     3    0.21924E+03    0.21609E-10    0.72665E-05    0.13911E+07    0.35080E+05
     4    0.16538E+03    0.58348E-11    0.58491E-05    0.18183E+07    0.36422E+05
     5    0.13039E+03    0.19699E-11    0.29646E-05    0.21918E+07    0.36572E+05
     6    0.10599E+03    0.81595E-12    0.27695E-05    0.25180E+07    0.36093E+05
     7    0.88118E+02    0.54752E-12    0.38077E-05    0.28035E+07    0.35277E+05
     8    0.74541E+02    0.57108E-12    0.40794E-05    0.30537E+07    0.34282E+05
     9    0.63941E+02    0.46551E-12    0.31708E-05    0.32739E+07    0.33201E+05
    10    0.55470E+02    0.23939E-12    0.18857E-05    0.34676E+07    0.32082E+05
    11    0.48586E+02    0.89741E-13    0.10258E-05    0.36391E+07    0.30966E+05
    12    0.43044E+02    0.10382E-03   -0.23716E-03    0.37899E+07    0.29862E+05
    13    0.38128E+02    0.10171E-12    0.92926E-06    0.39226E+07    0.28782E+05
    14    0.34054E+02   -0.27194E-04    0.79609E-04    0.40396E+07    0.27736E+05
    15    0.30650E+02    0.11711E-12    0.11078E-05    0.41426E+07    0.26728E+05
    16    0.27650E+02   -0.22586E-04    0.32407E-03    0.42329E+07    0.25758E+05
    17    0.25104E+02    0.59934E-13    0.67269E-06    0.43119E+07    0.24828E+05
    18    0.22419E+02    0.11488E-04   -0.52564E-03    0.43809E+07    0.23938E+05
    19    0.20875E+02    0.27347E-13    0.28224E-06    0.44405E+07    0.23085E+05
    20    0.19163E+02    0.10034E-04   -0.10661E-04    0.44914E+07    0.22268E+05
    21    0.17570E+02    0.23245E-13    0.31255E-06    0.45347E+07    0.21485E+05
    22    0.16228E+02   -0.67106E-05   -0.42691E-04    0.45711E+07    0.20738E+05
    23    0.14943E+02    0.63327E-13    0.53454E-06    0.46013E+07    0.20023E+05
    24    0.13804E+02   -0.45945E-05    0.19326E-03    0.46256E+07    0.19338E+05
    25    0.12821E+02    0.10132E-12    0.63418E-06    0.46446E+07    0.18683E+05
    26    0.11856E+02    0.45677E-05    0.17380E-03    0.46589E+07    0.18057E+05
    27    0.11085E+02    0.84398E-13    0.52778E-06    0.46689E+07    0.17457E+05
    28    0.10307E+02    0.62322E-06   -0.24431E-03    0.46749E+07    0.16883E+05
    29    0.96493E+01    0.44940E-13    0.31892E-06    0.46770E+07    0.16333E+05
    30    0.90928E+01   -0.21393E-05    0.16702E-04    0.46755E+07    0.15804E+05
    31    0.84477E+01    0.25016E-13    0.13663E-06    0.46707E+07    0.15297E+05
    32    0.78885E+01    0.18985E-05    0.16031E-03    0.46632E+07    0.14811E+05
    33    0.74354E+01    0.20287E-13    0.49535E-07    0.46532E+07    0.14345E+05
    34    0.69709E+01    0.58091E-06   -0.27666E-03    0.46407E+07    0.13898E+05
    35    0.65758E+01    0.16455E-13    0.57841E-07    0.46260E+07    0.13468E+05
    36    0.62498E+01   -0.13653E-06    0.46382E-03    0.46093E+07    0.13056E+05
    37    0.58410E+01    0.15042E-13    0.11969E-06    0.45908E+07    0.12659E+05
    38    0.54884E+01    0.41830E-05   -0.55392E-03    0.45707E+07    0.12278E+05
    39    0.52335E+01    0.55145E-05   -0.64611E-03    0.45490E+07    0.11912E+05
    40    0.49259E+01    0.25971E-13    0.21200E-06    0.45258E+07    0.11560E+05
    41    0.47695E+01   -0.10177E-04    0.12921E-02    0.45013E+07    0.11220E+05
    42    0.45265E+01   -0.18179E-04    0.24752E-02    0.44756E+07    0.10894E+05
