#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.10248E+04    0.27347E-01    0.12272E-02    0.00000E+00   -0.82204E-02    0.27347E-01    0.12119E-05   -0.17405E-07    0.00000E+00    0.29191E-07    0.12272E-02   -0.17405E-07    0.84913E-08    0.00000E+00   -0.49689E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.82204E-02    0.29191E-07   -0.49689E-07    0.00000E+00    0.31398E-06
     3    0.98874E+03    0.61974E-01    0.86266E-03    0.00000E+00   -0.11106E-01    0.61974E-01    0.57211E-05   -0.20855E-07    0.00000E+00    0.34716E-07    0.86266E-03   -0.20855E-07    0.51703E-08    0.00000E+00   -0.58458E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.11106E-01    0.34716E-07   -0.58458E-07    0.00000E+00    0.72958E-06
     4    0.95380E+03    0.10568E+00    0.65040E-03    0.00000E+00   -0.13446E-01    0.10568E+00    0.16465E-04   -0.22697E-07    0.00000E+00    0.32057E-07    0.65040E-03   -0.22697E-07    0.35763E-08    0.00000E+00   -0.65532E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.13446E-01    0.32057E-07   -0.65532E-07    0.00000E+00    0.13482E-05
     5    0.92908E+03    0.15767E+00    0.51273E-03    0.00000E+00   -0.15385E-01    0.15767E+00    0.37122E-04   -0.23842E-07    0.00000E+00    0.26464E-07    0.51273E-03   -0.23842E-07    0.26587E-08    0.00000E+00   -0.71348E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.15385E-01    0.26464E-07   -0.71348E-07    0.00000E+00    0.21797E-05
     6    0.91344E+03    0.21720E+00    0.41759E-03    0.00000E+00   -0.17032E-01    0.21720E+00    0.72039E-04   -0.24439E-07    0.00000E+00    0.17602E-07    0.41759E-03   -0.24439E-07    0.20704E-08    0.00000E+00   -0.76141E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.17032E-01    0.17602E-07   -0.76141E-07    0.00000E+00    0.32261E-05
     7    0.90470E+03    0.28354E+00    0.34858E-03    0.00000E+00   -0.18441E-01    0.28354E+00    0.12621E-03   -0.24733E-07    0.00000E+00    0.91809E-08    0.34858E-03   -0.24733E-07    0.16660E-08    0.00000E+00   -0.80115E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.18441E-01    0.91809E-08   -0.80115E-07    0.00000E+00    0.44859E-05
     8    0.90073E+03    0.35592E+00    0.29600E-03    0.00000E+00   -0.19642E-01    0.35592E+00    0.20515E-03   -0.25074E-07    0.00000E+00    0.51106E-08    0.29600E-03   -0.25074E-07    0.13738E-08    0.00000E+00   -0.83414E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.19642E-01    0.51106E-08   -0.83414E-07    0.00000E+00    0.59547E-05
     9    0.90065E+03    0.43372E+00    0.25446E-03    0.00000E+00   -0.20671E-01    0.43372E+00    0.31488E-03   -0.25556E-07    0.00000E+00    0.43781E-08    0.25446E-03   -0.25556E-07    0.11547E-08    0.00000E+00   -0.86158E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.20671E-01    0.43781E-08   -0.86158E-07    0.00000E+00    0.76273E-05
    10    0.90331E+03    0.51598E+00    0.22105E-03    0.00000E+00   -0.21555E-01    0.51598E+00    0.46176E-03   -0.25981E-07    0.00000E+00    0.39735E-08    0.22105E-03   -0.25981E-07    0.98530E-09    0.00000E+00   -0.88425E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.21555E-01    0.39735E-08   -0.88425E-07    0.00000E+00    0.94960E-05
    11    0.90790E+03    0.60210E+00    0.19414E-03    0.00000E+00   -0.22319E-01    0.60210E+00    0.65310E-03   -0.26090E-07    0.00000E+00    0.29372E-08    0.19414E-03   -0.26090E-07    0.85151E-09    0.00000E+00   -0.90309E-07    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -0.22319E-01    0.29372E-08   -0.90309E-07    0.00000E+00    0.11555E-04
