#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32877E+03   -0.11737E-04    0.14409E-02   -0.20667E-03    0.93014E-02   -0.11737E-04    0.74356E-10   -0.39448E-10   -0.10097E-08    0.42488E-09    0.14409E-02   -0.39448E-10    0.75920E-08   -0.10355E-08    0.47001E-07   -0.20667E-03   -0.10097E-08   -0.10355E-08    0.24461E-05    0.27057E-05    0.93014E-02    0.42488E-09    0.47001E-07    0.27057E-05    0.37603E-05
     3    0.23046E+03    0.74753E-05    0.95405E-03    0.67112E-03    0.11564E-01    0.74753E-05    0.22884E-10    0.27548E-10   -0.50179E-10    0.60579E-09    0.95405E-03    0.27548E-10    0.45929E-08    0.30462E-08    0.54697E-07    0.67112E-03   -0.50179E-10    0.30462E-08    0.47420E-05    0.54323E-05    0.11564E-01    0.60579E-09    0.54697E-07    0.54323E-05    0.75008E-05
     4    0.17323E+03    0.59557E-05    0.69422E-03    0.15384E-02    0.13614E-01    0.59557E-05    0.61320E-11    0.21929E-10    0.47575E-09    0.77355E-09    0.69422E-03    0.21929E-10    0.31578E-08    0.66821E-08    0.61709E-07    0.15384E-02    0.47575E-09    0.66821E-08    0.77066E-05    0.90447E-05    0.13614E-01    0.77355E-09    0.61709E-07    0.90447E-05    0.12479E-04
     5    0.13620E+03    0.30939E-05    0.53397E-03    0.23844E-02    0.15487E-01    0.30939E-05    0.20348E-11    0.11522E-10    0.37786E-09    0.50576E-09    0.53397E-03    0.11522E-10    0.23340E-08    0.10072E-07    0.68068E-07    0.23844E-02    0.37786E-09    0.10072E-07    0.11318E-04    0.13533E-04    0.15487E-01    0.50576E-09    0.68068E-07    0.13533E-04    0.18695E-04
     6    0.11046E+03    0.31007E-05    0.42604E-03    0.31896E-02    0.17181E-01    0.31007E-05    0.84245E-12    0.10909E-10    0.36656E-10    0.38107E-09    0.42604E-03    0.10909E-10    0.18072E-08    0.13230E-07    0.73745E-07    0.31896E-02    0.36656E-10    0.13230E-07    0.15559E-04    0.18882E-04    0.17181E-01    0.38107E-09    0.73745E-07    0.18882E-04    0.26138E-04
     7    0.91654E+02    0.41710E-05    0.34898E-03    0.39422E-02    0.18706E-01    0.41710E-05    0.59577E-12    0.14492E-10    0.45487E-09    0.12808E-08    0.34898E-03    0.14492E-10    0.14459E-08    0.16150E-07    0.78798E-07    0.39422E-02    0.45487E-09    0.16150E-07    0.20413E-04    0.25081E-04    0.18706E-01    0.12808E-08    0.78798E-07    0.25081E-04    0.34804E-04
     8    0.77397E+02    0.42391E-05    0.29162E-03    0.46434E-02    0.20084E-01    0.42391E-05    0.60456E-12    0.15052E-10    0.12808E-08    0.22822E-08    0.29162E-03    0.15052E-10    0.11854E-08    0.18851E-07    0.83312E-07    0.46434E-02    0.12808E-08    0.18851E-07    0.25862E-04    0.32117E-04    0.20084E-01    0.22822E-08    0.83312E-07    0.32117E-04    0.44686E-04
     9    0.66286E+02    0.31034E-05    0.24758E-03    0.53000E-02    0.21334E-01    0.31034E-05    0.45458E-12    0.11301E-10    0.14363E-08    0.21660E-08    0.24758E-03    0.11301E-10    0.99048E-09    0.21369E-07    0.87376E-07    0.53000E-02    0.14363E-08    0.21369E-07    0.31904E-04    0.39992E-04    0.21334E-01    0.21660E-08    0.87376E-07    0.39992E-04    0.55793E-04
    10    0.57421E+02    0.17417E-05    0.21287E-03    0.59132E-02    0.22466E-01    0.17417E-05    0.21636E-12    0.64110E-11    0.78101E-09    0.11358E-08    0.21287E-03    0.64110E-11    0.84028E-09    0.23713E-07    0.91026E-07    0.59132E-02    0.78101E-09    0.23713E-07    0.38526E-04    0.48695E-04    0.22466E-01    0.11358E-08    0.91026E-07    0.48695E-04    0.68120E-04
    11    0.50229E+02    0.94980E-06    0.18500E-03    0.64900E-02    0.23497E-01    0.94980E-06    0.88936E-13    0.33509E-11    0.42820E-10    0.24985E-09    0.18500E-03    0.33509E-11    0.72197E-09    0.25910E-07    0.94335E-07    0.64900E-02    0.42820E-10    0.25910E-07    0.45730E-04    0.58234E-04    0.23497E-01    0.24985E-09    0.94335E-07    0.58234E-04    0.81681E-04
    12    0.44439E+02   -0.23714E-03    0.16219E-03    0.70310E-02    0.24433E-01   -0.23714E-03    0.10382E-03    0.27151E-11   -0.13030E-09    0.21656E-09    0.16219E-03    0.27151E-11    0.62667E-09    0.27966E-07    0.97315E-07    0.70310E-02   -0.13030E-09    0.27966E-07    0.53510E-04    0.68604E-04    0.24433E-01    0.21656E-09    0.97315E-07    0.68604E-04    0.96471E-04
    13    0.39322E+02    0.10142E-05    0.14330E-03    0.75388E-02    0.25280E-01    0.10142E-05    0.12397E-12    0.33191E-11    0.18200E-09    0.78938E-09    0.14330E-03    0.33191E-11    0.54895E-09    0.29893E-07    0.10000E-06    0.75388E-02    0.18200E-09    0.29893E-07    0.61863E-04    0.79807E-04    0.25280E-01    0.78938E-09    0.10000E-06    0.79807E-04    0.11250E-03
    14    0.35083E+02    0.79678E-04    0.12744E-03    0.80170E-02    0.26051E-01    0.79678E-04   -0.27194E-04    0.38584E-11    0.70646E-09    0.15093E-08    0.12744E-03    0.38584E-11    0.48449E-09    0.31705E-07    0.10244E-06    0.80170E-02    0.70646E-09    0.31705E-07    0.70790E-04    0.91845E-04    0.26051E-01    0.15093E-08    0.10244E-06    0.91845E-04    0.12977E-03
    15    0.31542E+02    0.11183E-05    0.11399E-03    0.84677E-02    0.26752E-01    0.11183E-05    0.11627E-12    0.38451E-11    0.11068E-08    0.19528E-08    0.11399E-03    0.38451E-11    0.43051E-09    0.33411E-07    0.10465E-06    0.84677E-02    0.11068E-08    0.33411E-07    0.80291E-04    0.10472E-03    0.26752E-01    0.19528E-08    0.10465E-06    0.10472E-03    0.14828E-03
    16    0.28427E+02    0.32403E-03    0.10249E-03    0.88928E-02    0.27389E-01    0.32403E-03   -0.22586E-04    0.31348E-11    0.11234E-08    0.18294E-08    0.10249E-03    0.31348E-11    0.38477E-09    0.35019E-07    0.10666E-06    0.88928E-02    0.11234E-08    0.35019E-07    0.90364E-04    0.11844E-03    0.27389E-01    0.18294E-08    0.10666E-06    0.11844E-03    0.16805E-03
    17    0.25783E+02    0.60144E-06    0.92569E-04    0.92943E-02    0.27968E-01    0.60144E-06    0.51233E-13    0.21413E-11    0.86586E-09    0.13444E-08    0.92569E-04    0.21413E-11    0.34572E-09    0.36537E-07    0.10848E-06    0.92943E-02    0.86586E-09    0.36537E-07    0.10101E-03    0.13300E-03    0.27968E-01    0.13444E-08    0.10848E-06    0.13300E-03    0.18908E-03
    18    0.23015E+02   -0.52570E-03    0.83953E-04    0.96740E-02    0.28495E-01   -0.52570E-03    0.11488E-04    0.13442E-11    0.53286E-09    0.81430E-09    0.83953E-04    0.13442E-11    0.31208E-09    0.37972E-07    0.11014E-06    0.96740E-02    0.53286E-09    0.37972E-07    0.11223E-03    0.14840E-03    0.28495E-01    0.81430E-09    0.11014E-06    0.14840E-03    0.21137E-03
    19    0.21399E+02    0.25754E-06    0.76423E-04    0.10033E-01    0.28972E-01    0.25754E-06    0.22486E-13    0.93038E-12    0.31001E-09    0.50442E-09    0.76423E-04    0.93038E-12    0.28290E-09    0.39328E-07    0.11163E-06    0.10033E-01    0.31001E-09    0.39328E-07    0.12403E-03    0.16465E-03    0.28972E-01    0.50442E-09    0.11163E-06    0.16465E-03    0.23492E-03
    20    0.19626E+02   -0.10643E-04    0.69795E-04    0.10371E-01    0.29402E-01   -0.10643E-04    0.10034E-04    0.96150E-12    0.34300E-09    0.61147E-09    0.69795E-04    0.96150E-12    0.25740E-09    0.40607E-07    0.11298E-06    0.10371E-01    0.34300E-09    0.40607E-07    0.13639E-03    0.18173E-03    0.29402E-01    0.61147E-09    0.11298E-06    0.18173E-03    0.25972E-03
    21    0.17979E+02    0.36335E-06    0.63937E-04    0.10691E-01    0.29789E-01    0.36335E-06    0.26841E-13    0.12925E-11    0.63094E-09    0.11089E-08    0.63937E-04    0.12925E-11    0.23501E-09    0.41815E-07    0.11419E-06    0.10691E-01    0.63094E-09    0.41815E-07    0.14933E-03    0.19966E-03    0.29789E-01    0.11089E-08    0.11419E-06    0.19966E-03    0.28577E-03
    22    0.16591E+02   -0.42626E-04    0.58736E-04    0.10994E-01    0.30139E-01   -0.42626E-04   -0.67106E-05    0.17331E-11    0.11135E-08    0.18845E-08    0.58736E-04    0.17331E-11    0.21524E-09    0.42959E-07    0.11529E-06    0.10994E-01    0.11135E-08    0.42959E-07    0.16283E-03    0.21843E-03    0.30139E-01    0.18845E-08    0.11529E-06    0.21843E-03    0.31307E-03
    23    0.15265E+02    0.59530E-06    0.54099E-04    0.11280E-01    0.30454E-01    0.59530E-06    0.72610E-13    0.21194E-11    0.16392E-08    0.27056E-08    0.54099E-04    0.21194E-11    0.19772E-09    0.44040E-07    0.11628E-06    0.11280E-01    0.16392E-08    0.44040E-07    0.17690E-03    0.23803E-03    0.30454E-01    0.27056E-08    0.11628E-06    0.23803E-03    0.34163E-03
    24    0.14091E+02    0.19330E-03    0.49946E-04    0.11550E-01    0.30734E-01    0.19330E-03   -0.45945E-05    0.23200E-11    0.20532E-08    0.33397E-08    0.49946E-04    0.23200E-11    0.18210E-09    0.45060E-07    0.11715E-06    0.11550E-01    0.20532E-08    0.45060E-07    0.19153E-03    0.25847E-03    0.30734E-01    0.33397E-08    0.11715E-06    0.25847E-03    0.37141E-03
    25    0.13076E+02    0.64781E-06    0.46215E-04    0.11805E-01    0.30984E-01    0.64781E-06    0.99743E-13    0.23074E-11    0.22791E-08    0.36741E-08    0.46215E-04    0.23074E-11    0.16813E-09    0.46023E-07    0.11793E-06    0.11805E-01    0.22791E-08    0.46023E-07    0.20672E-03    0.27973E-03    0.30984E-01    0.36741E-08    0.11793E-06    0.27973E-03    0.40243E-03
    26    0.12083E+02    0.17378E-03    0.42850E-04    0.12046E-01    0.31205E-01    0.17378E-03    0.45677E-05    0.20934E-11    0.22742E-08    0.36482E-08    0.42850E-04    0.20934E-11    0.15558E-09    0.46933E-07    0.11862E-06    0.12046E-01    0.22742E-08    0.46933E-07    0.22246E-03    0.30181E-03    0.31205E-01    0.36482E-08    0.11862E-06    0.30181E-03    0.43466E-03
    27    0.11288E+02    0.49309E-06    0.39808E-04    0.12273E-01    0.31400E-01    0.49309E-06    0.72036E-13    0.17428E-11    0.20526E-08    0.32894E-08    0.39808E-04    0.17428E-11    0.14428E-09    0.47792E-07    0.11923E-06    0.12273E-01    0.20526E-08    0.47792E-07    0.23875E-03    0.32470E-03    0.31400E-01    0.32894E-08    0.11923E-06    0.32470E-03    0.46809E-03
    28    0.10488E+02   -0.24435E-03    0.37049E-04    0.12487E-01    0.31571E-01   -0.24435E-03    0.62322E-06    0.13315E-11    0.16544E-08    0.26647E-08    0.37049E-04    0.13315E-11    0.13407E-09    0.48601E-07    0.11976E-06    0.12487E-01    0.16544E-08    0.48601E-07    0.25558E-03    0.34840E-03    0.31571E-01    0.26647E-08    0.11976E-06    0.34840E-03    0.50272E-03
    29    0.98101E+01    0.26876E-06    0.34539E-04    0.12687E-01    0.31717E-01    0.26876E-06    0.35168E-13    0.92504E-12    0.11675E-08    0.19088E-08    0.34539E-04    0.92504E-12    0.12481E-09    0.49361E-07    0.12021E-06    0.12687E-01    0.11675E-08    0.49361E-07    0.27294E-03    0.37288E-03    0.31717E-01    0.19088E-08    0.12021E-06    0.37288E-03    0.53851E-03
    30    0.92360E+01    0.16657E-04    0.32247E-04    0.12875E-01    0.31839E-01    0.16657E-04   -0.21393E-05    0.58006E-12    0.68812E-09    0.11680E-08    0.32247E-04    0.58006E-12    0.11639E-09    0.50072E-07    0.12059E-06    0.12875E-01    0.68812E-09    0.50072E-07    0.29082E-03    0.39813E-03    0.31839E-01    0.11680E-08    0.12059E-06    0.39813E-03    0.57545E-03
    31    0.85753E+01    0.10329E-06    0.30152E-04    0.13051E-01    0.31941E-01    0.10329E-06    0.21020E-13    0.32570E-12    0.29910E-09    0.56578E-09    0.30152E-04    0.32570E-12    0.10870E-09    0.50738E-07    0.12089E-06    0.13051E-01    0.29910E-09    0.50738E-07    0.30922E-03    0.42414E-03    0.31941E-01    0.56578E-09    0.12089E-06    0.42414E-03    0.61351E-03
    32    0.80020E+01    0.16029E-03    0.28234E-04    0.13216E-01    0.32023E-01    0.16029E-03    0.18985E-05    0.17849E-12    0.66201E-10    0.20001E-09    0.28234E-04    0.17849E-12    0.10168E-09    0.51362E-07    0.12114E-06    0.13216E-01    0.66201E-10    0.51362E-07    0.32812E-03    0.45090E-03    0.32023E-01    0.20001E-09    0.12114E-06    0.45090E-03    0.65268E-03
    33    0.75362E+01    0.47533E-07    0.26474E-04    0.13370E-01    0.32088E-01    0.47533E-07    0.17855E-13    0.13180E-12    0.11804E-11    0.89982E-10    0.26474E-04    0.13180E-12    0.95261E-10    0.51945E-07    0.12132E-06    0.13370E-01    0.11804E-11    0.51945E-07    0.34752E-03    0.47840E-03    0.32088E-01    0.89982E-10    0.12132E-06    0.47840E-03    0.69294E-03
    34    0.70603E+01   -0.27665E-03    0.24854E-04    0.13514E-01    0.32137E-01   -0.27665E-03    0.58091E-06    0.17068E-12    0.99000E-10    0.22962E-09    0.24854E-04    0.17068E-12    0.89365E-10    0.52489E-07    0.12146E-06    0.13514E-01    0.99000E-10    0.52489E-07    0.36739E-03    0.50661E-03    0.32137E-01    0.22962E-09    0.12146E-06    0.50661E-03    0.73425E-03
    35    0.66550E+01    0.82067E-07    0.23362E-04    0.13647E-01    0.32169E-01    0.82067E-07    0.14996E-13    0.27009E-12    0.34159E-09    0.59022E-09    0.23362E-04    0.27009E-12    0.83943E-10    0.52994E-07    0.12153E-06    0.13647E-01    0.34159E-09    0.52994E-07    0.38774E-03    0.53551E-03    0.32169E-01    0.59022E-09    0.12153E-06    0.53551E-03    0.77659E-03
