#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32875E+03   -0.11588E-04    0.14405E-02   -0.20662E-03    0.92989E-02   -0.11588E-04    0.73184E-10   -0.38897E-10   -0.10088E-08    0.41548E-09    0.14405E-02   -0.38897E-10    0.75785E-08   -0.10343E-08    0.46924E-07   -0.20662E-03   -0.10088E-08   -0.10343E-08    0.24453E-05    0.27048E-05    0.92989E-02    0.41548E-09    0.46924E-07    0.27048E-05    0.37588E-05
     3    0.23043E+03    0.73386E-05    0.95360E-03    0.67122E-03    0.11559E-01    0.73386E-05    0.22530E-10    0.27019E-10   -0.39770E-10    0.61675E-09    0.95360E-03    0.27019E-10    0.45831E-08    0.30474E-08    0.54588E-07    0.67122E-03   -0.39770E-10    0.30474E-08    0.47404E-05    0.54304E-05    0.11559E-01    0.61675E-09    0.54588E-07    0.54304E-05    0.74974E-05
     4    0.17320E+03    0.57739E-05    0.69378E-03    0.15385E-02    0.13606E-01    0.57739E-05    0.60270E-11    0.21295E-10    0.48505E-09    0.76280E-09    0.69378E-03    0.21295E-10    0.31502E-08    0.66834E-08    0.61570E-07    0.15385E-02    0.48505E-09    0.66834E-08    0.77040E-05    0.90416E-05    0.13606E-01    0.76280E-09    0.61570E-07    0.90416E-05    0.12473E-04
     5    0.13616E+03    0.31040E-05    0.53355E-03    0.23845E-02    0.15476E-01    0.31040E-05    0.19801E-11    0.11527E-10    0.33474E-09    0.46121E-09    0.53355E-03    0.11527E-10    0.23279E-08    0.10073E-07    0.67899E-07    0.23845E-02    0.33474E-09    0.10073E-07    0.11314E-04    0.13528E-04    0.15476E-01    0.46121E-09    0.67899E-07    0.13528E-04    0.18685E-04
     6    0.11042E+03    0.32970E-05    0.42562E-03    0.31898E-02    0.17165E-01    0.32970E-05    0.82869E-12    0.11552E-10    0.27968E-10    0.42266E-09    0.42562E-03    0.11552E-10    0.18020E-08    0.13231E-07    0.73547E-07    0.31898E-02    0.27968E-10    0.13231E-07    0.15553E-04    0.18875E-04    0.17165E-01    0.42266E-09    0.73547E-07    0.18875E-04    0.26122E-04
     7    0.91607E+02    0.43192E-05    0.34858E-03    0.39424E-02    0.18686E-01    0.43192E-05    0.61596E-12    0.15019E-10    0.52474E-09    0.13923E-08    0.34858E-03    0.15019E-10    0.14414E-08    0.16151E-07    0.78572E-07    0.39424E-02    0.52474E-09    0.16151E-07    0.20405E-04    0.25072E-04    0.18686E-01    0.13923E-08    0.78572E-07    0.25072E-04    0.34782E-04
     8    0.77346E+02    0.41780E-05    0.29123E-03    0.46436E-02    0.20059E-01    0.41780E-05    0.60568E-12    0.14871E-10    0.13180E-08    0.22954E-08    0.29123E-03    0.14871E-10    0.11814E-08    0.18852E-07    0.83058E-07    0.46436E-02    0.13180E-08    0.18852E-07    0.25852E-04    0.32106E-04    0.20059E-01    0.22954E-08    0.83058E-07    0.32106E-04    0.44655E-04
     9    0.66233E+02    0.28930E-05    0.24719E-03    0.53001E-02    0.21304E-01    0.28930E-05    0.42430E-12    0.10561E-10    0.13550E-08    0.20167E-08    0.24719E-03    0.10561E-10    0.98693E-09    0.21370E-07    0.87094E-07    0.53001E-02    0.13550E-08    0.21370E-07    0.31891E-04    0.39976E-04    0.21304E-01    0.20167E-08    0.87094E-07    0.39976E-04    0.55753E-04
    10    0.57366E+02    0.15438E-05    0.21249E-03    0.59134E-02    0.22430E-01    0.15438E-05    0.19313E-12    0.56646E-11    0.63573E-09    0.93896E-09    0.21249E-03    0.56646E-11    0.83707E-09    0.23714E-07    0.90716E-07    0.59134E-02    0.63573E-09    0.23714E-07    0.38510E-04    0.48676E-04    0.22430E-01    0.93896E-09    0.90716E-07    0.48676E-04    0.68067E-04
    11    0.50172E+02    0.86432E-06    0.18463E-03    0.64902E-02    0.23456E-01    0.86432E-06    0.93917E-13    0.29807E-11   -0.55344E-10    0.15182E-09    0.18463E-03    0.29807E-11    0.71904E-09    0.25911E-07    0.93998E-07    0.64902E-02   -0.55344E-10    0.25911E-07    0.45710E-04    0.58211E-04    0.23456E-01    0.15182E-09    0.93998E-07    0.58211E-04    0.81614E-04
    12    0.44380E+02   -0.23713E-03    0.16183E-03    0.70311E-02    0.24386E-01   -0.23713E-03    0.10382E-03    0.26981E-11   -0.12727E-09    0.26051E-09    0.16183E-03    0.26981E-11    0.62397E-09    0.27967E-07    0.96952E-07    0.70311E-02   -0.12727E-09    0.27967E-07    0.53486E-04    0.68576E-04    0.24386E-01    0.26051E-09    0.96952E-07    0.68576E-04    0.96388E-04
    13    0.39262E+02    0.10619E-05    0.14295E-03    0.75389E-02    0.25227E-01    0.10619E-05    0.14013E-12    0.34619E-11    0.26543E-09    0.92402E-09    0.14295E-03    0.34619E-11    0.54645E-09    0.29893E-07    0.99613E-07    0.75389E-02    0.26543E-09    0.29893E-07    0.61834E-04    0.79772E-04    0.25227E-01    0.92402E-09    0.99613E-07    0.79772E-04    0.11239E-03
    14    0.35022E+02    0.79695E-04    0.12709E-03    0.80170E-02    0.25992E-01    0.79695E-04   -0.27194E-04    0.39163E-11    0.79572E-09    0.16244E-08    0.12709E-03    0.39163E-11    0.48217E-09    0.31705E-07    0.10202E-06    0.80170E-02    0.79572E-09    0.31705E-07    0.70755E-04    0.91804E-04    0.25992E-01    0.16244E-08    0.10202E-06    0.91804E-04    0.12964E-03
    15    0.31480E+02    0.10784E-05    0.11366E-03    0.84676E-02    0.26686E-01    0.10784E-05    0.10958E-12    0.37149E-11    0.11518E-08    0.19854E-08    0.11366E-03    0.37149E-11    0.42834E-09    0.33411E-07    0.10421E-06    0.84676E-02    0.11518E-08    0.33411E-07    0.80249E-04    0.10467E-03    0.26686E-01    0.19854E-08    0.10421E-06    0.10467E-03    0.14814E-03
    16    0.28364E+02    0.32395E-03    0.10216E-03    0.88926E-02    0.27317E-01    0.32395E-03   -0.22586E-04    0.28747E-11    0.11148E-08    0.17829E-08    0.10216E-03    0.28747E-11    0.38273E-09    0.35018E-07    0.10619E-06    0.88926E-02    0.11148E-08    0.35018E-07    0.90315E-04    0.11838E-03    0.27317E-01    0.17829E-08    0.10619E-06    0.11838E-03    0.16788E-03
    17    0.25720E+02    0.52034E-06    0.92247E-04    0.92939E-02    0.27889E-01    0.52034E-06    0.42516E-13    0.18569E-11    0.82233E-09    0.12598E-08    0.92247E-04    0.18569E-11    0.34380E-09    0.36536E-07    0.10799E-06    0.92939E-02    0.82233E-09    0.36536E-07    0.10095E-03    0.13293E-03    0.27889E-01    0.12598E-08    0.10799E-06    0.13293E-03    0.18887E-03
