#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32878E+03   -0.11869E-04    0.14413E-02   -0.20671E-03    0.93036E-02   -0.11869E-04    0.75359E-10   -0.39939E-10   -0.10107E-08    0.43293E-09    0.14413E-02   -0.39939E-10    0.76034E-08   -0.10366E-08    0.47065E-07   -0.20671E-03   -0.10107E-08   -0.10366E-08    0.24468E-05    0.27065E-05    0.93036E-02    0.43293E-09    0.47065E-07    0.27065E-05    0.37616E-05
     3    0.23049E+03    0.75838E-05    0.95442E-03    0.67105E-03    0.11568E-01    0.75838E-05    0.23186E-10    0.27974E-10   -0.58279E-10    0.59628E-09    0.95442E-03    0.27974E-10    0.46011E-08    0.30451E-08    0.54789E-07    0.67105E-03   -0.58279E-10    0.30451E-08    0.47433E-05    0.54338E-05    0.11568E-01    0.59628E-09    0.54789E-07    0.54338E-05    0.75036E-05
     4    0.17326E+03    0.61222E-05    0.69458E-03    0.15383E-02    0.13621E-01    0.61222E-05    0.62212E-11    0.22510E-10    0.46445E-09    0.77924E-09    0.69458E-03    0.22510E-10    0.31641E-08    0.66812E-08    0.61826E-07    0.15383E-02    0.46445E-09    0.66812E-08    0.77089E-05    0.90473E-05    0.13621E-01    0.77924E-09    0.61826E-07    0.90473E-05    0.12484E-04
     5    0.13624E+03    0.31073E-05    0.53433E-03    0.23843E-02    0.15497E-01    0.31073E-05    0.20829E-11    0.11592E-10    0.41258E-09    0.54499E-09    0.53433E-03    0.11592E-10    0.23392E-08    0.10071E-07    0.68210E-07    0.23843E-02    0.41258E-09    0.10071E-07    0.11322E-04    0.13537E-04    0.15497E-01    0.54499E-09    0.68210E-07    0.13537E-04    0.18703E-04
     6    0.11050E+03    0.29365E-05    0.42639E-03    0.31895E-02    0.17194E-01    0.29365E-05    0.85881E-12    0.10374E-10    0.47460E-10    0.34941E-09    0.42639E-03    0.10374E-10    0.18116E-08    0.13229E-07    0.73911E-07    0.31895E-02    0.47460E-10    0.13229E-07    0.15564E-04    0.18888E-04    0.17194E-01    0.34941E-09    0.73911E-07    0.18888E-04    0.26151E-04
     7    0.91694E+02    0.40211E-05    0.34932E-03    0.39421E-02    0.18723E-01    0.40211E-05    0.57967E-12    0.13966E-10    0.39330E-09    0.11771E-08    0.34932E-03    0.13966E-10    0.14497E-08    0.16149E-07    0.78988E-07    0.39421E-02    0.39330E-09    0.16149E-07    0.20419E-04    0.25089E-04    0.18723E-01    0.11771E-08    0.78988E-07    0.25089E-04    0.34822E-04
     8    0.77439E+02    0.42626E-05    0.29195E-03    0.46433E-02    0.20105E-01    0.42626E-05    0.60036E-12    0.15107E-10    0.12366E-08    0.22504E-08    0.29195E-03    0.15107E-10    0.11887E-08    0.18850E-07    0.83525E-07    0.46433E-02    0.12366E-08    0.18850E-07    0.25871E-04    0.32127E-04    0.20105E-01    0.22504E-08    0.83525E-07    0.32127E-04    0.44711E-04
     9    0.66331E+02    0.32725E-05    0.24790E-03    0.52998E-02    0.21359E-01    0.32725E-05    0.48123E-12    0.11892E-10    0.14929E-08    0.22784E-08    0.24790E-03    0.11892E-10    0.99345E-09    0.21368E-07    0.87613E-07    0.52998E-02    0.14929E-08    0.21368E-07    0.31915E-04    0.40004E-04    0.21359E-01    0.22784E-08    0.87613E-07    0.40004E-04    0.55827E-04
    10    0.57468E+02    0.19216E-05    0.21319E-03    0.59131E-02    0.22495E-01    0.19216E-05    0.24324E-12    0.70803E-11    0.90294E-09    0.13063E-08    0.21319E-03    0.70803E-11    0.84297E-09    0.23712E-07    0.91285E-07    0.59131E-02    0.90294E-09    0.23712E-07    0.38540E-04    0.48711E-04    0.22495E-01    0.13063E-08    0.91285E-07    0.48711E-04    0.68164E-04
    11    0.50278E+02    0.10418E-05    0.18532E-03    0.64899E-02    0.23532E-01    0.10418E-05    0.92079E-13    0.37307E-11    0.13533E-09    0.34899E-09    0.18532E-03    0.37307E-11    0.72442E-09    0.25909E-07    0.94617E-07    0.64899E-02    0.13533E-09    0.25909E-07    0.45747E-04    0.58254E-04    0.23532E-01    0.34899E-09    0.94617E-07    0.58254E-04    0.81737E-04
