#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.31121E+03   -0.10749E-04    0.13688E-02   -0.23102E-03    0.88118E-02   -0.10749E-04    0.69860E-10   -0.35968E-10   -0.93481E-09    0.40965E-09    0.13688E-02   -0.35968E-10    0.72733E-08   -0.11199E-08    0.44908E-07   -0.23102E-03   -0.93481E-09   -0.11199E-08    0.23512E-05    0.26045E-05    0.88118E-02    0.40965E-09    0.44908E-07    0.26045E-05    0.36157E-05
     3    0.21924E+03    0.72665E-05    0.91044E-03    0.60267E-03    0.11004E-01    0.72665E-05    0.21609E-10    0.26843E-10   -0.55236E-10    0.55902E-09    0.91044E-03    0.26843E-10    0.44157E-08    0.27606E-08    0.52448E-07    0.60267E-03   -0.55236E-10    0.27606E-08    0.45615E-05    0.52294E-05    0.11004E-01    0.55902E-09    0.52448E-07    0.52294E-05    0.72167E-05
     4    0.16538E+03    0.58491E-05    0.66465E-03    0.14293E-02    0.12997E-01    0.58491E-05    0.58348E-11    0.21515E-10    0.43582E-09    0.74037E-09    0.66465E-03    0.21515E-10    0.30435E-08    0.62280E-08    0.59315E-07    0.14293E-02    0.43582E-09    0.62280E-08    0.74180E-05    0.87089E-05    0.12997E-01    0.74037E-09    0.59315E-07    0.87089E-05    0.12013E-04
     5    0.13039E+03    0.29646E-05    0.51255E-03    0.22382E-02    0.14823E-01    0.29646E-05    0.19699E-11    0.11070E-10    0.39954E-09    0.52895E-09    0.51255E-03    0.11070E-10    0.22541E-08    0.94703E-08    0.65550E-07    0.22382E-02    0.39954E-09    0.94703E-08    0.10900E-04    0.13034E-04    0.14823E-01    0.52895E-09    0.65550E-07    0.13034E-04    0.18006E-04
     6    0.10599E+03    0.27695E-05    0.40982E-03    0.30102E-02    0.16478E-01    0.27695E-05    0.81595E-12    0.98000E-11    0.47677E-10    0.32715E-09    0.40982E-03    0.98000E-11    0.17484E-08    0.12499E-07    0.71127E-07    0.30102E-02    0.47677E-10    0.12499E-07    0.14991E-04    0.18192E-04    0.16478E-01    0.32715E-09    0.71127E-07    0.18192E-04    0.25188E-04
     7    0.88118E+02    0.38077E-05    0.33633E-03    0.37337E-02    0.17973E-01    0.38077E-05    0.54752E-12    0.13228E-10    0.35932E-09    0.10981E-08    0.33633E-03    0.13228E-10    0.14009E-08    0.15307E-07    0.76104E-07    0.37337E-02    0.35932E-09    0.15307E-07    0.19678E-04    0.24174E-04    0.17973E-01    0.10981E-08    0.76104E-07    0.24174E-04    0.33556E-04
     8    0.74541E+02    0.40794E-05    0.28151E-03    0.44096E-02    0.19328E-01    0.40794E-05    0.57108E-12    0.14452E-10    0.11669E-08    0.21387E-08    0.28151E-03    0.14452E-10    0.11501E-08    0.17912E-07    0.80562E-07    0.44096E-02    0.11669E-08    0.17912E-07    0.24942E-04    0.30967E-04    0.19328E-01    0.21387E-08    0.80562E-07    0.30967E-04    0.43105E-04
     9    0.63941E+02    0.31708E-05    0.23935E-03    0.50439E-02    0.20560E-01    0.31708E-05    0.46551E-12    0.11516E-10    0.14364E-08    0.22016E-08    0.23935E-03    0.11516E-10    0.96221E-09    0.20345E-07    0.84585E-07    0.50439E-02    0.14364E-08    0.20345E-07    0.30782E-04    0.38574E-04    0.20560E-01    0.22016E-08    0.84585E-07    0.38574E-04    0.53847E-04
    10    0.55470E+02    0.18857E-05    0.20608E-03    0.56378E-02    0.21678E-01    0.18857E-05    0.23939E-12    0.69486E-11    0.89026E-09    0.12895E-08    0.20608E-03    0.69486E-11    0.81725E-09    0.22615E-07    0.88208E-07    0.56378E-02    0.89026E-09    0.22615E-07    0.37188E-04    0.46988E-04    0.21678E-01    0.12895E-08    0.88208E-07    0.46988E-04    0.65777E-04
    11    0.48586E+02    0.10258E-05    0.17933E-03    0.61975E-02    0.22701E-01    0.10258E-05    0.89741E-13    0.36852E-11    0.15098E-09    0.35930E-09    0.17933E-03    0.36852E-11    0.70294E-09    0.24748E-07    0.91502E-07    0.61975E-02    0.15098E-09    0.24748E-07    0.44161E-04    0.56216E-04    0.22701E-01    0.35930E-09    0.91502E-07    0.56216E-04    0.78910E-04
