#    L    TT             EE             TE             PP             TP          
     2    0.47550E+03    0.12836E-09   -0.22952E-04    0.12840E+07    0.46625E+05
     3    0.32249E+03    0.38096E-10    0.10295E-04    0.19239E+07    0.50568E+05
     4    0.23687E+03    0.98252E-11    0.87703E-05    0.24705E+07    0.51258E+05
     5    0.18294E+03    0.31667E-11    0.43337E-05    0.29368E+07    0.50520E+05
     6    0.14623E+03    0.12631E-11    0.39123E-05    0.33349E+07    0.49106E+05
     7    0.11985E+03    0.80855E-12    0.53593E-05    0.36759E+07    0.47380E+05
     8    0.10014E+03    0.82307E-12    0.57366E-05    0.39688E+07    0.45530E+05
     9    0.84966E+02    0.66793E-12    0.44409E-05    0.42215E+07    0.43660E+05
    10    0.72994E+02    0.34379E-12    0.26170E-05    0.44392E+07    0.41816E+05
    11    0.63376E+02    0.12847E-12    0.13944E-05    0.46281E+07    0.40038E+05
    12    0.55651E+02    0.10382E-03   -0.23691E-03    0.47908E+07    0.38327E+05
    13    0.48973E+02    0.13876E-12    0.12204E-05    0.49306E+07    0.36691E+05
    14    0.43454E+02   -0.27194E-04    0.79947E-04    0.50510E+07    0.35136E+05
    15    0.38853E+02    0.15745E-12    0.14508E-05    0.51541E+07    0.33661E+05
    16    0.34851E+02   -0.22586E-04    0.32436E-03    0.52418E+07    0.32262E+05
    17    0.31459E+02    0.79459E-13    0.87188E-06    0.53160E+07    0.30937E+05
    18    0.28054E+02    0.11488E-04   -0.52552E-03    0.53783E+07    0.29683E+05
    19    0.25893E+02    0.35850E-13    0.35991E-06    0.54297E+07    0.28494E+05
    20    0.23649E+02    0.10034E-04   -0.10592E-04    0.54709E+07    0.27365E+05
    21    0.21594E+02    0.30252E-13    0.39870E-06    0.55032E+07    0.26293E+05
    22    0.19850E+02   -0.67106E-05   -0.42575E-04    0.55279E+07    0.25276E+05
    23    0.18213E+02    0.81510E-13    0.68057E-06    0.55455E+07    0.24312E+05
    24    0.16764E+02   -0.45945E-05    0.19343E-03    0.55566E+07    0.23395E+05
    25    0.15508E+02    0.12927E-12    0.80156E-06    0.55618E+07    0.22523E+05
    26    0.14300E+02    0.45677E-05    0.17395E-03    0.55619E+07    0.21694E+05
    27    0.13314E+02    0.10676E-12    0.66085E-06    0.55574E+07    0.20905E+05
    28    0.12343E+02    0.62322E-06   -0.24420E-03    0.55486E+07    0.20153E+05
    29    0.11513E+02    0.56437E-13    0.39438E-06    0.55357E+07    0.19437E+05
    30    0.10802E+02   -0.21393E-05    0.16751E-04    0.55190E+07    0.18752E+05
    31    0.10018E+02    0.31368E-13    0.16527E-06    0.54989E+07    0.18098E+05
    32    0.93331E+01    0.18985E-05    0.16033E-03    0.54760E+07    0.17474E+05
    33    0.87665E+01    0.25415E-13    0.57131E-07    0.54505E+07    0.16878E+05
    34    0.81992E+01    0.58091E-06   -0.27665E-03    0.54227E+07    0.16309E+05
    35    0.77108E+01    0.20469E-13    0.67528E-07    0.53928E+07    0.15764E+05
    36    0.72999E+01   -0.13653E-06    0.46384E-03    0.53609E+07    0.15243E+05
    37    0.68138E+01    0.18488E-13    0.14312E-06    0.53273E+07    0.14744E+05
    38    0.63907E+01    0.41830E-05   -0.55389E-03    0.52921E+07    0.14266E+05
    39    0.60712E+01    0.55145E-05   -0.64607E-03    0.52555E+07    0.13808E+05
    40    0.57045E+01    0.31550E-13    0.25442E-06    0.52177E+07    0.13369E+05
    41    0.54939E+01   -0.10177E-04    0.12921E-02    0.51786E+07    0.12948E+05
    42    0.52011E+01   -0.18179E-04    0.24752E-02    0.51386E+07    0.12544E+05
    43    0.49419E+01   -0.16190E-04    0.26484E-02    0.50975E+07    0.12155E+05
    44    0.45351E+01   -0.11250E-04    0.18019E-02    0.50557E+07    0.11782E+05
    45    0.43192E+01    0.37679E-13    0.24966E-06    0.50132E+07    0.11424E+05
    46    0.41950E+01    0.21386E-04   -0.44408E-02    0.49701E+07    0.11080E+05
    47    0.40203E+01    0.45231E-04   -0.10322E-01    0.49265E+07    0.10748E+05
    48    0.37348E+01    0.68040E-04   -0.13066E-01    0.48824E+07    0.10430E+05
    49    0.34271E+01    0.64032E-04   -0.86922E-02    0.48381E+07    0.10124E+05
    50    0.33340E+01    0.11462E-13    0.11112E-06    0.47935E+07    0.98287E+04
    51    0.32418E+01   -0.15865E-03    0.87114E-02    0.47487E+07    0.95449E+04
    52    0.33626E+01   -0.32573E-03    0.12776E-01    0.47037E+07    0.92715E+04
    53    0.33091E+01   -0.34961E-03    0.92855E-02    0.46587E+07    0.90082E+04
    54    0.29913E+01   -0.23463E-03    0.33016E-02    0.46136E+07    0.87545E+04
    55    0.26163E+01    0.46879E-14    0.28003E-07    0.45685E+07    0.85100E+04
    56    0.23958E+01    0.21343E-03   -0.17291E-02    0.45235E+07    0.82742E+04
    57    0.22638E+01    0.29820E-03   -0.18358E-02    0.44785E+07    0.80467E+04
    58    0.22332E+01    0.26287E-03   -0.12124E-02    0.44336E+07    0.78272E+04
    59    0.21685E+01    0.14575E-03   -0.77348E-03    0.43889E+07    0.76154E+04
    60    0.20826E+01    0.30003E-14    0.25667E-07    0.43442E+07    0.74109E+04
    61    0.22818E+01   -0.80085E-04    0.18113E-02    0.42998E+07    0.72134E+04
    62    0.21654E+01   -0.10301E-03    0.37228E-02    0.42555E+07    0.70225E+04
    63    0.19462E+01   -0.10297E-03    0.47585E-02    0.42114E+07    0.68381E+04
    64    0.19111E+01   -0.62183E-04    0.37191E-02    0.41677E+07    0.66600E+04
    65    0.16786E+01    0.64694E-14    0.49652E-07    0.41242E+07    0.64878E+04
    66    0.15351E+01    0.21984E-04   -0.46037E-02    0.40810E+07    0.63213E+04
    67    0.13193E+01    0.10896E-04   -0.77600E-02    0.40382E+07    0.61604E+04
    68    0.13151E+01    0.13330E-04   -0.83024E-02    0.39957E+07    0.60048E+04
    69    0.12863E+01   -0.58331E-05   -0.49903E-02    0.39535E+07    0.58542E+04
    70    0.13684E+01    0.96572E-14    0.55019E-07    0.39118E+07    0.57086E+04
    71    0.14054E+01    0.25785E-04    0.38996E-02    0.38704E+07    0.55677E+04
    72    0.14142E+01    0.53062E-04    0.55055E-02    0.38294E+07    0.54312E+04
    73    0.13432E+01    0.56304E-04    0.45079E-02    0.37887E+07    0.52991E+04
    74    0.12151E+01    0.32269E-04    0.20827E-02    0.37485E+07    0.51712E+04
    75    0.11270E+01    0.53911E-14    0.41514E-07    0.37086E+07    0.50472E+04
    76    0.10200E+01   -0.30693E-04   -0.95234E-03    0.36691E+07    0.49271E+04
    77    0.95417E+00   -0.57223E-04   -0.10189E-02    0.36300E+07    0.48106E+04
    78    0.98225E+00   -0.41664E-04   -0.21692E-02    0.35913E+07    0.46977E+04
    79    0.93413E+00   -0.27803E-04   -0.11730E-02    0.35531E+07    0.45882E+04
    80    0.93681E+00    0.23440E-14    0.25940E-07    0.35152E+07    0.44821E+04
    81    0.89902E+00    0.27379E-05    0.31531E-03    0.34778E+07    0.43792E+04
    82    0.89631E+00    0.12525E-04    0.24967E-03    0.34408E+07    0.42793E+04
    83    0.86021E+00    0.14258E-04   -0.27075E-03    0.34043E+07    0.41825E+04
    84    0.87082E+00    0.15117E-04    0.16588E-03    0.33682E+07    0.40886E+04
    85    0.78540E+00    0.17814E-14    0.17044E-07    0.33326E+07    0.39975E+04
