#    L    TT             EE             TE             PP             TP          
   145    0.13666E+00    0.11218E-03    0.90586E-03    0.19152E+07    0.13498E+04
   146    0.28607E+00    0.17933E-04    0.91965E-03    0.19017E+07    0.13311E+04
   147    0.21759E+00    0.20080E-04    0.15210E-02    0.18883E+07    0.13127E+04
   148    0.16387E+00   -0.31007E-04    0.76213E-03    0.18751E+07    0.12947E+04
   149    0.20901E+00   -0.62107E-04   -0.33364E-03    0.18621E+07    0.12770E+04
   150    0.13995E+00    0.18752E-15    0.12413E-08    0.18492E+07    0.12597E+04
   151    0.11476E+00    0.77267E-04   -0.16144E-02    0.18364E+07    0.12427E+04
   152   -0.69244E-02    0.80850E-04   -0.38724E-02    0.18238E+07    0.12260E+04
   153   -0.68635E-01    0.14206E-03   -0.46709E-02    0.18114E+07    0.12095E+04
   154   -0.13676E+00    0.24362E-03   -0.63636E-02    0.17990E+07    0.11934E+04
   155   -0.20341E+00    0.36829E-03   -0.83328E-02    0.17869E+07    0.11776E+04
   156   -0.40925E+00    0.49880E-03   -0.10704E-01    0.17748E+07    0.11621E+04
   157   -0.44926E+00    0.61790E-03   -0.12116E-01    0.17630E+07    0.11468E+04
   158   -0.53838E+00    0.78259E-03   -0.13437E-01    0.17512E+07    0.11319E+04
   159   -0.66874E+00    0.82706E-03   -0.14794E-01    0.17396E+07    0.11172E+04
   160   -0.75814E+00    0.88262E-03   -0.14824E-01    0.17281E+07    0.11027E+04
   161   -0.79869E+00    0.10063E-02   -0.15139E-01    0.17167E+07    0.10886E+04
   162   -0.85678E+00    0.10322E-02   -0.15864E-01    0.17054E+07    0.10747E+04
   163   -0.77595E+00    0.10175E-02   -0.15639E-01    0.16943E+07    0.10610E+04
   164   -0.84544E+00    0.10190E-02   -0.16075E-01    0.16833E+07    0.10476E+04
   165   -0.76022E+00    0.94538E-03   -0.15068E-01    0.16724E+07    0.10344E+04
   166   -0.66096E+00    0.92781E-03   -0.14230E-01    0.16617E+07    0.10214E+04
   167   -0.46549E+00    0.72622E-03   -0.14427E-01    0.16510E+07    0.10087E+04
   168   -0.38875E+00    0.69477E-03   -0.13558E-01    0.16405E+07    0.99615E+03
   169   -0.27429E+00    0.51905E-03   -0.11747E-01    0.16300E+07    0.98385E+03
   170   -0.11421E+00    0.40467E-03   -0.10605E-01    0.16197E+07    0.97176E+03
   171   -0.49188E-01    0.33435E-03   -0.80286E-02    0.16094E+07    0.95987E+03
   172    0.29602E-02    0.21656E-03   -0.56291E-02    0.15993E+07    0.94817E+03
   173   -0.24156E-01    0.34034E-04   -0.35315E-02    0.15893E+07    0.93667E+03
   174    0.25926E-01    0.66645E-04   -0.18610E-02    0.15794E+07    0.92535E+03
   175    0.86816E-01    0.00000E+00   -0.41122E-10    0.15695E+07    0.91422E+03
