#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.34108E+03   -0.12734E-04    0.14921E-02   -0.18831E-03    0.96483E-02   -0.12734E-04    0.79722E-10   -0.43019E-10   -0.10654E-08    0.45272E-09    0.14921E-02   -0.43019E-10    0.78378E-08   -0.97351E-09    0.48595E-07   -0.18831E-03   -0.10654E-08   -0.97351E-09    0.25131E-05    0.27772E-05    0.96483E-02    0.45272E-09    0.48595E-07    0.27772E-05    0.38628E-05
     3    0.23832E+03    0.78472E-05    0.98515E-03    0.71989E-03    0.11963E-01    0.78472E-05    0.24439E-10    0.28930E-10   -0.63745E-10    0.61846E-09    0.98515E-03    0.28930E-10    0.47332E-08    0.32475E-08    0.56455E-07    0.71989E-03   -0.63745E-10    0.32475E-08    0.48694E-05    0.55754E-05    0.11963E-01    0.61846E-09    0.56455E-07    0.55754E-05    0.77028E-05
     4    0.17875E+03    0.63861E-05    0.71549E-03    0.16152E-02    0.14057E-01    0.63861E-05    0.65331E-11    0.23462E-10    0.47893E-09    0.80800E-09    0.71549E-03    0.23462E-10    0.32502E-08    0.70000E-08    0.63618E-07    0.16152E-02    0.47893E-09    0.70000E-08    0.79105E-05    0.92817E-05    0.14057E-01    0.80800E-09    0.63618E-07    0.92817E-05    0.12811E-04
     5    0.14030E+03    0.32183E-05    0.54955E-03    0.24867E-02    0.15968E-01    0.32183E-05    0.21836E-11    0.12004E-10    0.43582E-09    0.57303E-09    0.54955E-03    0.12004E-10    0.24001E-08    0.10492E-07    0.70113E-07    0.24867E-02    0.43582E-09    0.10492E-07    0.11614E-04    0.13885E-04    0.15968E-01    0.57303E-09    0.70113E-07    0.13885E-04    0.19188E-04
     6    0.11363E+03    0.29848E-05    0.43798E-03    0.33148E-02    0.17695E-01    0.29848E-05    0.89707E-12    0.10552E-10    0.52767E-10    0.35262E-09    0.43798E-03    0.10552E-10    0.18570E-08    0.13738E-07    0.75907E-07    0.33148E-02    0.52767E-10    0.13738E-07    0.15960E-04    0.19369E-04    0.17695E-01    0.35262E-09    0.75907E-07    0.19369E-04    0.26820E-04
     7    0.94179E+02    0.41008E-05    0.35843E-03    0.40872E-02    0.19248E-01    0.41008E-05    0.59582E-12    0.14239E-10    0.39071E-09    0.11865E-08    0.35843E-03    0.14239E-10    0.14849E-08    0.16735E-07    0.81062E-07    0.40872E-02    0.39071E-09    0.16735E-07    0.20933E-04    0.25723E-04    0.19248E-01    0.11865E-08    0.81062E-07    0.25723E-04    0.35703E-04
     8    0.79456E+02    0.43926E-05    0.29929E-03    0.48057E-02    0.20650E-01    0.43926E-05    0.61825E-12    0.15560E-10    0.12635E-08    0.23096E-08    0.29929E-03    0.15560E-10    0.12167E-08    0.19503E-07    0.85663E-07    0.48057E-02    0.12635E-08    0.19503E-07    0.26514E-04    0.32931E-04    0.20650E-01    0.23096E-08    0.85663E-07    0.32931E-04    0.45828E-04
     9    0.67996E+02    0.34112E-05    0.25393E-03    0.54774E-02    0.21922E-01    0.34112E-05    0.50349E-12    0.12390E-10    0.15530E-08    0.23754E-08    0.25393E-03    0.12390E-10    0.10162E-08    0.22078E-07    0.89803E-07    0.54774E-02    0.15530E-08    0.22078E-07    0.32699E-04    0.40994E-04    0.21922E-01    0.23754E-08    0.89803E-07    0.40994E-04    0.57205E-04
    10    0.58863E+02    0.20246E-05    0.21821E-03    0.61039E-02    0.23071E-01    0.20246E-05    0.25897E-12    0.74609E-11    0.96278E-09    0.13905E-08    0.21821E-03    0.74609E-11    0.86180E-09    0.24472E-07    0.93517E-07    0.61039E-02    0.96278E-09    0.24472E-07    0.39476E-04    0.49903E-04    0.23071E-01    0.13905E-08    0.93517E-07    0.49903E-04    0.69826E-04
    11    0.51461E+02    0.10964E-05    0.18956E-03    0.66923E-02    0.24119E-01    0.10964E-05    0.97008E-13    0.39383E-11    0.16592E-09    0.38787E-09    0.18956E-03    0.39383E-11    0.74023E-09    0.26713E-07    0.96884E-07    0.66923E-02    0.16592E-09    0.26713E-07    0.46845E-04    0.59664E-04    0.24119E-01    0.38787E-09    0.96884E-07    0.59664E-04    0.83704E-04
