#    L    TT             EE             TE             PP             TP          
     2    0.32881E+03    0.76987E-10   -0.12111E-04    0.94866E+06    0.32924E+05
     3    0.23053E+03    0.23676E-10    0.77407E-05    0.14538E+07    0.36799E+05
     4    0.17331E+03    0.63658E-11    0.64339E-05    0.18965E+07    0.38097E+05
     5    0.13629E+03    0.21678E-11    0.31803E-05    0.22828E+07    0.38169E+05
     6    0.11056E+03    0.89762E-12    0.26494E-05    0.26193E+07    0.37604E+05
     7    0.91763E+02    0.55445E-12    0.36898E-05    0.29133E+07    0.36701E+05
     8    0.77513E+02    0.58383E-12    0.42225E-05    0.31707E+07    0.35622E+05
     9    0.66409E+02    0.52723E-12    0.35351E-05    0.33968E+07    0.34463E+05
    10    0.57550E+02    0.30674E-12    0.22598E-05    0.35955E+07    0.33273E+05
    11    0.50362E+02    0.11732E-12    0.12477E-05    0.37711E+07    0.32090E+05
    12    0.44575E+02    0.10382E-03   -0.23711E-03    0.39255E+07    0.30925E+05
    13    0.39461E+02    0.83973E-13    0.89223E-06    0.40611E+07    0.29788E+05
    14    0.35224E+02   -0.27194E-04    0.79583E-04    0.41806E+07    0.28691E+05
    15    0.31684E+02    0.12474E-12    0.11502E-05    0.42857E+07    0.27635E+05
    16    0.28570E+02   -0.22586E-04    0.32418E-03    0.43777E+07    0.26622E+05
    17    0.25928E+02    0.77853E-13    0.81864E-06    0.44581E+07    0.25651E+05
    18    0.23159E+02    0.11488E-04   -0.52551E-03    0.45283E+07    0.24724E+05
    19    0.21544E+02    0.38853E-13    0.37523E-06    0.45889E+07    0.23837E+05
    20    0.19771E+02    0.10034E-04   -0.10619E-04    0.46406E+07    0.22987E+05
    21    0.18123E+02    0.24971E-13    0.31147E-06    0.46845E+07    0.22175E+05
    22    0.16735E+02   -0.67106E-05   -0.42712E-04    0.47214E+07    0.21399E+05
    23    0.15408E+02    0.56122E-13    0.51981E-06    0.47520E+07    0.20658E+05
    24    0.14232E+02   -0.45945E-05    0.19327E-03    0.47765E+07    0.19950E+05
    25    0.13216E+02    0.10630E-12    0.68229E-06    0.47958E+07    0.19272E+05
    26    0.12222E+02    0.45677E-05    0.17388E-03    0.48101E+07    0.18624E+05
    27    0.11425E+02    0.10590E-12    0.64185E-06    0.48201E+07    0.18005E+05
    28    0.10624E+02    0.62322E-06   -0.24418E-03    0.48261E+07    0.17412E+05
    29    0.99446E+01    0.63821E-13    0.44994E-06    0.48282E+07    0.16844E+05
    30    0.93688E+01   -0.21393E-05    0.16821E-04    0.48265E+07    0.16299E+05
    31    0.87063E+01    0.32112E-13    0.23218E-06    0.48215E+07    0.15776E+05
    32    0.81312E+01    0.18985E-05    0.16038E-03    0.48138E+07    0.15275E+05
    33    0.76635E+01    0.22625E-13    0.80170E-07    0.48035E+07    0.14795E+05
    34    0.71857E+01    0.58091E-06   -0.27666E-03    0.47907E+07    0.14334E+05
    35    0.67785E+01    0.18869E-13    0.22556E-07    0.47758E+07    0.13892E+05
    36    0.64412E+01   -0.13653E-06    0.46376E-03    0.47588E+07    0.13467E+05
    37    0.60221E+01    0.13636E-13    0.38928E-07    0.47399E+07    0.13060E+05
    38    0.56600E+01    0.41830E-05   -0.55401E-03    0.47194E+07    0.12668E+05
    39    0.53962E+01    0.55145E-05   -0.64621E-03    0.46974E+07    0.12291E+05
    40    0.50805E+01    0.11216E-13    0.11332E-06    0.46738E+07    0.11929E+05
    41    0.49165E+01   -0.10177E-04    0.12920E-02    0.46490E+07    0.11580E+05
    42    0.46664E+01   -0.18179E-04    0.24751E-02    0.46229E+07    0.11244E+05
    43    0.44465E+01   -0.16190E-04    0.26482E-02    0.45957E+07    0.10921E+05
    44    0.40757E+01   -0.11250E-04    0.18017E-02    0.45675E+07    0.10610E+05
    45    0.38929E+01    0.15763E-13    0.15599E-06    0.45384E+07    0.10310E+05
    46    0.37992E+01    0.21386E-04   -0.44409E-02    0.45086E+07    0.10021E+05
    47    0.36526E+01    0.45231E-04   -0.10322E-01    0.44780E+07    0.97425E+04
    48    0.33931E+01    0.68040E-04   -0.13066E-01    0.44468E+07    0.94739E+04
    49    0.31093E+01    0.64032E-04   -0.86922E-02    0.44151E+07    0.92149E+04
    50    0.30383E+01    0.91415E-14    0.86119E-07    0.43828E+07    0.89650E+04
    51    0.29666E+01   -0.15865E-03    0.87114E-02    0.43502E+07    0.87239E+04
    52    0.31064E+01   -0.32573E-03    0.12776E-01    0.43171E+07    0.84911E+04
    53    0.30705E+01   -0.34961E-03    0.92855E-02    0.42838E+07    0.82663E+04
    54    0.27690E+01   -0.23463E-03    0.33016E-02    0.42501E+07    0.80493E+04
    55    0.24091E+01    0.44536E-14    0.27459E-07    0.42162E+07    0.78396E+04
    56    0.22027E+01    0.21343E-03   -0.17291E-02    0.41822E+07    0.76369E+04
    57    0.20837E+01    0.29820E-03   -0.18358E-02    0.41479E+07    0.74410E+04
    58    0.20653E+01    0.26287E-03   -0.12124E-02    0.41135E+07    0.72515E+04
    59    0.20118E+01    0.14575E-03   -0.77348E-03    0.40790E+07    0.70682E+04
    60    0.19364E+01    0.29300E-14    0.24033E-07    0.40444E+07    0.68909E+04
    61    0.21453E+01   -0.80085E-04    0.18113E-02    0.40097E+07    0.67192E+04
    62    0.20381E+01   -0.10301E-03    0.37228E-02    0.39751E+07    0.65530E+04
    63    0.18274E+01   -0.10297E-03    0.47585E-02    0.39404E+07    0.63922E+04
    64    0.18002E+01   -0.62183E-04    0.37191E-02    0.39058E+07    0.62364E+04
    65    0.15751E+01    0.52505E-14    0.43785E-07    0.38712E+07    0.60856E+04
    66    0.14385E+01    0.21984E-04   -0.46037E-02    0.38368E+07    0.59395E+04
    67    0.12292E+01    0.10896E-04   -0.77600E-02    0.38026E+07    0.57981E+04
    68    0.12310E+01    0.13330E-04   -0.83024E-02    0.37685E+07    0.56610E+04
    69    0.12079E+01   -0.58331E-05   -0.49903E-02    0.37346E+07    0.55283E+04
    70    0.12953E+01    0.83914E-14    0.52871E-07    0.37008E+07    0.53996E+04
    71    0.13373E+01    0.25785E-04    0.38996E-02    0.36673E+07    0.52749E+04
    72    0.13507E+01    0.53062E-04    0.55055E-02    0.36340E+07    0.51540E+04
    73    0.12840E+01    0.56304E-04    0.45079E-02    0.36010E+07    0.50367E+04
    74    0.11600E+01    0.32269E-04    0.20827E-02    0.35681E+07    0.49230E+04
    75    0.10758E+01    0.60006E-14    0.42411E-07    0.35355E+07    0.48126E+04
    76    0.97236E+00   -0.30693E-04   -0.95234E-03    0.35031E+07    0.47054E+04
    77    0.90989E+00   -0.57223E-04   -0.10189E-02    0.34709E+07    0.46014E+04
    78    0.94113E+00   -0.41664E-04   -0.21692E-02    0.34390E+07    0.45004E+04
    79    0.89597E+00   -0.27803E-04   -0.11730E-02    0.34074E+07    0.44023E+04
    80    0.90143E+00    0.26253E-14    0.26480E-07    0.33760E+07    0.43070E+04
    81    0.86626E+00    0.27379E-05    0.31531E-03    0.33450E+07    0.42145E+04
    82    0.86600E+00    0.12525E-04    0.24967E-03    0.33142E+07    0.41247E+04
    83    0.83220E+00    0.14258E-04   -0.27075E-03    0.32837E+07    0.40374E+04
    84    0.84497E+00    0.15117E-04    0.16588E-03    0.32536E+07    0.39526E+04
    85    0.76157E+00    0.17814E-14    0.16226E-07    0.32238E+07    0.38702E+04
    86    0.66138E+00   -0.80104E-05   -0.13641E-03    0.31943E+07    0.37902E+04
    87    0.76940E+00   -0.26216E-04    0.24021E-03    0.31651E+07    0.37123E+04
    88    0.64134E+00   -0.26302E-04    0.83362E-03    0.31363E+07    0.36367E+04
    89    0.65005E+00   -0.96688E-05   -0.13813E-03    0.31077E+07    0.35631E+04
    90    0.64836E+00    0.13126E-14    0.12323E-07    0.30796E+07    0.34915E+04
    91    0.56378E+00    0.88892E-05    0.16983E-03    0.30517E+07    0.34218E+04
    92    0.54814E+00    0.16379E-04    0.62229E-03    0.30242E+07    0.33540E+04
    93    0.60505E+00    0.29435E-04    0.82642E-03    0.29970E+07    0.32879E+04
    94    0.51530E+00    0.25308E-04    0.17369E-02    0.29701E+07    0.32237E+04
    95    0.50535E+00    0.18391E-04    0.20800E-02    0.29436E+07    0.31611E+04
