#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32877E+03   -0.11765E-04    0.14410E-02   -0.20668E-03    0.93020E-02   -0.11765E-04    0.74601E-10   -0.39548E-10   -0.10104E-08    0.42645E-09    0.14410E-02   -0.39548E-10    0.75948E-08   -0.10358E-08    0.47016E-07   -0.20668E-03   -0.10104E-08   -0.10358E-08    0.24463E-05    0.27059E-05    0.93020E-02    0.42645E-09    0.47016E-07    0.27059E-05    0.37606E-05
     3    0.23047E+03    0.74980E-05    0.95414E-03    0.67110E-03    0.11565E-01    0.74980E-05    0.22958E-10    0.27636E-10   -0.51613E-10    0.60452E-09    0.95414E-03    0.27636E-10    0.45949E-08    0.30459E-08    0.54720E-07    0.67110E-03   -0.51613E-10    0.30459E-08    0.47423E-05    0.54326E-05    0.11565E-01    0.60452E-09    0.54720E-07    0.54326E-05    0.75015E-05
     4    0.17324E+03    0.59860E-05    0.69431E-03    0.15384E-02    0.13616E-01    0.59860E-05    0.61532E-11    0.22035E-10    0.47431E-09    0.77513E-09    0.69431E-03    0.22035E-10    0.31593E-08    0.66819E-08    0.61738E-07    0.15384E-02    0.47431E-09    0.66819E-08    0.77072E-05    0.90453E-05    0.13616E-01    0.77513E-09    0.61738E-07    0.90453E-05    0.12480E-04
     5    0.13621E+03    0.30964E-05    0.53406E-03    0.23843E-02    0.15490E-01    0.30964E-05    0.20448E-11    0.11535E-10    0.38400E-09    0.51251E-09    0.53406E-03    0.11535E-10    0.23353E-08    0.10072E-07    0.68103E-07    0.23843E-02    0.38400E-09    0.10072E-07    0.11319E-04    0.13534E-04    0.15490E-01    0.51251E-09    0.68103E-07    0.13534E-04    0.18697E-04
     6    0.11047E+03    0.30746E-05    0.42612E-03    0.31896E-02    0.17184E-01    0.30746E-05    0.84574E-12    0.10824E-10    0.38253E-10    0.37571E-09    0.42612E-03    0.10824E-10    0.18083E-08    0.13230E-07    0.73786E-07    0.31896E-02    0.38253E-10    0.13230E-07    0.15560E-04    0.18883E-04    0.17184E-01    0.37571E-09    0.73786E-07    0.18883E-04    0.26141E-04
     7    0.91664E+02    0.41495E-05    0.34906E-03    0.39422E-02    0.18710E-01    0.41495E-05    0.59359E-12    0.14416E-10    0.44490E-09    0.12646E-08    0.34906E-03    0.14416E-10    0.14468E-08    0.16150E-07    0.78845E-07    0.39422E-02    0.44490E-09    0.16150E-07    0.20414E-04    0.25083E-04    0.18710E-01    0.12646E-08    0.78845E-07    0.25083E-04    0.34808E-04
     8    0.77407E+02    0.42470E-05    0.29170E-03    0.46434E-02    0.20089E-01    0.42470E-05    0.60467E-12    0.15075E-10    0.12749E-08    0.22793E-08    0.29170E-03    0.15075E-10    0.11862E-08    0.18851E-07    0.83365E-07    0.46434E-02    0.12749E-08    0.18851E-07    0.25865E-04    0.32120E-04    0.20089E-01    0.22793E-08    0.83365E-07    0.32120E-04    0.44692E-04
     9    0.66297E+02    0.31340E-05    0.24766E-03    0.52999E-02    0.21340E-01    0.31340E-05    0.45946E-12    0.11409E-10    0.14472E-08    0.21868E-08    0.24766E-03    0.11409E-10    0.99121E-09    0.21369E-07    0.87435E-07    0.52999E-02    0.14472E-08    0.21369E-07    0.31907E-04    0.39995E-04    0.21340E-01    0.21868E-08    0.87435E-07    0.39995E-04    0.55802E-04
    10    0.57433E+02    0.17720E-05    0.21295E-03    0.59132E-02    0.22473E-01    0.17720E-05    0.22063E-12    0.65243E-11    0.80187E-09    0.11647E-08    0.21295E-03    0.65243E-11    0.84094E-09    0.23712E-07    0.91090E-07    0.59132E-02    0.80187E-09    0.23712E-07    0.38530E-04    0.48699E-04    0.22473E-01    0.11647E-08    0.91090E-07    0.48699E-04    0.68131E-04
    11    0.50241E+02    0.96446E-06    0.18508E-03    0.64900E-02    0.23506E-01    0.96446E-06    0.89051E-13    0.34121E-11    0.57677E-10    0.26547E-09    0.18508E-03    0.34121E-11    0.72257E-09    0.25910E-07    0.94405E-07    0.64900E-02    0.57677E-10    0.25910E-07    0.45735E-04    0.58239E-04    0.23506E-01    0.26547E-09    0.94405E-07    0.58239E-04    0.81694E-04
    12    0.44452E+02   -0.23714E-03    0.16226E-03    0.70309E-02    0.24442E-01   -0.23714E-03    0.10382E-03    0.27235E-11   -0.12972E-09    0.21182E-09    0.16226E-03    0.27235E-11    0.62722E-09    0.27966E-07    0.97390E-07    0.70309E-02   -0.12972E-09    0.27966E-07    0.53515E-04    0.68610E-04    0.24442E-01    0.21182E-09    0.97390E-07    0.68610E-04    0.96488E-04
    13    0.39335E+02    0.10079E-05    0.14337E-03    0.75387E-02    0.25291E-01    0.10079E-05    0.12169E-12    0.33008E-11    0.17081E-09    0.77101E-09    0.14337E-03    0.33008E-11    0.54946E-09    0.29893E-07    0.10008E-06    0.75387E-02    0.17081E-09    0.29893E-07    0.61869E-04    0.79814E-04    0.25291E-01    0.77101E-09    0.10008E-06    0.79814E-04    0.11252E-03
    14    0.35096E+02    0.79676E-04    0.12751E-03    0.80170E-02    0.26063E-01    0.79676E-04   -0.27194E-04    0.38498E-11    0.69396E-09    0.14929E-08    0.12751E-03    0.38498E-11    0.48497E-09    0.31705E-07    0.10252E-06    0.80170E-02    0.69396E-09    0.31705E-07    0.70797E-04    0.91854E-04    0.26063E-01    0.14929E-08    0.10252E-06    0.91854E-04    0.12979E-03
    15    0.31554E+02    0.11236E-05    0.11406E-03    0.84677E-02    0.26766E-01    0.11236E-05    0.11723E-12    0.38631E-11    0.11003E-08    0.19479E-08    0.11406E-03    0.38631E-11    0.43096E-09    0.33411E-07    0.10474E-06    0.84677E-02    0.11003E-08    0.33411E-07    0.80299E-04    0.10473E-03    0.26766E-01    0.19479E-08    0.10474E-06    0.10473E-03    0.14832E-03
    16    0.28440E+02    0.32404E-03    0.10255E-03    0.88928E-02    0.27404E-01    0.32404E-03   -0.22586E-04    0.31731E-11    0.11245E-08    0.18360E-08    0.10255E-03    0.31731E-11    0.38519E-09    0.35019E-07    0.10675E-06    0.88928E-02    0.11245E-08    0.35019E-07    0.90374E-04    0.11845E-03    0.27404E-01    0.18360E-08    0.10675E-06    0.11845E-03    0.16809E-03
