#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    31    0.74596E+01    0.11874E-06    0.26322E-04    0.10673E-01    0.27196E-01    0.11874E-06    0.21169E-13    0.39116E-12    0.39597E-09    0.71070E-09    0.26322E-04    0.39116E-12    0.95540E-10    0.41492E-07    0.10339E-06    0.10673E-01    0.39597E-09    0.41492E-07    0.25732E-03    0.35254E-03    0.27196E-01    0.71070E-09    0.10339E-06    0.35254E-03    0.51225E-03
    32    0.69772E+01    0.16030E-03    0.24716E-04    0.10843E-01    0.27337E-01    0.16030E-03    0.18985E-05    0.21799E-12    0.12816E-09    0.28972E-09    0.24716E-04    0.21799E-12    0.89595E-10    0.42138E-07    0.10385E-06    0.10843E-01    0.12816E-09    0.42138E-07    0.27368E-03    0.37567E-03    0.27337E-01    0.28972E-09    0.10385E-06    0.37567E-03    0.54624E-03
    33    0.65936E+01    0.44517E-07    0.23237E-04    0.11004E-01    0.27462E-01    0.44517E-07    0.17175E-13    0.12730E-12    0.38879E-12    0.79757E-10    0.23237E-04    0.12730E-12    0.84141E-10    0.42751E-07    0.10424E-06    0.11004E-01    0.38879E-12    0.42751E-07    0.29053E-03    0.39950E-03    0.27462E-01    0.79757E-10    0.10424E-06    0.39950E-03    0.58126E-03
    34    0.61923E+01   -0.27666E-03    0.21874E-04    0.11157E-01    0.27571E-01   -0.27666E-03    0.58091E-06    0.11465E-12    0.21218E-10    0.95826E-10    0.21874E-04    0.11465E-12    0.79122E-10    0.43330E-07    0.10459E-06    0.11157E-01    0.21218E-10    0.43330E-07    0.30784E-03    0.42404E-03    0.27571E-01    0.95826E-10    0.10459E-06    0.42404E-03    0.61732E-03
    35    0.58548E+01    0.51580E-07    0.20614E-04    0.11300E-01    0.27665E-01    0.51580E-07    0.14011E-13    0.16388E-12    0.17978E-09    0.32217E-09    0.20614E-04    0.16388E-12    0.74497E-10    0.43878E-07    0.10489E-06    0.11300E-01    0.17978E-09    0.43878E-07    0.32561E-03    0.44926E-03    0.27665E-01    0.32217E-09    0.10489E-06    0.44926E-03    0.65439E-03
    36    0.55812E+01    0.46381E-03    0.19448E-04    0.11436E-01    0.27745E-01    0.46381E-03   -0.13653E-06    0.25560E-12    0.45784E-09    0.73127E-09    0.19448E-04    0.25560E-12    0.70226E-10    0.44394E-07    0.10515E-06    0.11436E-01    0.45784E-09    0.44394E-07    0.34384E-03    0.47514E-03    0.27745E-01    0.73127E-09    0.10515E-06    0.47514E-03    0.69245E-03
    37    0.52204E+01    0.10494E-06    0.18368E-04    0.11563E-01    0.27812E-01    0.10494E-06    0.12921E-13    0.36908E-12    0.82720E-09    0.12793E-08    0.18368E-04    0.36908E-12    0.66275E-10    0.44878E-07    0.10536E-06    0.11563E-01    0.82720E-09    0.44878E-07    0.36251E-03    0.50168E-03    0.27812E-01    0.12793E-08    0.10536E-06    0.50168E-03    0.73147E-03
    38    0.49116E+01   -0.55394E-03    0.17364E-04    0.11682E-01    0.27866E-01   -0.55394E-03    0.41830E-05    0.48490E-12    0.12534E-08    0.19133E-08    0.17364E-04    0.48490E-12    0.62614E-10    0.45332E-07    0.10552E-06    0.11682E-01    0.12534E-08    0.45332E-07    0.38161E-03    0.52885E-03    0.27866E-01    0.19133E-08    0.10552E-06    0.52885E-03    0.77143E-03
    39    0.46968E+01   -0.64613E-03    0.16432E-04    0.11793E-01    0.27907E-01   -0.64613E-03    0.55145E-05    0.59024E-12    0.16869E-08    0.25594E-08    0.16432E-04    0.59024E-12    0.59217E-10    0.45755E-07    0.10564E-06    0.11793E-01    0.16869E-08    0.45755E-07    0.40113E-03    0.55664E-03    0.27907E-01    0.25594E-08    0.10564E-06    0.55664E-03    0.81229E-03
    40    0.44262E+01    0.18537E-06    0.15563E-04    0.11897E-01    0.27936E-01    0.18537E-06    0.22490E-13    0.67389E-12    0.20743E-08    0.31386E-08    0.15563E-04    0.67389E-12    0.56058E-10    0.46148E-07    0.10572E-06    0.11897E-01    0.20743E-08    0.46148E-07    0.42105E-03    0.58503E-03    0.27936E-01    0.31386E-08    0.10572E-06    0.58503E-03    0.85404E-03
    41    0.43037E+01    0.12921E-02    0.14753E-04    0.11992E-01    0.27953E-01    0.12921E-02   -0.10177E-04    0.72708E-12    0.23709E-08    0.35846E-08    0.14753E-04    0.72708E-12    0.53115E-10    0.46512E-07    0.10576E-06    0.11992E-01    0.23709E-08    0.46512E-07    0.44137E-03    0.61399E-03    0.27953E-01    0.35846E-08    0.10576E-06    0.61399E-03    0.89663E-03
    42    0.40920E+01    0.24751E-02    0.13996E-04    0.12080E-01    0.27960E-01    0.24751E-02   -0.18179E-04    0.75063E-12    0.25660E-08    0.38814E-08    0.13996E-04    0.75063E-12    0.50372E-10    0.46847E-07    0.10577E-06    0.12080E-01    0.25660E-08    0.46847E-07    0.46206E-03    0.64351E-03    0.27960E-01    0.38814E-08    0.10577E-06    0.64351E-03    0.94006E-03
    43    0.39074E+01    0.26483E-02    0.13290E-04    0.12161E-01    0.27955E-01    0.26483E-02   -0.16190E-04    0.74779E-12    0.26577E-08    0.40257E-08    0.13290E-04    0.74779E-12    0.47812E-10    0.47155E-07    0.10573E-06    0.12161E-01    0.26577E-08    0.47155E-07    0.48312E-03    0.67358E-03    0.27955E-01    0.40257E-08    0.10573E-06    0.67358E-03    0.98428E-03
    44    0.35692E+01    0.18018E-02    0.12629E-04    0.12235E-01    0.27941E-01    0.18018E-02   -0.11250E-04    0.72179E-12    0.26437E-08    0.40141E-08    0.12629E-04    0.72179E-12    0.45421E-10    0.47436E-07    0.10566E-06    0.12235E-01    0.26437E-08    0.47436E-07    0.50453E-03    0.70418E-03    0.27941E-01    0.40141E-08    0.10566E-06    0.70418E-03    0.10293E-02
    45    0.34167E+01    0.18452E-06    0.12010E-04    0.12302E-01    0.27917E-01    0.18452E-06    0.27366E-13    0.67586E-12    0.25220E-08    0.38434E-08    0.12010E-04    0.67586E-12    0.43184E-10    0.47692E-07    0.10556E-06    0.12302E-01    0.25220E-08    0.47692E-07    0.52630E-03    0.73529E-03    0.27917E-01    0.38434E-08    0.10556E-06    0.73529E-03    0.10751E-02
    46    0.33511E+01   -0.44409E-02    0.11429E-04    0.12363E-01    0.27885E-01   -0.44409E-02    0.21386E-04    0.61360E-12    0.22954E-08    0.35173E-08    0.11429E-04    0.61360E-12    0.41087E-10    0.47923E-07    0.10543E-06    0.12363E-01    0.22954E-08    0.47923E-07    0.54841E-03    0.76690E-03    0.27885E-01    0.35173E-08    0.10543E-06    0.76690E-03    0.11216E-02
    47    0.32305E+01   -0.10322E-01    0.10884E-04    0.12417E-01    0.27844E-01   -0.10322E-01    0.45231E-04    0.54002E-12    0.19856E-08    0.30680E-08    0.10884E-04    0.54002E-12    0.39120E-10    0.48131E-07    0.10527E-06    0.12417E-01    0.19856E-08    0.48131E-07    0.57084E-03    0.79900E-03    0.27844E-01    0.30680E-08    0.10527E-06    0.79900E-03    0.11688E-02
    48    0.29952E+01   -0.13066E-01    0.10372E-04    0.12466E-01    0.27796E-01   -0.13066E-01    0.68040E-04    0.46052E-12    0.16194E-08    0.25348E-08    0.10372E-04    0.46052E-12    0.37274E-10    0.48316E-07    0.10508E-06    0.12466E-01    0.16194E-08    0.48316E-07    0.59359E-03    0.83156E-03    0.27796E-01    0.25348E-08    0.10508E-06    0.83156E-03    0.12167E-02
    49    0.27339E+01   -0.86922E-02    0.98906E-05    0.12509E-01    0.27741E-01   -0.86922E-02    0.64032E-04    0.38046E-12    0.12235E-08    0.19571E-08    0.98906E-05    0.38046E-12    0.35539E-10    0.48480E-07    0.10487E-06    0.12509E-01    0.12235E-08    0.48480E-07    0.61665E-03    0.86459E-03    0.27741E-01    0.19571E-08    0.10487E-06    0.86459E-03    0.12652E-02
    50    0.26839E+01    0.84032E-07    0.94376E-05    0.12547E-01    0.27680E-01    0.84032E-07    0.84852E-14    0.30523E-12    0.82435E-09    0.13743E-08    0.94376E-05    0.30523E-12    0.33909E-10    0.48625E-07    0.10463E-06    0.12547E-01    0.82435E-09    0.48625E-07    0.64002E-03    0.89806E-03    0.27680E-01    0.13743E-08    0.10463E-06    0.89806E-03    0.13145E-02
    51    0.26317E+01    0.87114E-02    0.90107E-05    0.12580E-01    0.27613E-01    0.87114E-02   -0.15865E-03    0.23930E-12    0.44692E-09    0.82279E-09    0.90107E-05    0.23930E-12    0.32372E-10    0.48751E-07    0.10438E-06    0.12580E-01    0.44692E-09    0.48751E-07    0.66367E-03    0.93196E-03    0.27613E-01    0.82279E-09    0.10438E-06    0.93196E-03    0.13643E-02
    52    0.27898E+01    0.12776E-01    0.86082E-05    0.12609E-01    0.27540E-01    0.12776E-01   -0.32573E-03    0.18358E-12    0.10856E-09    0.32765E-09    0.86082E-05    0.18358E-12    0.30925E-10    0.48858E-07    0.10410E-06    0.12609E-01    0.10856E-09    0.48858E-07    0.68759E-03    0.96626E-03    0.27540E-01    0.32765E-09    0.10410E-06    0.96626E-03    0.14148E-02
    53    0.27709E+01    0.92855E-02    0.82285E-05    0.12633E-01    0.27461E-01    0.92855E-02   -0.34961E-03    0.13805E-12   -0.17517E-09   -0.88939E-10    0.82285E-05    0.13805E-12    0.29560E-10    0.48949E-07    0.10380E-06    0.12633E-01   -0.17517E-09    0.48949E-07    0.71177E-03    0.10009E-02    0.27461E-01   -0.88939E-10    0.10380E-06    0.10009E-02    0.14658E-02
    54    0.24853E+01    0.33016E-02    0.78701E-05    0.12652E-01    0.27378E-01    0.33016E-02   -0.23463E-03    0.10270E-12   -0.38871E-09   -0.40477E-09    0.78701E-05    0.10270E-12    0.28272E-10    0.49022E-07    0.10349E-06    0.12652E-01   -0.38871E-09    0.49022E-07    0.73620E-03    0.10360E-02    0.27378E-01   -0.40477E-09    0.10349E-06    0.10360E-02    0.15174E-02
    55    0.21403E+01    0.22365E-07    0.75315E-05    0.12668E-01    0.27290E-01    0.22365E-07    0.35628E-14    0.77536E-13   -0.51650E-09   -0.59765E-09    0.75315E-05    0.77536E-13    0.27056E-10    0.49079E-07    0.10316E-06    0.12668E-01   -0.51650E-09    0.49079E-07    0.76084E-03    0.10714E-02    0.27290E-01   -0.59765E-09    0.10316E-06    0.10714E-02    0.15694E-02
    56    0.19478E+01   -0.17291E-02    0.72111E-05    0.12679E-01    0.27197E-01   -0.17291E-02    0.21343E-03    0.62302E-13   -0.54726E-09   -0.65144E-09    0.72111E-05    0.62302E-13    0.25906E-10    0.49119E-07    0.10281E-06    0.12679E-01   -0.54726E-09    0.49119E-07    0.78570E-03    0.11071E-02    0.27197E-01   -0.65144E-09    0.10281E-06    0.11071E-02    0.16219E-02
    57    0.18419E+01   -0.18358E-02    0.69078E-05    0.12686E-01    0.27100E-01   -0.18358E-02    0.29820E-03    0.55772E-13   -0.48673E-09   -0.57423E-09    0.69078E-05    0.55772E-13    0.24817E-10    0.49144E-07    0.10244E-06    0.12686E-01   -0.48673E-09    0.49144E-07    0.81074E-03    0.11430E-02    0.27100E-01   -0.57423E-09    0.10244E-06    0.11430E-02    0.16749E-02
    58    0.18358E+01   -0.12124E-02    0.66207E-05    0.12688E-01    0.26998E-01   -0.12124E-02    0.26287E-03    0.56476E-13   -0.34493E-09   -0.38016E-09    0.66207E-05    0.56476E-13    0.23787E-10    0.49153E-07    0.10206E-06    0.12688E-01   -0.34493E-09    0.49153E-07    0.83595E-03    0.11793E-02    0.26998E-01   -0.38016E-09    0.10206E-06    0.11793E-02    0.17282E-02
    59    0.17939E+01   -0.77348E-03    0.63486E-05    0.12687E-01    0.26892E-01   -0.77348E-03    0.14575E-03    0.62946E-13   -0.13186E-09   -0.83365E-10    0.63486E-05    0.62946E-13    0.22810E-10    0.49146E-07    0.10166E-06    0.12687E-01   -0.13186E-09    0.49146E-07    0.86129E-03    0.12157E-02    0.26892E-01   -0.83365E-10    0.10166E-06    0.12157E-02    0.17818E-02
    60    0.17293E+01    0.20602E-07    0.60906E-05    0.12681E-01    0.26781E-01    0.20602E-07    0.23205E-14    0.73710E-13    0.14248E-09    0.30200E-09    0.60906E-05    0.73710E-13    0.21885E-10    0.49123E-07    0.10125E-06    0.12681E-01    0.14248E-09    0.49123E-07    0.88676E-03    0.12523E-02    0.26781E-01    0.30200E-09    0.10125E-06    0.12523E-02    0.18357E-02
    61    0.19484E+01    0.18113E-02    0.58456E-05    0.12672E-01    0.26665E-01    0.18113E-02   -0.80085E-04    0.87342E-13    0.46630E-09    0.75928E-09    0.58456E-05    0.87342E-13    0.21006E-10    0.49084E-07    0.10082E-06    0.12672E-01    0.46630E-09    0.49084E-07    0.91232E-03    0.12891E-02    0.26665E-01    0.75928E-09    0.10082E-06    0.12891E-02    0.18898E-02
    62    0.18507E+01    0.37228E-02    0.56130E-05    0.12658E-01    0.26545E-01    0.37228E-02   -0.10301E-03    0.10258E-12    0.82080E-09    0.12617E-08    0.56130E-05    0.10258E-12    0.20171E-10    0.49029E-07    0.10037E-06    0.12658E-01    0.82080E-09    0.49029E-07    0.93794E-03    0.13259E-02    0.26545E-01    0.12617E-08    0.10037E-06    0.13259E-02    0.19441E-02
    63    0.16491E+01    0.47585E-02    0.53920E-05    0.12640E-01    0.26421E-01    0.47585E-02   -0.10297E-03    0.11820E-12    0.11854E-08    0.17799E-08    0.53920E-05    0.11820E-12    0.19379E-10    0.48959E-07    0.99903E-07    0.12640E-01    0.11854E-08    0.48959E-07    0.96362E-03    0.13629E-02    0.26421E-01    0.17799E-08    0.99903E-07    0.13629E-02    0.19986E-02
    64    0.16304E+01    0.37191E-02    0.51821E-05    0.12618E-01    0.26292E-01    0.37191E-02   -0.62183E-04    0.13299E-12    0.15396E-08    0.22845E-08    0.51821E-05    0.13299E-12    0.18626E-10    0.48873E-07    0.99421E-07    0.12618E-01    0.15396E-08    0.48873E-07    0.98933E-03    0.13999E-02    0.26292E-01    0.22845E-08    0.99421E-07    0.13999E-02    0.20531E-02
    65    0.14133E+01    0.39290E-07    0.49824E-05    0.12592E-01    0.26160E-01    0.39290E-07    0.50161E-14    0.14572E-12    0.18628E-08    0.27463E-08    0.49824E-05    0.14572E-12    0.17910E-10    0.48772E-07    0.98923E-07    0.12592E-01    0.18628E-08    0.48772E-07    0.10150E-02    0.14369E-02    0.26160E-01    0.27463E-08    0.98923E-07    0.14369E-02    0.21076E-02
    66    0.12843E+01   -0.46037E-02    0.47923E-05    0.12562E-01    0.26023E-01   -0.46037E-02    0.21984E-04    0.15541E-12    0.21370E-08    0.31396E-08    0.47923E-05    0.15541E-12    0.17228E-10    0.48655E-07    0.98409E-07    0.12562E-01    0.21370E-08    0.48655E-07    0.10407E-02    0.14739E-02    0.26023E-01    0.31396E-08    0.98409E-07    0.14739E-02    0.21621E-02
    67    0.10821E+01   -0.77600E-02    0.46114E-05    0.12528E-01    0.25882E-01   -0.77600E-02    0.10896E-04    0.16195E-12    0.23548E-08    0.34535E-08    0.46114E-05    0.16195E-12    0.16579E-10    0.48524E-07    0.97880E-07    0.12528E-01    0.23548E-08    0.48524E-07    0.10664E-02    0.15109E-02    0.25882E-01    0.34535E-08    0.97880E-07    0.15109E-02    0.22165E-02
    68    0.10907E+01   -0.83024E-02    0.44391E-05    0.12490E-01    0.25738E-01   -0.83024E-02    0.13330E-04    0.16550E-12    0.25112E-08    0.36809E-08    0.44391E-05    0.16550E-12    0.15961E-10    0.48379E-07    0.97337E-07    0.12490E-01    0.25112E-08    0.48379E-07    0.10920E-02    0.15478E-02    0.25738E-01    0.36809E-08    0.97337E-07    0.15478E-02    0.22709E-02
