#    L    TT             EE             TE             PP             TP          
    75    0.10186E+01    0.35628E-14    0.35177E-07    0.33537E+07    0.45616E+04
    76    0.91630E+00   -0.30693E-04   -0.95235E-03    0.33204E+07    0.44563E+04
    77    0.85495E+00   -0.57223E-04   -0.10189E-02    0.32873E+07    0.43541E+04
    78    0.88728E+00   -0.41664E-04   -0.21692E-02    0.32545E+07    0.42549E+04
    79    0.84318E+00   -0.27803E-04   -0.11730E-02    0.32220E+07    0.41587E+04
    80    0.84969E+00    0.22502E-14    0.22958E-07    0.31899E+07    0.40653E+04
    81    0.81554E+00    0.27379E-05    0.31531E-03    0.31580E+07    0.39746E+04
    82    0.81629E+00    0.12525E-04    0.24967E-03    0.31265E+07    0.38866E+04
    83    0.78347E+00    0.14258E-04   -0.27075E-03    0.30953E+07    0.38012E+04
    84    0.79720E+00    0.15117E-04    0.16588E-03    0.30645E+07    0.37183E+04
    85    0.71474E+00    0.18752E-14    0.16634E-07    0.30340E+07    0.36378E+04
    86    0.61548E+00   -0.80104E-05   -0.13641E-03    0.30039E+07    0.35596E+04
    87    0.72440E+00   -0.26216E-04    0.24022E-03    0.29742E+07    0.34837E+04
    88    0.59724E+00   -0.26302E-04    0.83363E-03    0.29448E+07    0.34100E+04
    89    0.60681E+00   -0.96688E-05   -0.13813E-03    0.29158E+07    0.33383E+04
    90    0.60598E+00    0.10313E-14    0.13481E-07    0.28871E+07    0.32686E+04
    91    0.52224E+00    0.88892E-05    0.16983E-03    0.28588E+07    0.32009E+04
    92    0.50741E+00    0.16379E-04    0.62229E-03    0.28309E+07    0.31350E+04
    93    0.56513E+00    0.29435E-04    0.82642E-03    0.28034E+07    0.30709E+04
    94    0.47617E+00    0.25308E-04    0.17369E-02    0.27762E+07    0.30085E+04
    95    0.46699E+00    0.18391E-04    0.20800E-02    0.27493E+07    0.29479E+04
    96    0.24410E+00    0.82198E-05    0.20674E-02    0.27228E+07    0.28889E+04
    97    0.25681E+00   -0.56680E-05    0.19112E-02    0.26967E+07    0.28316E+04
    98    0.28590E+00   -0.16308E-04    0.33088E-02    0.26709E+07    0.27758E+04
    99    0.18644E+00   -0.46450E-04    0.27578E-02    0.26455E+07    0.27216E+04
   100    0.18489E+00   -0.81699E-04    0.41844E-02    0.26204E+07    0.26689E+04
   101    0.13631E+00   -0.48236E-04    0.40862E-02    0.25956E+07    0.26176E+04
   102    0.41574E+00   -0.80235E-04    0.41607E-02    0.25711E+07    0.25676E+04
   103    0.43255E+00   -0.89020E-04    0.31342E-02    0.25470E+07    0.25191E+04
   104    0.48749E+00   -0.60196E-04    0.34469E-02    0.25233E+07    0.24718E+04
   105    0.50990E+00   -0.53656E-04    0.30823E-02    0.24998E+07    0.24258E+04
   106    0.57769E+00    0.19279E-04    0.22523E-02    0.24767E+07    0.23809E+04
   107    0.39734E+00    0.24434E-04    0.19114E-02    0.24539E+07    0.23373E+04
   108    0.41820E+00    0.50485E-04    0.78595E-03    0.24314E+07    0.22947E+04
   109    0.42102E+00    0.37543E-04   -0.16941E-03    0.24093E+07    0.22532E+04
   110    0.33516E+00    0.75007E-15    0.57602E-08    0.23874E+07    0.22127E+04
   111    0.23921E+00    0.25783E-04   -0.72092E-03    0.23659E+07    0.21733E+04
   112    0.14028E+00    0.51254E-04   -0.21128E-02    0.23446E+07    0.21347E+04
   113    0.12045E+00    0.86308E-04   -0.32119E-02    0.23237E+07    0.20971E+04
   114    0.38953E-01    0.66557E-04   -0.37972E-02    0.23030E+07    0.20604E+04
   115    0.52149E-01    0.15046E-03   -0.43908E-02    0.22827E+07    0.20246E+04
   116   -0.55012E-01    0.12507E-03   -0.47717E-02    0.22626E+07    0.19896E+04
   117    0.22402E-01    0.74553E-04   -0.47190E-02    0.22429E+07    0.19555E+04
   118    0.14362E+00    0.15738E-03   -0.54974E-02    0.22234E+07    0.19222E+04
   119    0.16788E+00    0.23488E-03   -0.54004E-02    0.22042E+07    0.18897E+04
   120    0.25154E+00    0.16838E-03   -0.49499E-02    0.21853E+07    0.18580E+04
   121    0.25384E+00    0.26490E-03   -0.46678E-02    0.21666E+07    0.18271E+04
   122    0.25685E+00    0.23721E-03   -0.43333E-02    0.21482E+07    0.17969E+04
   123    0.26837E+00    0.16949E-03   -0.44681E-02    0.21301E+07    0.17674E+04
   124    0.29620E+00    0.14592E-03   -0.26230E-02    0.21123E+07    0.17386E+04
   125    0.27386E+00    0.10210E-03   -0.15484E-02    0.20947E+07    0.17104E+04
   126    0.28343E+00    0.12222E-03   -0.10233E-02    0.20773E+07    0.16830E+04
   127    0.25842E+00    0.67608E-04   -0.82677E-03    0.20602E+07    0.16561E+04
   128    0.20663E+00    0.96719E-04   -0.73800E-03    0.20434E+07    0.16299E+04
   129    0.21014E+00    0.70884E-04   -0.53605E-03    0.20268E+07    0.16043E+04
   130    0.20247E+00    0.15001E-14    0.72590E-08    0.20104E+07    0.15792E+04
   131    0.19174E+00    0.40701E-04   -0.11275E-02    0.19943E+07    0.15547E+04
   132    0.26173E+00    0.45184E-04   -0.14194E-02    0.19784E+07    0.15307E+04
   133    0.27365E+00    0.86669E-04   -0.35664E-02    0.19627E+07    0.15072E+04
   134    0.31161E+00    0.16409E-03   -0.35737E-02    0.19473E+07    0.14843E+04
   135    0.38541E+00    0.20211E-03   -0.48750E-02    0.19321E+07    0.14618E+04
   136    0.35629E+00    0.19965E-03   -0.42183E-02    0.19171E+07    0.14398E+04
   137    0.38262E+00    0.22994E-03   -0.42943E-02    0.19023E+07    0.14184E+04
   138    0.39993E+00    0.21763E-03   -0.40796E-02    0.18877E+07    0.13973E+04
   139    0.26946E+00    0.31022E-03   -0.32936E-02    0.18733E+07    0.13767E+04
   140    0.29815E+00    0.28381E-03   -0.31413E-02    0.18591E+07    0.13566E+04
   141    0.19866E+00    0.21161E-03   -0.18566E-02    0.18451E+07    0.13369E+04
   142    0.20366E+00    0.16683E-03   -0.64437E-03    0.18313E+07    0.13176E+04
   143    0.24867E+00    0.14843E-03    0.33035E-04    0.18177E+07    0.12987E+04
   144    0.19493E+00    0.81045E-04    0.45625E-03    0.18043E+07    0.12802E+04
   145    0.12653E+00    0.11218E-03    0.90586E-03    0.17911E+07    0.12620E+04
   146    0.27613E+00    0.17933E-04    0.91965E-03    0.17780E+07    0.12443E+04
   147    0.20783E+00    0.20080E-04    0.15210E-02    0.17651E+07    0.12269E+04
   148    0.15429E+00   -0.31007E-04    0.76213E-03    0.17524E+07    0.12098E+04
   149    0.19960E+00   -0.62107E-04   -0.33364E-03    0.17398E+07    0.11931E+04
   150    0.13071E+00    0.00000E+00    0.78837E-09    0.17274E+07    0.11767E+04
   151    0.10568E+00    0.77267E-04   -0.16144E-02    0.17152E+07    0.11606E+04
   152   -0.15835E-01    0.80850E-04   -0.38724E-02    0.17031E+07    0.11448E+04
   153   -0.77385E-01    0.14206E-03   -0.46709E-02    0.16911E+07    0.11293E+04
   154   -0.14535E+00    0.24362E-03   -0.63636E-02    0.16793E+07    0.11140E+04
   155   -0.21185E+00    0.36829E-03   -0.83328E-02    0.16677E+07    0.10991E+04
   156   -0.41754E+00    0.49880E-03   -0.10704E-01    0.16562E+07    0.10844E+04
   157   -0.45740E+00    0.61790E-03   -0.12116E-01    0.16448E+07    0.10701E+04
   158   -0.54638E+00    0.78259E-03   -0.13437E-01    0.16336E+07    0.10560E+04
   159   -0.67659E+00    0.82706E-03   -0.14794E-01    0.16225E+07    0.10421E+04
   160   -0.76585E+00    0.88262E-03   -0.14824E-01    0.16115E+07    0.10285E+04
   161   -0.80627E+00    0.10063E-02   -0.15139E-01    0.16007E+07    0.10152E+04
   162   -0.86423E+00    0.10322E-02   -0.15864E-01    0.15900E+07    0.10021E+04
   163   -0.78327E+00    0.10175E-02   -0.15639E-01    0.15794E+07    0.98920E+03
   164   -0.85263E+00    0.10190E-02   -0.16075E-01    0.15690E+07    0.97657E+03
   165   -0.76729E+00    0.94538E-03   -0.15068E-01    0.15586E+07    0.96417E+03
   166   -0.66791E+00    0.92781E-03   -0.14230E-01    0.15484E+07    0.95199E+03
   167   -0.47231E+00    0.72622E-03   -0.14427E-01    0.15383E+07    0.94003E+03
   168   -0.39546E+00    0.69477E-03   -0.13558E-01    0.15283E+07    0.92828E+03
   169   -0.28088E+00    0.51905E-03   -0.11747E-01    0.15185E+07    0.91673E+03
   170   -0.12069E+00    0.40467E-03   -0.10605E-01    0.15087E+07    0.90539E+03
   171   -0.55556E-01    0.33435E-03   -0.80286E-02    0.14990E+07    0.89423E+03
   172   -0.32988E-02    0.21656E-03   -0.56291E-02    0.14894E+07    0.88327E+03
   173   -0.30309E-01    0.34034E-04   -0.35315E-02    0.14800E+07    0.87249E+03
   174    0.19877E-01    0.66645E-04   -0.18610E-02    0.14706E+07    0.86189E+03
   175    0.80870E-01    0.00000E+00   -0.31977E-10    0.14613E+07    0.85145E+03
   176    0.12120E-01    0.36738E-04    0.19737E-02    0.14522E+07    0.84119E+03
   177   -0.29292E-01    0.70562E-04    0.26861E-02    0.14431E+07    0.83108E+03
   178   -0.10902E+00    0.28936E-03    0.37823E-02    0.14341E+07    0.82114E+03
   179   -0.21842E+00    0.36102E-03    0.54213E-02    0.14251E+07    0.81135E+03
   180   -0.20030E+00    0.47345E-03    0.62767E-02    0.14163E+07    0.80172E+03
   181   -0.26886E+00    0.59167E-03    0.65077E-02    0.14076E+07    0.79224E+03
   182   -0.34120E+00    0.75500E-03    0.77592E-02    0.13989E+07    0.78290E+03
   183   -0.48297E+00    0.85420E-03    0.87047E-02    0.13903E+07    0.77372E+03
   184   -0.53695E+00    0.92858E-03    0.10246E-01    0.13818E+07    0.76467E+03
   185   -0.56879E+00    0.10917E-02    0.10315E-01    0.13734E+07    0.75577E+03
   186   -0.94129E+00    0.11676E-02    0.12040E-01    0.13650E+07    0.74700E+03
   187   -0.97726E+00    0.12623E-02    0.14096E-01    0.13568E+07    0.73836E+03
   188   -0.10395E+01    0.13260E-02    0.15157E-01    0.13486E+07    0.72986E+03
   189   -0.11936E+01    0.13610E-02    0.16867E-01    0.13404E+07    0.72148E+03
   190   -0.98524E+00    0.13842E-02    0.17157E-01    0.13324E+07    0.71323E+03
   191   -0.11487E+01    0.13829E-02    0.19157E-01    0.13244E+07    0.70510E+03
   192   -0.11552E+01    0.13446E-02    0.20798E-01    0.13165E+07    0.69709E+03
   193   -0.12191E+01    0.12787E-02    0.20754E-01    0.13086E+07    0.68920E+03
   194   -0.11089E+01    0.11801E-02    0.21412E-01    0.13008E+07    0.68142E+03
   195   -0.10388E+01    0.10509E-02    0.20704E-01    0.12931E+07    0.67376E+03
   196   -0.10001E+01    0.89326E-03    0.19530E-01    0.12854E+07    0.66620E+03
   197   -0.83571E+00    0.71685E-03    0.16565E-01    0.12778E+07    0.65874E+03
   198   -0.61119E+00    0.50895E-03    0.12711E-01    0.12703E+07    0.65139E+03
   199   -0.31792E+00    0.27175E-03    0.73839E-02    0.12628E+07    0.64413E+03
   200    0.52710E-01    0.00000E+00   -0.68527E-11    0.12554E+07    0.63698E+03
   201    0.43349E+00   -0.28135E-03   -0.84539E-02    0.12480E+07    0.62991E+03
