#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.32879E+03   -0.11943E-04    0.14415E-02   -0.20674E-03    0.93049E-02   -0.11943E-04    0.75884E-10   -0.40219E-10   -0.10110E-08    0.43743E-09    0.14415E-02   -0.40219E-10    0.76099E-08   -0.10373E-08    0.47102E-07   -0.20674E-03   -0.10110E-08   -0.10373E-08    0.24472E-05    0.27070E-05    0.93049E-02    0.43743E-09    0.47102E-07    0.27070E-05    0.37623E-05
     3    0.23050E+03    0.76399E-05    0.95466E-03    0.67100E-03    0.11571E-01    0.76399E-05    0.23344E-10    0.28199E-10   -0.62592E-10    0.59052E-09    0.95466E-03    0.28199E-10    0.46058E-08    0.30445E-08    0.54842E-07    0.67100E-03   -0.62592E-10    0.30445E-08    0.47442E-05    0.54348E-05    0.11571E-01    0.59052E-09    0.54842E-07    0.54348E-05    0.75054E-05
     4    0.17328E+03    0.62207E-05    0.69481E-03    0.15383E-02    0.13625E-01    0.62207E-05    0.62680E-11    0.22856E-10    0.45634E-09    0.78078E-09    0.69481E-03    0.22856E-10    0.31677E-08    0.66806E-08    0.61894E-07    0.15383E-02    0.45634E-09    0.66806E-08    0.77104E-05    0.90490E-05    0.13625E-01    0.78078E-09    0.61894E-07    0.90490E-05    0.12487E-04
     5    0.13626E+03    0.31238E-05    0.53455E-03    0.23842E-02    0.15503E-01    0.31238E-05    0.21099E-11    0.11661E-10    0.43158E-09    0.56801E-09    0.53455E-03    0.11661E-10    0.23421E-08    0.10071E-07    0.68291E-07    0.23842E-02    0.43158E-09    0.10071E-07    0.11324E-04    0.13539E-04    0.15503E-01    0.56801E-09    0.68291E-07    0.13539E-04    0.18709E-04
     6    0.11052E+03    0.28428E-05    0.42660E-03    0.31894E-02    0.17202E-01    0.28428E-05    0.86970E-12    0.10069E-10    0.55233E-10    0.33285E-09    0.42660E-03    0.10069E-10    0.18141E-08    0.13229E-07    0.74006E-07    0.31894E-02    0.55233E-10    0.13229E-07    0.15567E-04    0.18891E-04    0.17202E-01    0.33285E-09    0.74006E-07    0.18891E-04    0.26159E-04
     7    0.91720E+02    0.39234E-05    0.34953E-03    0.39419E-02    0.18733E-01    0.39234E-05    0.57072E-12    0.13625E-10    0.35703E-09    0.11135E-08    0.34953E-03    0.13625E-10    0.14518E-08    0.16148E-07    0.79097E-07    0.39419E-02    0.35703E-09    0.16148E-07    0.20424E-04    0.25094E-04    0.18733E-01    0.11135E-08    0.79097E-07    0.25094E-04    0.34834E-04
     8    0.77467E+02    0.42620E-05    0.29216E-03    0.46432E-02    0.20117E-01    0.42620E-05    0.59613E-12    0.15089E-10    0.12054E-08    0.22225E-08    0.29216E-03    0.15089E-10    0.11906E-08    0.18850E-07    0.83648E-07    0.46432E-02    0.12054E-08    0.18850E-07    0.25877E-04    0.32134E-04    0.20117E-01    0.22225E-08    0.83648E-07    0.32134E-04    0.44727E-04
     9    0.66361E+02    0.33636E-05    0.24811E-03    0.52998E-02    0.21375E-01    0.33636E-05    0.49632E-12    0.12209E-10    0.15198E-08    0.23362E-08    0.24811E-03    0.12209E-10    0.99517E-09    0.21368E-07    0.87749E-07    0.52998E-02    0.15198E-08    0.21368E-07    0.31922E-04    0.40013E-04    0.21375E-01    0.23362E-08    0.87749E-07    0.40013E-04    0.55848E-04
    10    0.57499E+02    0.20291E-05    0.21338E-03    0.59130E-02    0.22514E-01    0.20291E-05    0.26153E-12    0.74776E-11    0.97260E-09    0.14059E-08    0.21338E-03    0.74776E-11    0.84453E-09    0.23712E-07    0.91434E-07    0.59130E-02    0.97260E-09    0.23712E-07    0.38549E-04    0.48722E-04    0.22514E-01    0.14059E-08    0.91434E-07    0.48722E-04    0.68191E-04
    11    0.50310E+02    0.11030E-05    0.18551E-03    0.64898E-02    0.23553E-01    0.11030E-05    0.97284E-13    0.39777E-11    0.19317E-09    0.41382E-09    0.18551E-03    0.39777E-11    0.72584E-09    0.25909E-07    0.94779E-07    0.64898E-02    0.19317E-09    0.25909E-07    0.45759E-04    0.58267E-04    0.23553E-01    0.41382E-09    0.94779E-07    0.58267E-04    0.81770E-04
    12    0.44522E+02   -0.23713E-03    0.16268E-03    0.70307E-02    0.24496E-01   -0.23713E-03    0.10382E-03    0.28275E-11   -0.11045E-09    0.18884E-09    0.16268E-03    0.28275E-11    0.63023E-09    0.27965E-07    0.97793E-07    0.70307E-02   -0.11045E-09    0.27965E-07    0.53544E-04    0.68644E-04    0.24496E-01    0.18884E-09    0.97793E-07    0.68644E-04    0.96583E-04
    13    0.39406E+02    0.94917E-06    0.14378E-03    0.75385E-02    0.25352E-01    0.94917E-06    0.10106E-12    0.31345E-11    0.85470E-10    0.62101E-09    0.14378E-03    0.31345E-11    0.55224E-09    0.29892E-07    0.10051E-06    0.75385E-02    0.85470E-10    0.29892E-07    0.61904E-04    0.79855E-04    0.25352E-01    0.62101E-09    0.10051E-06    0.79855E-04    0.11263E-03
    14    0.35168E+02    0.79638E-04    0.12790E-03    0.80169E-02    0.26131E-01    0.79638E-04   -0.27194E-04    0.37313E-11    0.58780E-09    0.13456E-08    0.12790E-03    0.37313E-11    0.48756E-09    0.31705E-07    0.10298E-06    0.80169E-02    0.58780E-09    0.31705E-07    0.70839E-04    0.91903E-04    0.26131E-01    0.13456E-08    0.10298E-06    0.91903E-04    0.12993E-03
    15    0.31628E+02    0.11519E-05    0.11445E-03    0.84678E-02    0.26841E-01    0.11519E-05    0.12267E-12    0.39616E-11    0.10372E-08    0.18892E-08    0.11445E-03    0.39616E-11    0.43337E-09    0.33412E-07    0.10523E-06    0.84678E-02    0.10372E-08    0.33412E-07    0.80349E-04    0.10479E-03    0.26841E-01    0.18892E-08    0.10523E-06    0.10479E-03    0.14848E-03
    16    0.28514E+02    0.32412E-03    0.10293E-03    0.88931E-02    0.27487E-01    0.32412E-03   -0.22586E-04    0.34665E-11    0.11259E-08    0.18798E-08    0.10293E-03    0.34665E-11    0.38745E-09    0.35021E-07    0.10727E-06    0.88931E-02    0.11259E-08    0.35021E-07    0.90433E-04    0.11852E-03    0.27487E-01    0.18798E-08    0.10727E-06    0.11852E-03    0.16829E-03
