#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.69068E+03   -0.42916E-04    0.29113E-02    0.71431E-03    0.19471E-01   -0.42916E-04    0.21825E-09   -0.15137E-09   -0.28850E-08    0.97378E-09    0.29113E-02   -0.15137E-09    0.14141E-07    0.22368E-08    0.90596E-07    0.71431E-03   -0.28850E-08    0.22368E-08    0.42108E-05    0.45579E-05    0.19471E-01    0.97378E-09    0.90596E-07    0.45579E-05    0.64426E-05
     3    0.45288E+03    0.13753E-04    0.18143E-02    0.23830E-02    0.22851E-01    0.13753E-04    0.62479E-10    0.49916E-10   -0.19845E-09    0.13415E-08    0.18143E-02    0.49916E-10    0.81738E-08    0.99795E-08    0.10089E-06    0.23830E-02   -0.19845E-09    0.99795E-08    0.80649E-05    0.91380E-05    0.22851E-01    0.13415E-08    0.10089E-06    0.91380E-05    0.12743E-04
     4    0.32490E+03    0.12499E-04    0.12656E-02    0.39779E-02    0.25807E-01    0.12499E-04    0.15493E-10    0.45562E-10    0.98320E-09    0.15800E-08    0.12656E-02    0.45562E-10    0.54444E-08    0.16657E-07    0.11043E-06    0.39779E-02    0.98320E-09    0.16657E-07    0.12986E-04    0.15161E-04    0.25807E-01    0.15800E-08    0.11043E-06    0.15161E-04    0.21045E-04
     5    0.24641E+03    0.60521E-05    0.94225E-03    0.54794E-02    0.28430E-01    0.60521E-05    0.47946E-11    0.22411E-10    0.84832E-09    0.10593E-08    0.94225E-03    0.22411E-10    0.39256E-08    0.22662E-07    0.11901E-06    0.54794E-02    0.84832E-09    0.22662E-07    0.18922E-04    0.22586E-04    0.28430E-01    0.10593E-08    0.11901E-06    0.22586E-04    0.31312E-04
     6    0.19407E+03    0.52951E-05    0.73205E-03    0.68588E-02    0.30728E-01    0.52951E-05    0.18508E-11    0.18613E-10    0.11514E-09    0.62853E-09    0.73205E-03    0.18613E-10    0.29775E-08    0.28058E-07    0.12649E-06    0.68588E-02    0.11514E-09    0.28058E-07    0.25829E-04    0.31361E-04    0.30728E-01    0.62853E-09    0.12649E-06    0.31361E-04    0.43487E-04
     7    0.15708E+03    0.72245E-05    0.58631E-03    0.81020E-02    0.32730E-01    0.72245E-05    0.11370E-11    0.25008E-10    0.73924E-09    0.21428E-08    0.58631E-03    0.25008E-10    0.23404E-08    0.32869E-07    0.13297E-06    0.81020E-02    0.73924E-09    0.32869E-07    0.33664E-04    0.41441E-04    0.32730E-01    0.21428E-08    0.13297E-06    0.41441E-04    0.57526E-04
     8    0.12983E+03    0.77263E-05    0.48049E-03    0.92202E-02    0.34479E-01    0.77263E-05    0.11321E-11    0.27349E-10    0.23140E-08    0.41492E-08    0.48049E-03    0.27349E-10    0.18892E-08    0.37163E-07    0.13858E-06    0.92202E-02    0.23140E-08    0.37163E-07    0.42380E-04    0.52780E-04    0.34479E-01    0.41492E-08    0.13858E-06    0.52780E-04    0.73380E-04
     9    0.10911E+03    0.59608E-05    0.40096E-03    0.10233E-01    0.36019E-01    0.59608E-05    0.91485E-12    0.21662E-10    0.28114E-08    0.42355E-08    0.40096E-03    0.21662E-10    0.15568E-08    0.41034E-07    0.14347E-06    0.10233E-01    0.28114E-08    0.41034E-07    0.51959E-04    0.65356E-04    0.36019E-01    0.42355E-08    0.14347E-06    0.65356E-04    0.91034E-04
    10    0.92937E+02    0.34860E-05    0.33948E-03    0.11150E-01    0.37367E-01    0.34860E-05    0.47127E-12    0.12860E-10    0.17448E-08    0.24694E-08    0.33948E-03    0.12860E-10    0.13043E-08    0.44521E-07    0.14772E-06    0.11150E-01    0.17448E-08    0.44521E-07    0.62367E-04    0.79132E-04    0.37367E-01    0.24694E-08    0.14772E-06    0.79132E-04    0.11044E-03
    11    0.80069E+02    0.18247E-05    0.29097E-03    0.11986E-01    0.38559E-01    0.18247E-05    0.17570E-12    0.65555E-11    0.33403E-09    0.69496E-09    0.29097E-03    0.65555E-11    0.11078E-08    0.47693E-07    0.15145E-06    0.11986E-01    0.33403E-09    0.47693E-07    0.73593E-04    0.94097E-04    0.38559E-01    0.69496E-09    0.15145E-06    0.94097E-04    0.13160E-03
