#    L    TT             EE             TE             PP             TP          
     2    0.32871E+03    0.71069E-10   -0.11349E-04    0.94012E+06    0.32872E+05
     3    0.23038E+03    0.21888E-10    0.70991E-05    0.14382E+07    0.36712E+05
     4    0.17314E+03    0.58392E-11    0.55173E-05    0.18736E+07    0.37975E+05
     5    0.13609E+03    0.18930E-11    0.31585E-05    0.22524E+07    0.38015E+05
     6    0.11034E+03    0.81406E-12    0.35805E-05    0.25814E+07    0.37417E+05
     7    0.91519E+02    0.64337E-12    0.44707E-05    0.28677E+07    0.36483E+05
     8    0.77253E+02    0.59727E-12    0.40147E-05    0.31173E+07    0.35375E+05
     9    0.66135E+02    0.38153E-12    0.25568E-05    0.33356E+07    0.34189E+05
    10    0.57264E+02    0.17438E-12    0.12761E-05    0.35264E+07    0.32972E+05
    11    0.50066E+02    0.11543E-12    0.77741E-06    0.36942E+07    0.31764E+05
    12    0.44272E+02    0.10382E-03   -0.23709E-03    0.38407E+07    0.30575E+05
    13    0.39151E+02    0.16014E-12    0.11227E-05    0.39685E+07    0.29416E+05
    14    0.34909E+02   -0.27194E-04    0.79696E-04    0.40802E+07    0.28297E+05
    15    0.31366E+02    0.97795E-13    0.99821E-06    0.41775E+07    0.27221E+05
    16    0.28249E+02   -0.22586E-04    0.32383E-03    0.42617E+07    0.26188E+05
    17    0.25605E+02    0.32347E-13    0.41824E-06    0.43345E+07    0.25200E+05
    18    0.22835E+02    0.11488E-04   -0.52581E-03    0.43970E+07    0.24255E+05
    19    0.21220E+02    0.17751E-13    0.25119E-06    0.44499E+07    0.23352E+05
    20    0.19447E+02    0.10034E-04   -0.10573E-04    0.44941E+07    0.22487E+05
    21    0.17800E+02    0.41635E-13    0.46949E-06    0.45304E+07    0.21661E+05
    22    0.16413E+02   -0.67106E-05   -0.42533E-04    0.45599E+07    0.20872E+05
    23    0.15087E+02    0.79916E-13    0.64215E-06    0.45830E+07    0.20119E+05
    24    0.13914E+02   -0.45945E-05    0.19329E-03    0.46003E+07    0.19398E+05
    25    0.12901E+02    0.74267E-13    0.57549E-06    0.46122E+07    0.18710E+05
    26    0.11909E+02    0.45677E-05    0.17367E-03    0.46194E+07    0.18052E+05
    27    0.11115E+02    0.37627E-13    0.36304E-06    0.46222E+07    0.17423E+05
    28    0.10317E+02    0.62322E-06   -0.24448E-03    0.46211E+07    0.16822E+05
    29    0.96414E+01    0.14960E-13    0.16866E-06    0.46163E+07    0.16245E+05
    30    0.90692E+01   -0.21393E-05    0.16594E-04    0.46077E+07    0.15693E+05
    31    0.84104E+01    0.95722E-14    0.81851E-07    0.45960E+07    0.15163E+05
    32    0.78392E+01    0.18985E-05    0.16031E-03    0.45815E+07    0.14656E+05
    33    0.73755E+01    0.89598E-14    0.99671E-07    0.45646E+07    0.14170E+05
    34    0.69017E+01    0.58091E-06   -0.27657E-03    0.45453E+07    0.13704E+05
    35    0.64986E+01    0.12364E-13    0.16739E-06    0.45239E+07    0.13257E+05
    36    0.61654E+01   -0.13653E-06    0.46394E-03    0.45005E+07    0.12828E+05
    37    0.57505E+01    0.21149E-13    0.22916E-06    0.44754E+07    0.12417E+05
    38    0.53927E+01    0.41830E-05   -0.55383E-03    0.44488E+07    0.12022E+05
    39    0.51331E+01    0.55145E-05   -0.64604E-03    0.44206E+07    0.11642E+05
    40    0.48216E+01    0.31187E-13    0.25444E-06    0.43911E+07    0.11277E+05
    41    0.46618E+01   -0.10177E-04    0.12921E-02    0.43604E+07    0.10926E+05
    42    0.44161E+01   -0.18179E-04    0.24752E-02    0.43285E+07    0.10589E+05
    43    0.42004E+01   -0.16190E-04    0.26483E-02    0.42956E+07    0.10264E+05
    44    0.38337E+01   -0.11250E-04    0.18018E-02    0.42618E+07    0.99519E+04
    45    0.36551E+01    0.16478E-13    0.15374E-06    0.42273E+07    0.96512E+04
    46    0.35656E+01    0.21386E-04   -0.44409E-02    0.41920E+07    0.93617E+04
    47    0.34231E+01    0.45231E-04   -0.10322E-01    0.41562E+07    0.90829E+04
    48    0.31677E+01    0.68040E-04   -0.13066E-01    0.41198E+07    0.88144E+04
    49    0.28880E+01    0.64032E-04   -0.86923E-02    0.40829E+07    0.85557E+04
    50    0.28210E+01    0.53208E-14    0.48707E-07    0.40457E+07    0.83065E+04
    51    0.27533E+01   -0.15865E-03    0.87113E-02    0.40082E+07    0.80662E+04
    52    0.28970E+01   -0.32573E-03    0.12776E-01    0.39704E+07    0.78345E+04
    53    0.28650E+01   -0.34961E-03    0.92855E-02    0.39324E+07    0.76111E+04
    54    0.25673E+01   -0.23463E-03    0.33016E-02    0.38943E+07    0.73956E+04
    55    0.22111E+01    0.28362E-14    0.28047E-07    0.38560E+07    0.71876E+04
    56    0.20084E+01    0.21343E-03   -0.17291E-02    0.38176E+07    0.69869E+04
    57    0.18931E+01    0.29820E-03   -0.18358E-02    0.37792E+07    0.67932E+04
    58    0.18783E+01    0.26287E-03   -0.12124E-02    0.37408E+07    0.66061E+04
    59    0.18285E+01    0.14575E-03   -0.77346E-03    0.37024E+07    0.64253E+04
    60    0.17566E+01    0.43832E-14    0.50846E-07    0.36640E+07    0.62507E+04
    61    0.19690E+01   -0.80085E-04    0.18113E-02    0.36257E+07    0.60819E+04
    62    0.18651E+01   -0.10301E-03    0.37229E-02    0.35875E+07    0.59187E+04
    63    0.16578E+01   -0.10297E-03    0.47585E-02    0.35494E+07    0.57609E+04
    64    0.16339E+01   -0.62183E-04    0.37192E-02    0.35114E+07    0.56084E+04
    65    0.14121E+01    0.81570E-14    0.61486E-07    0.34736E+07    0.54609E+04
    66    0.12786E+01    0.21984E-04   -0.46037E-02    0.34361E+07    0.53183E+04
    67    0.10724E+01    0.10896E-04   -0.77600E-02    0.33988E+07    0.51804E+04
    68    0.10773E+01    0.13330E-04   -0.83024E-02    0.33617E+07    0.50469E+04
    69    0.10572E+01   -0.58331E-05   -0.49903E-02    0.33249E+07    0.49178E+04
    70    0.11475E+01    0.56255E-14    0.49981E-07    0.32884E+07    0.47929E+04
    71    0.11924E+01    0.25785E-04    0.38996E-02    0.32521E+07    0.46719E+04
    72    0.12086E+01    0.53062E-04    0.55055E-02    0.32162E+07    0.45548E+04
    73    0.11447E+01    0.56304E-04    0.45079E-02    0.31806E+07    0.44414E+04
    74    0.10234E+01    0.32269E-04    0.20827E-02    0.31452E+07    0.43316E+04
    75    0.94184E+00    0.32347E-14    0.32468E-07    0.31102E+07    0.42252E+04
    76    0.84103E+00   -0.30693E-04   -0.95235E-03    0.30755E+07    0.41220E+04
    77    0.78112E+00   -0.57223E-04   -0.10189E-02    0.30411E+07    0.40221E+04
    78    0.81487E+00   -0.41664E-04   -0.21692E-02    0.30070E+07    0.39252E+04
    79    0.77217E+00   -0.27803E-04   -0.11730E-02    0.29733E+07    0.38313E+04
    80    0.78005E+00    0.22502E-14    0.21405E-07    0.29400E+07    0.37402E+04
    81    0.74725E+00    0.27379E-05    0.31531E-03    0.29070E+07    0.36519E+04
    82    0.74932E+00    0.12525E-04    0.24967E-03    0.28744E+07    0.35663E+04
    83    0.71779E+00    0.14258E-04   -0.27075E-03    0.28422E+07    0.34833E+04
    84    0.73280E+00    0.15117E-04    0.16587E-03    0.28104E+07    0.34028E+04
    85    0.65159E+00    0.12189E-14    0.16060E-07    0.27790E+07    0.33248E+04
    86    0.55355E+00   -0.80104E-05   -0.13641E-03    0.27481E+07    0.32491E+04
    87    0.66367E+00   -0.26216E-04    0.24021E-03    0.27175E+07    0.31757E+04
    88    0.53768E+00   -0.26302E-04    0.83362E-03    0.26873E+07    0.31044E+04
    89    0.54841E+00   -0.96688E-05   -0.13813E-03    0.26576E+07    0.30353E+04
    90    0.54871E+00    0.84383E-15    0.11629E-07    0.26283E+07    0.29681E+04
    91    0.46608E+00    0.88892E-05    0.16982E-03    0.25993E+07    0.29029E+04
    92    0.45234E+00    0.16379E-04    0.62228E-03    0.25708E+07    0.28395E+04
    93    0.51113E+00    0.29435E-04    0.82642E-03    0.25427E+07    0.27779E+04
    94    0.42321E+00    0.25308E-04    0.17369E-02    0.25150E+07    0.27181E+04
    95    0.41505E+00    0.18391E-04    0.20800E-02    0.24877E+07    0.26600E+04
    96    0.19316E+00    0.82198E-05    0.20674E-02    0.24608E+07    0.26035E+04
    97    0.20686E+00   -0.56680E-05    0.19112E-02    0.24342E+07    0.25487E+04
    98    0.23692E+00   -0.16308E-04    0.33087E-02    0.24081E+07    0.24955E+04
    99    0.13840E+00   -0.46450E-04    0.27578E-02    0.23823E+07    0.24438E+04
   100    0.13777E+00   -0.81699E-04    0.41844E-02    0.23569E+07    0.23935E+04
   101    0.90099E-01   -0.48236E-04    0.40862E-02    0.23319E+07    0.23447E+04
   102    0.37042E+00   -0.80235E-04    0.41607E-02    0.23073E+07    0.22973E+04
   103    0.38810E+00   -0.89020E-04    0.31342E-02    0.22830E+07    0.22512E+04
   104    0.44389E+00   -0.60196E-04    0.34469E-02    0.22591E+07    0.22065E+04
   105    0.46714E+00   -0.53656E-04    0.30823E-02    0.22355E+07    0.21629E+04
