#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2    0.30556E+03   -0.10387E-04    0.13455E-02   -0.23830E-03    0.86538E-02   -0.10387E-04    0.68040E-10   -0.34685E-10   -0.91069E-09    0.40154E-09    0.13455E-02   -0.34685E-10    0.71659E-08   -0.11446E-08    0.44209E-07   -0.23830E-03   -0.91069E-09   -0.11446E-08    0.23201E-05    0.25713E-05    0.86538E-02    0.40154E-09    0.44209E-07    0.25713E-05    0.35683E-05
     3    0.21562E+03    0.71551E-05    0.89623E-03    0.58113E-03    0.10822E-01    0.71551E-05    0.21084E-10    0.26442E-10   -0.53690E-10    0.54785E-09    0.89623E-03    0.26442E-10    0.43551E-08    0.26708E-08    0.51686E-07    0.58113E-03   -0.53690E-10    0.26708E-08    0.45025E-05    0.51629E-05    0.10822E-01    0.54785E-09    0.51686E-07    0.51629E-05    0.71235E-05
     4    0.16284E+03    0.57474E-05    0.65495E-03    0.13947E-02    0.12796E-01    0.57474E-05    0.57044E-11    0.21146E-10    0.42768E-09    0.72755E-09    0.65495E-03    0.21146E-10    0.30040E-08    0.60836E-08    0.58494E-07    0.13947E-02    0.42768E-09    0.60836E-08    0.73234E-05    0.85988E-05    0.12796E-01    0.72755E-09    0.58494E-07    0.85988E-05    0.11860E-04
     5    0.12850E+03    0.29163E-05    0.50547E-03    0.21914E-02    0.14604E-01    0.29163E-05    0.19298E-11    0.10892E-10    0.39267E-09    0.52056E-09    0.50547E-03    0.10892E-10    0.22261E-08    0.92780E-08    0.64678E-07    0.21914E-02    0.39267E-09    0.92780E-08    0.10763E-04    0.12870E-04    0.14604E-01    0.52056E-09    0.64678E-07    0.12870E-04    0.17779E-04
     6    0.10453E+03    0.27283E-05    0.40443E-03    0.29527E-02    0.16246E-01    0.27283E-05    0.80064E-12    0.96563E-11    0.46722E-10    0.32229E-09    0.40443E-03    0.96563E-11    0.17275E-08    0.12265E-07    0.70212E-07    0.29527E-02    0.46722E-10    0.12265E-07    0.14805E-04    0.17966E-04    0.16246E-01    0.32229E-09    0.70212E-07    0.17966E-04    0.24874E-04
     7    0.86956E+02    0.37517E-05    0.33208E-03    0.36667E-02    0.17730E-01    0.37517E-05    0.53835E-12    0.13034E-10    0.35335E-09    0.10812E-08    0.33208E-03    0.13034E-10    0.13848E-08    0.15037E-07    0.75154E-07    0.36667E-02    0.35335E-09    0.15037E-07    0.19436E-04    0.23876E-04    0.17730E-01    0.10812E-08    0.75154E-07    0.23876E-04    0.33143E-04
     8    0.73597E+02    0.40195E-05    0.27809E-03    0.43343E-02    0.19074E-01    0.40195E-05    0.56209E-12    0.14241E-10    0.11484E-08    0.21061E-08    0.27809E-03    0.14241E-10    0.11373E-08    0.17610E-07    0.79583E-07    0.43343E-02    0.11484E-08    0.17610E-07    0.24639E-04    0.30589E-04    0.19074E-01    0.21061E-08    0.79583E-07    0.30589E-04    0.42581E-04
     9    0.63161E+02    0.31248E-05    0.23655E-03    0.49614E-02    0.20299E-01    0.31248E-05    0.45827E-12    0.11349E-10    0.14141E-08    0.21685E-08    0.23655E-03    0.11349E-10    0.95179E-09    0.20015E-07    0.83583E-07    0.49614E-02    0.14141E-08    0.20015E-07    0.30413E-04    0.38108E-04    0.20299E-01    0.21685E-08    0.83583E-07    0.38108E-04    0.53200E-04
    10    0.54816E+02    0.18592E-05    0.20374E-03    0.55489E-02    0.21411E-01    0.18592E-05    0.23566E-12    0.68506E-11    0.87643E-09    0.12702E-08    0.20374E-03    0.68506E-11    0.80865E-09    0.22261E-07    0.87187E-07    0.55489E-02    0.87643E-09    0.22261E-07    0.36747E-04    0.46427E-04    0.21411E-01    0.12702E-08    0.87187E-07    0.46427E-04    0.64997E-04
    11    0.48032E+02    0.10123E-05    0.17736E-03    0.61030E-02    0.22428E-01    0.10123E-05    0.88355E-13    0.36366E-11    0.14814E-09    0.35385E-09    0.17736E-03    0.36366E-11    0.69574E-09    0.24373E-07    0.90466E-07    0.61030E-02    0.14814E-09    0.24373E-07    0.43644E-04    0.55552E-04    0.22428E-01    0.35385E-09    0.90466E-07    0.55552E-04    0.77986E-04
    12    0.42570E+02   -0.23717E-03    0.15572E-03    0.66240E-02    0.23353E-01   -0.23717E-03    0.10382E-03    0.26643E-11   -0.11265E-09    0.18080E-09    0.15572E-03    0.26643E-11    0.60468E-09    0.26355E-07    0.93429E-07    0.66240E-02   -0.11265E-09    0.26355E-07    0.51097E-04    0.65480E-04    0.23353E-01    0.18080E-09    0.93429E-07    0.65480E-04    0.92166E-04
    13    0.37718E+02    0.91834E-06    0.13778E-03    0.71144E-02    0.24195E-01    0.91834E-06    0.10035E-12    0.30281E-11    0.97187E-10    0.62096E-09    0.13778E-03    0.30281E-11    0.53033E-09    0.28217E-07    0.96109E-07    0.71144E-02    0.97187E-10    0.28217E-07    0.59107E-04    0.76215E-04    0.24195E-01    0.62096E-09    0.96109E-07    0.76215E-04    0.10755E-03
    14    0.33697E+02    0.79597E-04    0.12269E-03    0.75774E-02    0.24964E-01    0.79597E-04   -0.27194E-04    0.35920E-11    0.57976E-09    0.13107E-08    0.12269E-03    0.35920E-11    0.46860E-09    0.29972E-07    0.98549E-07    0.75774E-02    0.57976E-09    0.29972E-07    0.67675E-04    0.87761E-04    0.24964E-01    0.13107E-08    0.98549E-07    0.87761E-04    0.12413E-03
    15    0.30338E+02    0.10949E-05    0.10989E-03    0.80149E-02    0.25665E-01    0.10949E-05    0.11561E-12    0.37649E-11    0.99798E-09    0.18092E-08    0.10989E-03    0.37649E-11    0.41685E-09    0.31629E-07    0.10077E-06    0.80149E-02    0.99798E-09    0.31629E-07    0.76800E-04    0.10012E-03    0.25665E-01    0.18092E-08    0.10077E-06    0.10012E-03    0.14194E-03
    16    0.27375E+02    0.32406E-03    0.98917E-04    0.84285E-02    0.26305E-01    0.32406E-03   -0.22586E-04    0.32476E-11    0.10686E-08    0.17780E-08    0.98917E-04    0.32476E-11    0.37296E-09    0.33195E-07    0.10280E-06    0.84285E-02    0.10686E-08    0.33195E-07    0.86484E-04    0.11330E-03    0.26305E-01    0.17780E-08    0.10280E-06    0.11330E-03    0.16096E-03
    17    0.24861E+02    0.66517E-06    0.89449E-04    0.88200E-02    0.26890E-01    0.66517E-06    0.59204E-13    0.23642E-11    0.86270E-09    0.13658E-08    0.89449E-04    0.23642E-11    0.33545E-09    0.34676E-07    0.10465E-06    0.88200E-02    0.86270E-09    0.34676E-07    0.96729E-04    0.12730E-03    0.26890E-01    0.13658E-08    0.10465E-06    0.12730E-03    0.18121E-03
    18    0.22202E+02   -0.52565E-03    0.81215E-04    0.91912E-02    0.27424E-01   -0.52565E-03    0.11488E-04    0.15443E-11    0.54489E-09    0.84270E-09    0.81215E-04    0.15443E-11    0.30311E-09    0.36080E-07    0.10634E-06    0.91912E-02    0.54489E-09    0.36080E-07    0.10754E-03    0.14212E-03    0.27424E-01    0.84270E-09    0.10634E-06    0.14212E-03    0.20270E-03
    19    0.20681E+02    0.27928E-06    0.74011E-04    0.95427E-02    0.27910E-01    0.27928E-06    0.27027E-13    0.10164E-11    0.29869E-09    0.47744E-09    0.74011E-04    0.10164E-11    0.27503E-09    0.37410E-07    0.10787E-06    0.95427E-02    0.29869E-09    0.37410E-07    0.11890E-03    0.15777E-03    0.27910E-01    0.47744E-09    0.10787E-06    0.15777E-03    0.22542E-03
    20    0.18990E+02   -0.10663E-04    0.67663E-04    0.98751E-02    0.28350E-01   -0.10663E-04    0.10034E-04    0.90470E-12    0.28044E-09    0.48900E-09    0.67663E-04    0.90470E-12    0.25047E-09    0.38666E-07    0.10926E-06    0.98751E-02    0.28044E-09    0.38666E-07    0.13083E-03    0.17424E-03    0.28350E-01    0.48900E-09    0.10926E-06    0.17424E-03    0.24936E-03
    21    0.17414E+02    0.30928E-06    0.62047E-04    0.10190E-01    0.28750E-01    0.30928E-06    0.22981E-13    0.11167E-11    0.51860E-09    0.89857E-09    0.62047E-04    0.11167E-11    0.22889E-09    0.39857E-07    0.11051E-06    0.10190E-01    0.51860E-09    0.39857E-07    0.14331E-03    0.19154E-03    0.28750E-01    0.89857E-09    0.11051E-06    0.19154E-03    0.27453E-03
    22    0.16088E+02   -0.42696E-04    0.57057E-04    0.10489E-01    0.29113E-01   -0.42696E-04   -0.67106E-05    0.15027E-11    0.98182E-09    0.16396E-08    0.57057E-04    0.15027E-11    0.20983E-09    0.40986E-07    0.11166E-06    0.10489E-01    0.98182E-09    0.40986E-07    0.15636E-03    0.20966E-03    0.29113E-01    0.16396E-08    0.11166E-06    0.20966E-03    0.30094E-03
    23    0.14816E+02    0.52896E-06    0.52604E-04    0.10772E-01    0.29441E-01    0.52896E-06    0.62635E-13    0.19011E-11    0.15273E-08    0.24922E-08    0.52604E-04    0.19011E-11    0.19291E-09    0.42056E-07    0.11269E-06    0.10772E-01    0.15273E-08    0.42056E-07    0.16996E-03    0.22861E-03    0.29441E-01    0.24922E-08    0.11269E-06    0.22861E-03    0.32858E-03
    24    0.13689E+02    0.19326E-03    0.48612E-04    0.11039E-01    0.29737E-01    0.19326E-03   -0.45945E-05    0.21694E-11    0.20001E-08    0.32222E-08    0.48612E-04    0.21694E-11    0.17782E-09    0.43069E-07    0.11362E-06    0.11039E-01    0.20001E-08    0.43069E-07    0.18412E-03    0.24837E-03    0.29737E-01    0.32222E-08    0.11362E-06    0.24837E-03    0.35743E-03
    25    0.12716E+02    0.62776E-06    0.45022E-04    0.11293E-01    0.30002E-01    0.62776E-06    0.10026E-12    0.22532E-11    0.23079E-08    0.36914E-08    0.45022E-04    0.22532E-11    0.16431E-09    0.44027E-07    0.11446E-06    0.11293E-01    0.23079E-08    0.44027E-07    0.19882E-03    0.26895E-03    0.30002E-01    0.36914E-08    0.11446E-06    0.26895E-03    0.38750E-03
    26    0.11760E+02    0.17379E-03    0.41783E-04    0.11532E-01    0.30240E-01    0.17379E-03    0.45677E-05    0.21357E-11    0.23894E-08    0.38088E-08    0.41783E-04    0.21357E-11    0.15218E-09    0.44935E-07    0.11521E-06    0.11532E-01    0.23894E-08    0.44935E-07    0.21408E-03    0.29034E-03    0.30240E-01    0.38088E-08    0.11521E-06    0.29034E-03    0.41877E-03
    27    0.10998E+02    0.52265E-06    0.38852E-04    0.11759E-01    0.30452E-01    0.52265E-06    0.83542E-13    0.18631E-11    0.22435E-08    0.35763E-08    0.38852E-04    0.18631E-11    0.14124E-09    0.45794E-07    0.11587E-06    0.11759E-01    0.22435E-08    0.45794E-07    0.22988E-03    0.31254E-03    0.30452E-01    0.35763E-08    0.11587E-06    0.31254E-03    0.45124E-03
    28    0.10227E+02   -0.24431E-03    0.36191E-04    0.11974E-01    0.30640E-01   -0.24431E-03    0.62322E-06    0.14977E-11    0.18966E-08    0.30377E-08    0.36191E-04    0.14977E-11    0.13135E-09    0.46605E-07    0.11646E-06    0.11974E-01    0.18966E-08    0.46605E-07    0.24622E-03    0.33553E-03    0.30640E-01    0.30377E-08    0.11646E-06    0.33553E-03    0.48489E-03
    29    0.95760E+01    0.31599E-06    0.33768E-04    0.12176E-01    0.30804E-01    0.31599E-06    0.44497E-13    0.11038E-11    0.14244E-08    0.23092E-08    0.33768E-04    0.11038E-11    0.12237E-09    0.47370E-07    0.11697E-06    0.12176E-01    0.14244E-08    0.47370E-07    0.26308E-03    0.35930E-03    0.30804E-01    0.23092E-08    0.11697E-06    0.35930E-03    0.51970E-03
    30    0.90255E+01    0.16700E-04    0.31555E-04    0.12365E-01    0.30945E-01    0.16700E-04   -0.21393E-05    0.74076E-12    0.91579E-09    0.15264E-08    0.31555E-04    0.74076E-12    0.11420E-09    0.48088E-07    0.11741E-06    0.12365E-01    0.91579E-09    0.48088E-07    0.28047E-03    0.38384E-03    0.30945E-01    0.15264E-08    0.11741E-06    0.38384E-03    0.55565E-03
    31    0.83858E+01    0.13551E-06    0.29531E-04    0.12543E-01    0.31065E-01    0.13551E-06    0.24770E-13    0.44548E-12    0.46353E-09    0.82749E-09    0.29531E-04    0.44548E-12    0.10674E-09    0.48763E-07    0.11778E-06    0.12543E-01    0.46353E-09    0.48763E-07    0.29836E-03    0.40914E-03    0.31065E-01    0.82749E-09    0.11778E-06    0.40914E-03    0.59272E-03
    32    0.78315E+01    0.16031E-03    0.27675E-04    0.12710E-01    0.31166E-01    0.16031E-03    0.18985E-05    0.24374E-12    0.14817E-09    0.33259E-09    0.27675E-04    0.24374E-12    0.99927E-10    0.49397E-07    0.11809E-06    0.12710E-01    0.14817E-09    0.49397E-07    0.31677E-03    0.43518E-03    0.31166E-01    0.33259E-09    0.11809E-06    0.43518E-03    0.63091E-03
    33    0.73827E+01    0.49226E-07    0.25971E-04    0.12867E-01    0.31251E-01    0.49226E-07    0.20088E-13    0.13866E-12   -0.25020E-11    0.85550E-10    0.25971E-04    0.13866E-12    0.93684E-10    0.49992E-07    0.11834E-06    0.12867E-01   -0.25020E-11    0.49992E-07    0.33567E-03    0.46197E-03    0.31251E-01    0.85550E-10    0.11834E-06    0.46197E-03    0.67018E-03
    34    0.69223E+01   -0.27666E-03    0.24403E-04    0.13015E-01    0.31318E-01   -0.27666E-03    0.58091E-06    0.12436E-12    0.20440E-10    0.10226E-09    0.24403E-04    0.12436E-12    0.87951E-10    0.50549E-07    0.11854E-06    0.13015E-01    0.20440E-10    0.50549E-07    0.35506E-03    0.48947E-03    0.31318E-01    0.10226E-09    0.11854E-06    0.48947E-03    0.71051E-03
    35    0.65308E+01    0.57453E-07    0.22957E-04    0.13152E-01    0.31370E-01    0.57453E-07    0.16302E-13    0.18160E-12    0.20332E-09    0.36288E-09    0.22957E-04    0.18160E-12    0.82676E-10    0.51070E-07    0.11868E-06    0.13152E-01    0.20332E-09    0.51070E-07    0.37492E-03    0.51767E-03    0.31370E-01    0.36288E-09    0.11868E-06    0.51767E-03    0.75188E-03
    36    0.62081E+01    0.46382E-03    0.21621E-04    0.13280E-01    0.31407E-01    0.46382E-03   -0.13653E-06    0.28753E-12    0.52399E-09    0.83402E-09    0.21621E-04    0.28753E-12    0.77812E-10    0.51554E-07    0.11878E-06    0.13280E-01    0.52399E-09    0.51554E-07    0.39524E-03    0.54656E-03    0.31407E-01    0.83402E-09    0.11878E-06    0.54656E-03    0.79427E-03
    37    0.58023E+01    0.11876E-06    0.20385E-04    0.13398E-01    0.31430E-01    0.11876E-06    0.14908E-13    0.41806E-12    0.94901E-09    0.14639E-08    0.20385E-04    0.41806E-12    0.73321E-10    0.52003E-07    0.11883E-06    0.13398E-01    0.94901E-09    0.52003E-07    0.41600E-03    0.57611E-03    0.31430E-01    0.14639E-08    0.11883E-06    0.57611E-03    0.83764E-03
    38    0.54525E+01   -0.55392E-03    0.19240E-04    0.13507E-01    0.31439E-01   -0.55392E-03    0.41830E-05    0.55072E-12    0.14380E-08    0.21905E-08    0.19240E-04    0.55072E-12    0.69166E-10    0.52417E-07    0.11883E-06    0.13507E-01    0.14380E-08    0.52417E-07    0.43721E-03    0.60630E-03    0.31439E-01    0.21905E-08    0.11883E-06    0.60630E-03    0.88195E-03
    39    0.52001E+01   -0.64611E-03    0.18177E-04    0.13607E-01    0.31434E-01   -0.64611E-03    0.55145E-05    0.67090E-12    0.19339E-08    0.29290E-08    0.18177E-04    0.67090E-12    0.65316E-10    0.52797E-07    0.11879E-06    0.13607E-01    0.19339E-08    0.52797E-07    0.45883E-03    0.63711E-03    0.31434E-01    0.29290E-08    0.11879E-06    0.63711E-03    0.92717E-03
    40    0.48948E+01    0.21033E-06    0.17190E-04    0.13699E-01    0.31417E-01    0.21033E-06    0.25749E-13    0.76591E-12    0.23757E-08    0.35888E-08    0.17190E-04    0.76591E-12    0.61742E-10    0.53144E-07    0.11870E-06    0.13699E-01    0.23757E-08    0.53144E-07    0.48085E-03    0.66852E-03    0.31417E-01    0.35888E-08    0.11870E-06    0.66852E-03    0.97328E-03
    41    0.47406E+01    0.12921E-02    0.16269E-04    0.13782E-01    0.31388E-01    0.12921E-02   -0.10177E-04    0.82582E-12    0.27120E-08    0.40941E-08    0.16269E-04    0.82582E-12    0.58417E-10    0.53457E-07    0.11858E-06    0.13782E-01    0.27120E-08    0.53457E-07    0.50325E-03    0.70049E-03    0.31388E-01    0.40941E-08    0.11858E-06    0.70049E-03    0.10202E-02
    42    0.44996E+01    0.24752E-02    0.15412E-04    0.13856E-01    0.31348E-01    0.24752E-02   -0.18179E-04    0.85173E-12    0.29312E-08    0.44274E-08    0.15412E-04    0.85173E-12    0.55322E-10    0.53740E-07    0.11841E-06    0.13856E-01    0.29312E-08    0.53740E-07    0.52603E-03    0.73302E-03    0.31348E-01    0.44274E-08    0.11841E-06    0.73302E-03    0.10680E-02
    43    0.42880E+01    0.26483E-02    0.14612E-04    0.13923E-01    0.31296E-01    0.26483E-02   -0.16190E-04    0.84746E-12    0.30317E-08    0.45858E-08    0.14612E-04    0.84746E-12    0.52439E-10    0.53991E-07    0.11821E-06    0.13923E-01    0.30317E-08    0.53991E-07    0.54916E-03    0.76608E-03    0.31296E-01    0.45858E-08    0.11821E-06    0.76608E-03    0.11165E-02
    44    0.39249E+01    0.18018E-02    0.13866E-04    0.13982E-01    0.31234E-01    0.18018E-02   -0.11250E-04    0.81686E-12    0.30118E-08    0.45666E-08    0.13866E-04    0.81686E-12    0.49750E-10    0.54214E-07    0.11797E-06    0.13982E-01    0.30118E-08    0.54214E-07    0.57265E-03    0.79966E-03    0.31234E-01    0.45666E-08    0.11797E-06    0.79966E-03    0.11658E-02
    45    0.37494E+01    0.20819E-06    0.13167E-04    0.14033E-01    0.31163E-01    0.20819E-06    0.31093E-13    0.76376E-12    0.28697E-08    0.43669E-08    0.13167E-04    0.76376E-12    0.47237E-10    0.54408E-07    0.11769E-06    0.14033E-01    0.28697E-08    0.54408E-07    0.59647E-03    0.83373E-03    0.31163E-01    0.43669E-08    0.11769E-06    0.83373E-03    0.12159E-02
    46    0.36626E+01   -0.44409E-02    0.12513E-04    0.14078E-01    0.31083E-01   -0.44409E-02    0.21386E-04    0.69239E-12    0.26090E-08    0.39918E-08    0.12513E-04    0.69239E-12    0.44885E-10    0.54576E-07    0.11739E-06    0.14078E-01    0.26090E-08    0.54576E-07    0.62061E-03    0.86829E-03    0.31083E-01    0.39918E-08    0.11739E-06    0.86829E-03    0.12666E-02
    47    0.35223E+01   -0.10322E-01    0.11900E-04    0.14116E-01    0.30995E-01   -0.10322E-01    0.45231E-04    0.60843E-12    0.22549E-08    0.34782E-08    0.11900E-04    0.60843E-12    0.42681E-10    0.54719E-07    0.11705E-06    0.14116E-01    0.22549E-08    0.54719E-07    0.64507E-03    0.90331E-03    0.30995E-01    0.34782E-08    0.11705E-06    0.90331E-03    0.13181E-02
    48    0.32688E+01   -0.13066E-01    0.11325E-04    0.14147E-01    0.30900E-01   -0.13066E-01    0.68040E-04    0.51796E-12    0.18377E-08    0.28708E-08    0.11325E-04    0.51796E-12    0.40615E-10    0.54838E-07    0.11669E-06    0.14147E-01    0.18377E-08    0.54838E-07    0.66983E-03    0.93878E-03    0.30900E-01    0.28708E-08    0.11669E-06    0.93878E-03    0.13702E-02
    49    0.29905E+01   -0.86922E-02    0.10785E-04    0.14173E-01    0.30797E-01   -0.86922E-02    0.64032E-04    0.42706E-12    0.13878E-08    0.22145E-08    0.10785E-04    0.42706E-12    0.38678E-10    0.54934E-07    0.11631E-06    0.14173E-01    0.13878E-08    0.54934E-07    0.69488E-03    0.97468E-03    0.30797E-01    0.22145E-08    0.11631E-06    0.97468E-03    0.14229E-02
    50    0.29248E+01    0.93943E-07    0.10278E-04    0.14193E-01    0.30689E-01    0.93943E-07    0.95634E-14    0.34180E-12    0.93562E-09    0.15541E-08    0.10278E-04    0.34180E-12    0.36858E-10    0.55009E-07    0.11590E-06    0.14193E-01    0.93562E-09    0.55009E-07    0.72021E-03    0.10110E-02    0.30689E-01    0.15541E-08    0.11590E-06    0.10110E-02    0.14763E-02
    51    0.28580E+01    0.87114E-02    0.98001E-05    0.14209E-01    0.30574E-01    0.87114E-02   -0.15865E-03    0.26724E-12    0.50927E-09    0.93104E-09    0.98001E-05    0.26724E-12    0.35146E-10    0.55065E-07    0.11547E-06    0.14209E-01    0.50927E-09    0.55065E-07    0.74581E-03    0.10477E-02    0.30574E-01    0.93104E-09    0.11547E-06    0.10477E-02    0.15302E-02
    52    0.30024E+01    0.12776E-01    0.93506E-05    0.14219E-01    0.30455E-01    0.12776E-01   -0.32573E-03    0.20433E-12    0.12810E-09    0.37310E-09    0.93506E-05    0.20433E-12    0.33534E-10    0.55101E-07    0.11502E-06    0.14219E-01    0.12810E-09    0.55101E-07    0.77166E-03    0.10848E-02    0.30455E-01    0.37310E-09    0.11502E-06    0.10848E-02    0.15847E-02
    53    0.29709E+01    0.92855E-02    0.89271E-05    0.14224E-01    0.30330E-01    0.92855E-02   -0.34961E-03    0.15303E-12   -0.19080E-09   -0.95288E-10    0.89271E-05    0.15303E-12    0.32017E-10    0.55120E-07    0.11456E-06    0.14224E-01   -0.19080E-09    0.55120E-07    0.79774E-03    0.11223E-02    0.30330E-01   -0.95288E-10    0.11456E-06    0.11223E-02    0.16397E-02
    54    0.26735E+01    0.33016E-02    0.85279E-05    0.14225E-01    0.30200E-01    0.33016E-02   -0.23463E-03    0.11329E-12   -0.43031E-09   -0.44970E-09    0.85279E-05    0.11329E-12    0.30587E-10    0.55120E-07    0.11407E-06    0.14225E-01   -0.43031E-09    0.55120E-07    0.82404E-03    0.11600E-02    0.30200E-01   -0.44970E-09    0.11407E-06    0.11600E-02    0.16952E-02
    55    0.23175E+01    0.24458E-07    0.81511E-05    0.14221E-01    0.30067E-01    0.24458E-07    0.39613E-14    0.85038E-13   -0.57335E-09   -0.66572E-09    0.81511E-05    0.85038E-13    0.29238E-10    0.55103E-07    0.11357E-06    0.14221E-01   -0.57335E-09    0.55103E-07    0.85053E-03    0.11981E-02    0.30067E-01   -0.66572E-09    0.11357E-06    0.11981E-02    0.17511E-02
    56    0.21147E+01   -0.17291E-02    0.77951E-05    0.14213E-01    0.29928E-01   -0.17291E-02    0.21343E-03    0.67965E-13   -0.60757E-09   -0.72570E-09    0.77951E-05    0.67965E-13    0.27964E-10    0.55070E-07    0.11306E-06    0.14213E-01   -0.60757E-09    0.55070E-07    0.87720E-03    0.12364E-02    0.29928E-01   -0.72570E-09    0.11306E-06    0.12364E-02    0.18074E-02
    57    0.19992E+01   -0.18358E-02    0.74586E-05    0.14201E-01    0.29786E-01   -0.18358E-02    0.29820E-03    0.60664E-13   -0.53974E-09   -0.63915E-09    0.74586E-05    0.60664E-13    0.26759E-10    0.55020E-07    0.11253E-06    0.14201E-01   -0.53974E-09    0.55020E-07    0.90403E-03    0.12750E-02    0.29786E-01   -0.63915E-09    0.11253E-06    0.12750E-02    0.18641E-02
    58    0.19841E+01   -0.12124E-02    0.71404E-05    0.14184E-01    0.29639E-01   -0.12124E-02    0.26287E-03    0.61465E-13   -0.38136E-09   -0.42238E-09    0.71404E-05    0.61465E-13    0.25620E-10    0.54954E-07    0.11198E-06    0.14184E-01   -0.38136E-09    0.54954E-07    0.93098E-03    0.13137E-02    0.29639E-01   -0.42238E-09    0.11198E-06    0.13137E-02    0.19211E-02
    59    0.19338E+01   -0.77348E-03    0.68392E-05    0.14163E-01    0.29489E-01   -0.77348E-03    0.14575E-03    0.68694E-13   -0.14397E-09   -0.91671E-10    0.68392E-05    0.68694E-13    0.24542E-10    0.54872E-07    0.11142E-06    0.14163E-01   -0.14397E-09    0.54872E-07    0.95804E-03    0.13527E-02    0.29489E-01   -0.91671E-10    0.11142E-06    0.13527E-02    0.19783E-02
    60    0.18613E+01    0.22486E-07    0.65539E-05    0.14138E-01    0.29334E-01    0.22486E-07    0.25549E-14    0.80679E-13    0.16091E-09    0.33668E-09    0.65539E-05    0.80679E-13    0.23521E-10    0.54773E-07    0.11084E-06    0.14138E-01    0.16091E-09    0.54773E-07    0.98518E-03    0.13917E-02    0.29334E-01    0.33668E-09    0.11084E-06    0.13917E-02    0.20357E-02
    61    0.20731E+01    0.18113E-02    0.62833E-05    0.14109E-01    0.29174E-01    0.18113E-02   -0.80085E-04    0.95803E-13    0.51989E-09    0.84369E-09    0.62833E-05    0.95803E-13    0.22553E-10    0.54657E-07    0.11025E-06    0.14109E-01    0.51989E-09    0.54657E-07    0.10124E-02    0.14309E-02    0.29174E-01    0.84369E-09    0.11025E-06    0.14309E-02    0.20933E-02
    62    0.19685E+01    0.37228E-02    0.60267E-05    0.14075E-01    0.29011E-01    0.37228E-02   -0.10301E-03    0.11266E-12    0.91209E-09    0.13996E-08    0.60267E-05    0.11266E-12    0.21635E-10    0.54526E-07    0.10964E-06    0.14075E-01    0.91209E-09    0.54526E-07    0.10396E-02    0.14701E-02    0.29011E-01    0.13996E-08    0.10964E-06    0.14701E-02    0.21509E-02
    63    0.17604E+01    0.47585E-02    0.57833E-05    0.14037E-01    0.28843E-01    0.47585E-02   -0.10297E-03    0.12991E-12    0.13148E-08    0.19719E-08    0.57833E-05    0.12991E-12    0.20763E-10    0.54378E-07    0.10902E-06    0.14037E-01    0.13148E-08    0.54378E-07    0.10668E-02    0.15093E-02    0.28843E-01    0.19719E-08    0.10902E-06    0.15093E-02    0.22086E-02
    64    0.17356E+01    0.37191E-02    0.55521E-05    0.13995E-01    0.28672E-01    0.37191E-02   -0.62183E-04    0.14621E-12    0.17051E-08    0.25282E-08    0.55521E-05    0.14621E-12    0.19936E-10    0.54215E-07    0.10838E-06    0.13995E-01    0.17051E-08    0.54215E-07    0.10940E-02    0.15485E-02    0.28672E-01    0.25282E-08    0.10838E-06    0.15485E-02    0.22663E-02
