#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.416658E-02   0.176442E+08   0.176424E+08  -0.219868E+05  -0.219969E+05   0.000000E+00   0.176439E+08   0.176439E+08   0.176439E+08  -0.439968E+00   0.947442E+07   0.947440E+07   0.145454E+01
   0.430780E-02   0.175820E+08   0.175801E+08  -0.204961E+05  -0.205055E+05   0.000000E+00   0.175817E+08   0.175817E+08   0.175817E+08  -0.438416E+00   0.944100E+07   0.944098E+07   0.149249E+01
   0.445382E-02   0.175175E+08   0.175155E+08  -0.191038E+05  -0.191126E+05   0.000000E+00   0.175172E+08   0.175172E+08   0.175172E+08  -0.436809E+00   0.940639E+07   0.940636E+07   0.153134E+01
   0.460478E-02   0.174509E+08   0.174487E+08  -0.178036E+05  -0.178118E+05   0.000000E+00   0.174505E+08   0.174505E+08   0.174505E+08  -0.435146E+00   0.937057E+07   0.937055E+07   0.157109E+01
   0.476086E-02   0.173819E+08   0.173796E+08  -0.165895E+05  -0.165971E+05   0.000000E+00   0.173815E+08   0.173815E+08   0.173815E+08  -0.433425E+00   0.933352E+07   0.933349E+07   0.161175E+01
   0.492223E-02   0.173106E+08   0.173081E+08  -0.154558E+05  -0.154629E+05   0.000000E+00   0.173102E+08   0.173102E+08   0.173102E+08  -0.431646E+00   0.929520E+07   0.929517E+07   0.165334E+01
   0.508907E-02   0.172368E+08   0.172342E+08  -0.143973E+05  -0.144039E+05   0.000000E+00   0.172364E+08   0.172364E+08   0.172364E+08  -0.429806E+00   0.925558E+07   0.925556E+07   0.169587E+01
   0.526156E-02   0.171606E+08   0.171579E+08  -0.134091E+05  -0.134153E+05   0.000000E+00   0.171602E+08   0.171602E+08   0.171602E+08  -0.427905E+00   0.921465E+07   0.921462E+07   0.173935E+01
   0.543990E-02   0.170819E+08   0.170790E+08  -0.124867E+05  -0.124925E+05   0.000000E+00   0.170814E+08   0.170814E+08   0.170814E+08  -0.425942E+00   0.917236E+07   0.917233E+07   0.178379E+01
   0.562429E-02   0.170006E+08   0.169975E+08  -0.116258E+05  -0.116311E+05   0.000000E+00   0.170001E+08   0.170001E+08   0.170001E+08  -0.423914E+00   0.912869E+07   0.912866E+07   0.182920E+01
   0.581492E-02   0.169167E+08   0.169134E+08  -0.108222E+05  -0.108272E+05   0.000000E+00   0.169162E+08   0.169162E+08   0.169162E+08  -0.421820E+00   0.908361E+07   0.908358E+07   0.187559E+01
   0.601202E-02   0.168301E+08   0.168265E+08  -0.100724E+05  -0.100770E+05   0.000000E+00   0.168295E+08   0.168295E+08   0.168295E+08  -0.419660E+00   0.903709E+07   0.903706E+07   0.192296E+01
   0.621580E-02   0.167408E+08   0.167370E+08  -0.937273E+04  -0.937705E+04   0.000000E+00   0.167402E+08   0.167402E+08   0.167402E+08  -0.417432E+00   0.898910E+07   0.898907E+07   0.197131E+01
   0.642648E-02   0.166486E+08   0.166446E+08  -0.871996E+04  -0.872398E+04   0.000000E+00   0.166480E+08   0.166480E+08   0.166480E+08  -0.415134E+00   0.893962E+07   0.893958E+07   0.202064E+01
   0.664431E-02   0.165537E+08   0.165494E+08  -0.811102E+04  -0.811476E+04   0.000000E+00   0.165530E+08   0.165530E+08   0.165530E+08  -0.412765E+00   0.888860E+07   0.888856E+07   0.207096E+01
   0.686952E-02   0.164558E+08   0.164513E+08  -0.754302E+04  -0.754650E+04   0.000000E+00   0.164551E+08   0.164551E+08   0.164551E+08  -0.410324E+00   0.883604E+07   0.883599E+07   0.212225E+01
   0.710236E-02   0.163550E+08   0.163502E+08  -0.701329E+04  -0.701652E+04   0.000000E+00   0.163543E+08   0.163543E+08   0.163543E+08  -0.407809E+00   0.878188E+07   0.878184E+07   0.217452E+01
   0.734310E-02   0.162512E+08   0.162461E+08  -0.651930E+04  -0.652231E+04   0.000000E+00   0.162504E+08   0.162504E+08   0.162504E+08  -0.405219E+00   0.872611E+07   0.872606E+07   0.222774E+01
   0.759199E-02   0.161444E+08   0.161389E+08  -0.605872E+04  -0.606151E+04   0.000000E+00   0.161435E+08   0.161435E+08   0.161435E+08  -0.402553E+00   0.866870E+07   0.866865E+07   0.228191E+01
   0.784933E-02   0.160344E+08   0.160286E+08  -0.562933E+04  -0.563192E+04   0.000000E+00   0.160335E+08   0.160335E+08   0.160335E+08  -0.399809E+00   0.860962E+07   0.860956E+07   0.233700E+01
   0.811538E-02   0.159212E+08   0.159150E+08  -0.522909E+04  -0.523150E+04   0.000000E+00   0.159203E+08   0.159203E+08   0.159203E+08  -0.396986E+00   0.854883E+07   0.854877E+07   0.239298E+01
   0.839045E-02   0.158049E+08   0.157983E+08  -0.485607E+04  -0.485831E+04   0.000000E+00   0.158039E+08   0.158039E+08   0.158038E+08  -0.394083E+00   0.848631E+07   0.848625E+07   0.244983E+01
   0.867485E-02   0.156852E+08   0.156782E+08  -0.450847E+04  -0.451055E+04   0.000000E+00   0.156841E+08   0.156841E+08   0.156841E+08  -0.391098E+00   0.842203E+07   0.842196E+07   0.250752E+01
   0.896888E-02   0.155622E+08   0.155548E+08  -0.418462E+04  -0.418654E+04   0.000000E+00   0.155611E+08   0.155611E+08   0.155611E+08  -0.388030E+00   0.835596E+07   0.835589E+07   0.256598E+01
   0.927288E-02   0.154359E+08   0.154280E+08  -0.388293E+04  -0.388472E+04   0.000000E+00   0.154347E+08   0.154347E+08   0.154347E+08  -0.384878E+00   0.828807E+07   0.828800E+07   0.262519E+01
   0.958719E-02   0.153061E+08   0.152977E+08  -0.360194E+04  -0.360360E+04   0.000000E+00   0.153048E+08   0.153048E+08   0.153048E+08  -0.381639E+00   0.821834E+07   0.821826E+07   0.268507E+01
   0.991215E-02   0.151728E+08   0.151639E+08  -0.334028E+04  -0.334182E+04   0.000000E+00   0.151715E+08   0.151715E+08   0.151715E+08  -0.378314E+00   0.814672E+07   0.814664E+07   0.274555E+01
   0.102481E-01   0.150360E+08   0.150266E+08  -0.309665E+04  -0.309808E+04   0.000000E+00   0.150345E+08   0.150345E+08   0.150345E+08  -0.374900E+00   0.807321E+07   0.807312E+07   0.280657E+01
   0.105955E-01   0.148956E+08   0.148856E+08  -0.286987E+04  -0.287119E+04   0.000000E+00   0.148940E+08   0.148940E+08   0.148940E+08  -0.371396E+00   0.799776E+07   0.799767E+07   0.286803E+01
   0.109546E-01   0.147515E+08   0.147409E+08  -0.265880E+04  -0.266002E+04   0.000000E+00   0.147499E+08   0.147499E+08   0.147499E+08  -0.367801E+00   0.792035E+07   0.792025E+07   0.292983E+01
   0.113259E-01   0.146037E+08   0.145925E+08  -0.246239E+04  -0.246352E+04   0.000000E+00   0.146020E+08   0.146020E+08   0.146020E+08  -0.364114E+00   0.784095E+07   0.784085E+07   0.299186E+01
   0.117098E-01   0.144522E+08   0.144404E+08  -0.227967E+04  -0.228072E+04   0.000000E+00   0.144504E+08   0.144504E+08   0.144504E+08  -0.360334E+00   0.775954E+07   0.775944E+07   0.305400E+01
   0.121067E-01   0.142969E+08   0.142844E+08  -0.210971E+04  -0.211068E+04   0.000000E+00   0.142950E+08   0.142950E+08   0.142950E+08  -0.356459E+00   0.767609E+07   0.767598E+07   0.311610E+01
   0.125171E-01   0.141378E+08   0.141245E+08  -0.195166E+04  -0.195256E+04   0.000000E+00   0.141358E+08   0.141358E+08   0.141358E+08  -0.352488E+00   0.759058E+07   0.759046E+07   0.317800E+01
   0.129414E-01   0.139748E+08   0.139607E+08  -0.180472E+04  -0.180556E+04   0.000000E+00   0.139726E+08   0.139726E+08   0.139726E+08  -0.348420E+00   0.750298E+07   0.750286E+07   0.323955E+01
   0.133800E-01   0.138078E+08   0.137930E+08  -0.166815E+04  -0.166892E+04   0.000000E+00   0.138056E+08   0.138056E+08   0.138056E+08  -0.344254E+00   0.741328E+07   0.741314E+07   0.330053E+01
   0.138335E-01   0.136370E+08   0.136212E+08  -0.154123E+04  -0.154195E+04   0.000000E+00   0.136345E+08   0.136345E+08   0.136345E+08  -0.339989E+00   0.732144E+07   0.732130E+07   0.336076E+01
   0.143024E-01   0.134621E+08   0.134455E+08  -0.142333E+04  -0.142399E+04   0.000000E+00   0.134595E+08   0.134595E+08   0.134595E+08  -0.335625E+00   0.722747E+07   0.722732E+07   0.341998E+01
   0.147872E-01   0.132832E+08   0.132657E+08  -0.131383E+04  -0.131443E+04   0.000000E+00   0.132805E+08   0.132805E+08   0.132805E+08  -0.331161E+00   0.713134E+07   0.713118E+07   0.347797E+01
   0.152884E-01   0.131003E+08   0.130818E+08  -0.121216E+04  -0.121271E+04   0.000000E+00   0.130975E+08   0.130975E+08   0.130975E+08  -0.326597E+00   0.703304E+07   0.703288E+07   0.353443E+01
   0.158066E-01   0.129133E+08   0.128939E+08  -0.111778E+04  -0.111830E+04   0.000000E+00   0.129104E+08   0.129104E+08   0.129104E+08  -0.321931E+00   0.693258E+07   0.693241E+07   0.358908E+01
   0.163424E-01   0.127224E+08   0.127019E+08  -0.103021E+04  -0.103069E+04   0.000000E+00   0.127192E+08   0.127192E+08   0.127192E+08  -0.317165E+00   0.682994E+07   0.682976E+07   0.364160E+01
   0.168963E-01   0.125273E+08   0.125058E+08  -0.948985E+03  -0.949423E+03   0.000000E+00   0.125240E+08   0.125240E+08   0.125240E+08  -0.312298E+00   0.672513E+07   0.672494E+07   0.369164E+01
   0.174690E-01   0.123283E+08   0.123057E+08  -0.873665E+03  -0.874067E+03   0.000000E+00   0.123248E+08   0.123248E+08   0.123248E+08  -0.307331E+00   0.661817E+07   0.661798E+07   0.373883E+01
   0.180611E-01   0.121253E+08   0.121016E+08  -0.803848E+03  -0.804219E+03   0.000000E+00   0.121217E+08   0.121217E+08   0.121217E+08  -0.302264E+00   0.650907E+07   0.650887E+07   0.378278E+01
   0.186733E-01   0.119184E+08   0.118935E+08  -0.739160E+03  -0.739501E+03   0.000000E+00   0.119146E+08   0.119146E+08   0.119146E+08  -0.297100E+00   0.639787E+07   0.639766E+07   0.382306E+01
   0.193062E-01   0.117076E+08   0.116815E+08  -0.679248E+03  -0.679561E+03   0.000000E+00   0.117036E+08   0.117036E+08   0.117036E+08  -0.291840E+00   0.628459E+07   0.628437E+07   0.385924E+01
   0.199606E-01   0.114931E+08   0.114658E+08  -0.623785E+03  -0.624073E+03   0.000000E+00   0.114889E+08   0.114889E+08   0.114889E+08  -0.286486E+00   0.616929E+07   0.616906E+07   0.389083E+01
   0.206372E-01   0.112749E+08   0.112464E+08  -0.572465E+03  -0.572729E+03   0.000000E+00   0.112705E+08   0.112705E+08   0.112705E+08  -0.281040E+00   0.605203E+07   0.605179E+07   0.391736E+01
   0.213367E-01   0.110532E+08   0.110234E+08  -0.525004E+03  -0.525246E+03   0.000000E+00   0.110486E+08   0.110486E+08   0.110486E+08  -0.275507E+00   0.593288E+07   0.593263E+07   0.393830E+01
   0.220599E-01   0.108281E+08   0.107971E+08  -0.481134E+03  -0.481355E+03   0.000000E+00   0.108234E+08   0.108234E+08   0.108234E+08  -0.269890E+00   0.581193E+07   0.581167E+07   0.395313E+01
   0.228076E-01   0.105999E+08   0.105677E+08  -0.440607E+03  -0.440810E+03   0.000000E+00   0.105950E+08   0.105950E+08   0.105950E+08  -0.264195E+00   0.568929E+07   0.568902E+07   0.396131E+01
   0.235807E-01   0.103688E+08   0.103353E+08  -0.403193E+03  -0.403379E+03   0.000000E+00   0.103636E+08   0.103636E+08   0.103636E+08  -0.258427E+00   0.556507E+07   0.556479E+07   0.396228E+01
   0.243800E-01   0.101350E+08   0.101003E+08  -0.368676E+03  -0.368846E+03   0.000000E+00   0.101297E+08   0.101297E+08   0.101297E+08  -0.252592E+00   0.543943E+07   0.543914E+07   0.395548E+01
   0.252063E-01   0.989883E+07   0.986296E+07  -0.336854E+03  -0.337009E+03   0.000000E+00   0.989332E+07   0.989332E+07   0.989332E+07  -0.246699E+00   0.531252E+07   0.531222E+07   0.394036E+01
   0.260607E-01   0.966066E+07   0.962364E+07  -0.307538E+03  -0.307680E+03   0.000000E+00   0.965498E+07   0.965498E+07   0.965498E+07  -0.240755E+00   0.518454E+07   0.518423E+07   0.391638E+01
   0.269440E-01   0.942087E+07   0.938274E+07  -0.280555E+03  -0.280684E+03   0.000000E+00   0.941501E+07   0.941501E+07   0.941501E+07  -0.234772E+00   0.505568E+07   0.505537E+07   0.388301E+01
   0.278573E-01   0.917988E+07   0.914071E+07  -0.255740E+03  -0.255858E+03   0.000000E+00   0.917387E+07   0.917387E+07   0.917387E+07  -0.228758E+00   0.492619E+07   0.492587E+07   0.383975E+01
   0.288015E-01   0.893819E+07   0.889805E+07  -0.232941E+03  -0.233048E+03   0.000000E+00   0.893202E+07   0.893202E+07   0.893202E+07  -0.222728E+00   0.479633E+07   0.479600E+07   0.378617E+01
   0.297777E-01   0.869631E+07   0.865530E+07  -0.212014E+03  -0.212112E+03   0.000000E+00   0.869001E+07   0.869001E+07   0.869001E+07  -0.216693E+00   0.466638E+07   0.466604E+07   0.372185E+01
   0.307871E-01   0.845483E+07   0.841305E+07  -0.192828E+03  -0.192917E+03   0.000000E+00   0.844842E+07   0.844842E+07   0.844842E+07  -0.210669E+00   0.453665E+07   0.453631E+07   0.364649E+01
   0.318306E-01   0.821438E+07   0.817195E+07  -0.175256E+03  -0.175337E+03   0.000000E+00   0.820786E+07   0.820786E+07   0.820786E+07  -0.204670E+00   0.440747E+07   0.440714E+07   0.355984E+01
   0.329095E-01   0.797561E+07   0.793267E+07  -0.159183E+03  -0.159256E+03   0.000000E+00   0.796901E+07   0.796901E+07   0.796901E+07  -0.198714E+00   0.427922E+07   0.427888E+07   0.346178E+01
   0.340250E-01   0.773923E+07   0.769593E+07  -0.144499E+03  -0.144566E+03   0.000000E+00   0.773258E+07   0.773258E+07   0.773258E+07  -0.192819E+00   0.415226E+07   0.415192E+07   0.335230E+01
   0.351782E-01   0.750597E+07   0.746249E+07  -0.131102E+03  -0.131163E+03   0.000000E+00   0.749929E+07   0.749929E+07   0.749929E+07  -0.187001E+00   0.402699E+07   0.402665E+07   0.323154E+01
   0.363706E-01   0.727657E+07   0.723310E+07  -0.118896E+03  -0.118951E+03   0.000000E+00   0.726990E+07   0.726990E+07   0.726990E+07  -0.181281E+00   0.390381E+07   0.390347E+07   0.309980E+01
   0.376034E-01   0.705181E+07   0.700854E+07  -0.107790E+03  -0.107839E+03   0.000000E+00   0.704516E+07   0.704516E+07   0.704516E+07  -0.175677E+00   0.378313E+07   0.378280E+07   0.295757E+01
   0.388780E-01   0.683086E+07   0.678801E+07  -0.976766E+02  -0.977216E+02   0.000000E+00   0.682428E+07   0.682428E+07   0.682428E+07  -0.170169E+00   0.366452E+07   0.366420E+07   0.280570E+01
   0.401957E-01   0.661587E+07   0.657366E+07  -0.884999E+02  -0.885407E+02   0.000000E+00   0.660939E+07   0.660939E+07   0.660939E+07  -0.164811E+00   0.354913E+07   0.354881E+07   0.264492E+01
   0.415582E-01   0.640769E+07   0.636633E+07  -0.801861E+02  -0.802230E+02   0.000000E+00   0.640134E+07   0.640134E+07   0.640134E+07  -0.159623E+00   0.343741E+07   0.343710E+07   0.247635E+01
   0.429668E-01   0.620705E+07   0.616679E+07  -0.726653E+02  -0.726988E+02   0.000000E+00   0.620086E+07   0.620086E+07   0.620086E+07  -0.154624E+00   0.332976E+07   0.332946E+07   0.230133E+01
   0.444232E-01   0.601454E+07   0.597560E+07  -0.658705E+02  -0.659009E+02   0.000000E+00   0.600856E+07   0.600856E+07   0.600856E+07  -0.149829E+00   0.322649E+07   0.322621E+07   0.212146E+01
   0.459289E-01   0.583054E+07   0.579313E+07  -0.597374E+02  -0.597650E+02   0.000000E+00   0.582479E+07   0.582479E+07   0.582479E+07  -0.145246E+00   0.312781E+07   0.312755E+07   0.193855E+01
   0.474857E-01   0.565515E+07   0.561948E+07  -0.542044E+02  -0.542294E+02   0.000000E+00   0.564968E+07   0.564968E+07   0.564968E+07  -0.140880E+00   0.303378E+07   0.303353E+07   0.175466E+01
   0.490952E-01   0.548826E+07   0.545451E+07  -0.492130E+02  -0.492357E+02   0.000000E+00   0.548308E+07   0.548308E+07   0.548308E+07  -0.136725E+00   0.294432E+07   0.294408E+07   0.157203E+01
   0.507593E-01   0.532949E+07   0.529781E+07  -0.447083E+02  -0.447289E+02   0.000000E+00   0.532463E+07   0.532463E+07   0.532463E+07  -0.132774E+00   0.285923E+07   0.285902E+07   0.139304E+01
   0.524798E-01   0.517828E+07   0.514878E+07  -0.406394E+02  -0.406582E+02   0.000000E+00   0.517375E+07   0.517375E+07   0.517375E+07  -0.129012E+00   0.277821E+07   0.277802E+07   0.122018E+01
   0.542586E-01   0.503391E+07   0.500668E+07  -0.369598E+02  -0.369768E+02   0.000000E+00   0.502973E+07   0.502973E+07   0.502973E+07  -0.125421E+00   0.270087E+07   0.270070E+07   0.105593E+01
   0.560977E-01   0.489561E+07   0.487066E+07  -0.336275E+02  -0.336430E+02   0.000000E+00   0.489178E+07   0.489178E+07   0.489178E+07  -0.121981E+00   0.262679E+07   0.262664E+07   0.902783E+00
   0.579991E-01   0.476253E+07   0.473983E+07  -0.306048E+02  -0.306190E+02   0.000000E+00   0.475904E+07   0.475904E+07   0.475904E+07  -0.118671E+00   0.255551E+07   0.255538E+07   0.763011E+00
   0.599650E-01   0.463751E+07   0.461699E+07  -0.278807E+02  -0.278935E+02   0.000000E+00   0.463436E+07   0.463436E+07   0.463436E+07  -0.115562E+00   0.248856E+07   0.248844E+07   0.638404E+00
   0.626988E-01   0.447233E+07   0.445446E+07  -0.245954E+02  -0.246067E+02   0.000000E+00   0.446959E+07   0.446959E+07   0.446959E+07  -0.111453E+00   0.240007E+07   0.239998E+07   0.499029E+00
   0.654325E-01   0.431650E+07   0.430079E+07  -0.217972E+02  -0.218073E+02   0.000000E+00   0.431409E+07   0.431409E+07   0.431409E+07  -0.107576E+00   0.231657E+07   0.231649E+07   0.396810E+00
   0.681663E-01   0.416621E+07   0.415213E+07  -0.193853E+02  -0.193943E+02   0.000000E+00   0.416404E+07   0.416404E+07   0.416404E+07  -0.103834E+00   0.223600E+07   0.223593E+07   0.328238E+00
   0.709001E-01   0.401860E+07   0.400563E+07  -0.172847E+02  -0.172927E+02   0.000000E+00   0.401661E+07   0.401661E+07   0.401661E+07  -0.100158E+00   0.215683E+07   0.215677E+07   0.288716E+00
   0.736338E-01   0.387196E+07   0.385957E+07  -0.154404E+02  -0.154475E+02   0.000000E+00   0.387006E+07   0.387006E+07   0.387006E+07  -0.965033E-01   0.207814E+07   0.207808E+07   0.272932E+00
   0.763676E-01   0.372566E+07   0.371342E+07  -0.138122E+02  -0.138186E+02   0.000000E+00   0.372378E+07   0.372378E+07   0.372378E+07  -0.928557E-01   0.199959E+07   0.199953E+07   0.275242E+00
   0.791013E-01   0.358007E+07   0.356761E+07  -0.123706E+02  -0.123763E+02   0.000000E+00   0.357815E+07   0.357815E+07   0.357815E+07  -0.892244E-01   0.192139E+07   0.192132E+07   0.289997E+00
   0.818351E-01   0.343619E+07   0.342325E+07  -0.110931E+02  -0.110982E+02   0.000000E+00   0.343420E+07   0.343420E+07   0.343420E+07  -0.856349E-01   0.184410E+07   0.184402E+07   0.311880E+00
   0.845689E-01   0.329537E+07   0.328178E+07  -0.996134E+01  -0.996593E+01   0.000000E+00   0.329328E+07   0.329328E+07   0.329328E+07  -0.821208E-01   0.176842E+07   0.176834E+07   0.336154E+00
   0.873026E-01   0.315899E+07   0.314469E+07  -0.895997E+01  -0.896411E+01   0.000000E+00   0.315679E+07   0.315679E+07   0.315679E+07  -0.787174E-01   0.169513E+07   0.169504E+07   0.358848E+00
   0.900364E-01   0.302835E+07   0.301339E+07  -0.807534E+01  -0.807907E+01   0.000000E+00   0.302605E+07   0.302605E+07   0.302605E+07  -0.754573E-01   0.162493E+07   0.162483E+07   0.376884E+00
   0.927702E-01   0.290462E+07   0.288911E+07  -0.729528E+01  -0.729864E+01   0.000000E+00   0.290224E+07   0.290224E+07   0.290224E+07  -0.723698E-01   0.155845E+07   0.155834E+07   0.388111E+00
   0.955039E-01   0.278882E+07   0.277294E+07  -0.660887E+01  -0.661192E+01   0.000000E+00   0.278638E+07   0.278638E+07   0.278638E+07  -0.694808E-01   0.149623E+07   0.149612E+07   0.391297E+00
   0.982377E-01   0.268180E+07   0.266578E+07  -0.600627E+01  -0.600903E+01   0.000000E+00   0.267934E+07   0.267934E+07   0.267934E+07  -0.668117E-01   0.143876E+07   0.143864E+07   0.386056E+00
   0.100971E+00   0.258417E+07   0.256826E+07  -0.547833E+01  -0.548086E+01   0.000000E+00   0.258173E+07   0.258173E+07   0.258173E+07  -0.643777E-01   0.138634E+07   0.138623E+07   0.372736E+00
   0.103705E+00   0.249618E+07   0.248061E+07  -0.501642E+01  -0.501873E+01   0.000000E+00   0.249379E+07   0.249379E+07   0.249379E+07  -0.621849E-01   0.133912E+07   0.133901E+07   0.352283E+00
   0.106439E+00   0.241763E+07   0.240264E+07  -0.461220E+01  -0.461433E+01   0.000000E+00   0.241533E+07   0.241533E+07   0.241533E+07  -0.602283E-01   0.129699E+07   0.129688E+07   0.326091E+00
   0.109173E+00   0.234787E+07   0.233365E+07  -0.425767E+01  -0.425964E+01   0.000000E+00   0.234568E+07   0.234568E+07   0.234568E+07  -0.584917E-01   0.125959E+07   0.125949E+07   0.295834E+00
   0.111907E+00   0.228589E+07   0.227258E+07  -0.394534E+01  -0.394716E+01   0.000000E+00   0.228385E+07   0.228385E+07   0.228385E+07  -0.569497E-01   0.122638E+07   0.122630E+07   0.263313E+00
   0.114640E+00   0.223044E+07   0.221814E+07  -0.366836E+01  -0.367005E+01   0.000000E+00   0.222855E+07   0.222855E+07   0.222855E+07  -0.555709E-01   0.119669E+07   0.119661E+07   0.230308E+00
   0.117374E+00   0.218017E+07   0.216890E+07  -0.342073E+01  -0.342231E+01   0.000000E+00   0.217844E+07   0.217844E+07   0.217844E+07  -0.543212E-01   0.116978E+07   0.116971E+07   0.198458E+00
   0.120108E+00   0.213371E+07   0.212347E+07  -0.319732E+01  -0.319880E+01   0.000000E+00   0.213214E+07   0.213214E+07   0.213214E+07  -0.531667E-01   0.114492E+07   0.114485E+07   0.169161E+00
   0.122842E+00   0.208980E+07   0.208050E+07  -0.299382E+01  -0.299520E+01   0.000000E+00   0.208837E+07   0.208837E+07   0.208837E+07  -0.520753E-01   0.112141E+07   0.112136E+07   0.143509E+00
   0.125575E+00   0.204724E+07   0.203877E+07  -0.280665E+01  -0.280795E+01   0.000000E+00   0.204594E+07   0.204594E+07   0.204594E+07  -0.510172E-01   0.109862E+07   0.109858E+07   0.122249E+00
   0.128309E+00   0.200499E+07   0.199722E+07  -0.263294E+01  -0.263416E+01   0.000000E+00   0.200380E+07   0.200380E+07   0.200380E+07  -0.499664E-01   0.107600E+07   0.107596E+07   0.105770E+00
   0.131043E+00   0.196221E+07   0.195497E+07  -0.247044E+01  -0.247157E+01   0.000000E+00   0.196110E+07   0.196110E+07   0.196110E+07  -0.489017E-01   0.105307E+07   0.105303E+07   0.941258E-01
   0.133777E+00   0.191831E+07   0.191143E+07  -0.231750E+01  -0.231856E+01   0.000000E+00   0.191726E+07   0.191726E+07   0.191726E+07  -0.478084E-01   0.102952E+07   0.102949E+07   0.870598E-01
   0.136510E+00   0.187301E+07   0.186633E+07  -0.217305E+01  -0.217406E+01   0.000000E+00   0.187198E+07   0.187198E+07   0.187198E+07  -0.466795E-01   0.100521E+07   0.100518E+07   0.840634E-01
   0.139244E+00   0.182634E+07   0.181971E+07  -0.203651E+01  -0.203745E+01   0.000000E+00   0.182533E+07   0.182533E+07   0.182533E+07  -0.455161E-01   0.980161E+06   0.980126E+06   0.844370E-01
   0.141978E+00   0.177863E+07   0.177192E+07  -0.190764E+01  -0.190852E+01   0.000000E+00   0.177760E+07   0.177760E+07   0.177760E+07  -0.443260E-01   0.954534E+06   0.954497E+06   0.873592E-01
   0.144712E+00   0.173038E+07   0.172349E+07  -0.178638E+01  -0.178721E+01   0.000000E+00   0.172932E+07   0.172932E+07   0.172932E+07  -0.431221E-01   0.928609E+06   0.928570E+06   0.919568E-01
   0.147445E+00   0.168219E+07   0.167506E+07  -0.167278E+01  -0.167355E+01   0.000000E+00   0.168109E+07   0.168109E+07   0.168109E+07  -0.419195E-01   0.902712E+06   0.902669E+06   0.973696E-01
   0.150179E+00   0.163467E+07   0.162728E+07  -0.156683E+01  -0.156755E+01   0.000000E+00   0.163353E+07   0.163353E+07   0.163353E+07  -0.407336E-01   0.877174E+06   0.877128E+06   0.102806E+00
   0.152913E+00   0.158840E+07   0.158076E+07  -0.146848E+01  -0.146915E+01   0.000000E+00   0.158722E+07   0.158722E+07   0.158722E+07  -0.395788E-01   0.852308E+06   0.852258E+06   0.107584E+00
