#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.156415E+00   0.140303E+07   0.139483E+07  -0.167659E+01  -0.167712E+01   0.000000E+00   0.140164E+07   0.140164E+07   0.140164E+07  -0.316019E-01   0.711091E+06   0.711038E+06   0.112795E+00
   0.159148E+00   0.136456E+07   0.135633E+07  -0.157503E+01  -0.157554E+01   0.000000E+00   0.136316E+07   0.136316E+07   0.136316E+07  -0.307344E-01   0.691571E+06   0.691518E+06   0.111789E+00
   0.161882E+00   0.132970E+07   0.132155E+07  -0.148338E+01  -0.148385E+01   0.000000E+00   0.132832E+07   0.132832E+07   0.132832E+07  -0.299489E-01   0.673896E+06   0.673843E+06   0.108789E+00
   0.164616E+00   0.129850E+07   0.129053E+07  -0.140086E+01  -0.140131E+01   0.000000E+00   0.129715E+07   0.129715E+07   0.129715E+07  -0.292461E-01   0.658083E+06   0.658031E+06   0.104009E+00
   0.167350E+00   0.127074E+07   0.126303E+07  -0.132650E+01  -0.132692E+01   0.000000E+00   0.126943E+07   0.126943E+07   0.126943E+07  -0.286212E-01   0.644021E+06   0.643971E+06   0.977760E-01
   0.170083E+00   0.124601E+07   0.123863E+07  -0.125923E+01  -0.125963E+01   0.000000E+00   0.124475E+07   0.124475E+07   0.124475E+07  -0.280647E-01   0.631499E+06   0.631453E+06   0.904958E-01
   0.172817E+00   0.122377E+07   0.121678E+07  -0.119797E+01  -0.119836E+01   0.000000E+00   0.122258E+07   0.122258E+07   0.122258E+07  -0.275649E-01   0.620253E+06   0.620210E+06   0.826118E-01
   0.175551E+00   0.120349E+07   0.119691E+07  -0.114175E+01  -0.114212E+01   0.000000E+00   0.120237E+07   0.120237E+07   0.120237E+07  -0.271092E-01   0.609998E+06   0.609959E+06   0.745688E-01
   0.178285E+00   0.118462E+07   0.117847E+07  -0.108969E+01  -0.109004E+01   0.000000E+00   0.118358E+07   0.118358E+07   0.118358E+07  -0.266854E-01   0.600462E+06   0.600426E+06   0.667804E-01
   0.181019E+00   0.116667E+07   0.116092E+07  -0.104105E+01  -0.104138E+01   0.000000E+00   0.116569E+07   0.116569E+07   0.116569E+07  -0.262822E-01   0.591387E+06   0.591355E+06   0.596031E-01
   0.183752E+00   0.114916E+07   0.114379E+07  -0.995177E+00  -0.995496E+00   0.000000E+00   0.114824E+07   0.114824E+07   0.114824E+07  -0.258888E-01   0.582536E+06   0.582506E+06   0.533177E-01
   0.186486E+00   0.113166E+07   0.112662E+07  -0.951533E+00  -0.951839E+00   0.000000E+00   0.113080E+07   0.113080E+07   0.113080E+07  -0.254956E-01   0.573687E+06   0.573660E+06   0.481181E-01
   0.189220E+00   0.111380E+07   0.110903E+07  -0.909677E+00  -0.909969E+00   0.000000E+00   0.111299E+07   0.111299E+07   0.111299E+07  -0.250940E-01   0.564651E+06   0.564626E+06   0.441070E-01
   0.191954E+00   0.109531E+07   0.109073E+07  -0.869285E+00  -0.869564E+00   0.000000E+00   0.109453E+07   0.109453E+07   0.109453E+07  -0.246777E-01   0.555284E+06   0.555260E+06   0.412986E-01
   0.194687E+00   0.107601E+07   0.107155E+07  -0.830159E+00  -0.830425E+00   0.000000E+00   0.107525E+07   0.107525E+07   0.107525E+07  -0.242431E-01   0.545503E+06   0.545480E+06   0.396271E-01
   0.197421E+00   0.105588E+07   0.105149E+07  -0.792224E+00  -0.792479E+00   0.000000E+00   0.105513E+07   0.105513E+07   0.105513E+07  -0.237895E-01   0.535298E+06   0.535275E+06   0.389597E-01
   0.200155E+00   0.103503E+07   0.103065E+07  -0.755505E+00  -0.755747E+00   0.000000E+00   0.103429E+07   0.103429E+07   0.103429E+07  -0.233195E-01   0.524722E+06   0.524698E+06   0.391132E-01
   0.202889E+00   0.101366E+07   0.100925E+07  -0.720087E+00  -0.720318E+00   0.000000E+00   0.101291E+07   0.101291E+07   0.101291E+07  -0.228375E-01   0.513876E+06   0.513852E+06   0.398725E-01
   0.205622E+00   0.992017E+06   0.987540E+06  -0.686083E+00  -0.686304E+00   0.000000E+00   0.991257E+06   0.991257E+06   0.991257E+06  -0.223493E-01   0.502892E+06   0.502866E+06   0.410090E-01
   0.208356E+00   0.970380E+06   0.965818E+06  -0.653606E+00  -0.653815E+00   0.000000E+00   0.969605E+06   0.969605E+06   0.969605E+06  -0.218611E-01   0.491907E+06   0.491881E+06   0.422978E-01
   0.211090E+00   0.949016E+06   0.944365E+06  -0.622748E+00  -0.622948E+00   0.000000E+00   0.948226E+06   0.948226E+06   0.948226E+06  -0.213791E-01   0.481062E+06   0.481034E+06   0.435329E-01
   0.213824E+00   0.928183E+06   0.923450E+06  -0.593585E+00  -0.593776E+00   0.000000E+00   0.927379E+06   0.927379E+06   0.927379E+06  -0.209091E-01   0.470486E+06   0.470457E+06   0.445392E-01
   0.222376E+00   0.868934E+06   0.864106E+06  -0.513742E+00  -0.513906E+00   0.000000E+00   0.868114E+06   0.868114E+06   0.868114E+06  -0.195729E-01   0.440419E+06   0.440389E+06   0.449664E-01
   0.231269E+00   0.820166E+06   0.815588E+06  -0.448327E+00  -0.448471E+00   0.000000E+00   0.819388E+06   0.819388E+06   0.819388E+06  -0.184743E-01   0.415699E+06   0.415671E+06   0.404856E-01
   0.240519E+00   0.781328E+06   0.777278E+06  -0.394902E+00  -0.395029E+00   0.000000E+00   0.780641E+06   0.780641E+06   0.780641E+06  -0.176007E-01   0.396041E+06   0.396017E+06   0.329327E-01
   0.250138E+00   0.746327E+06   0.742818E+06  -0.348782E+00  -0.348894E+00   0.000000E+00   0.745731E+06   0.745731E+06   0.745731E+06  -0.168136E-01   0.378330E+06   0.378310E+06   0.260848E-01
   0.260143E+00   0.709130E+06   0.705926E+06  -0.306408E+00  -0.306507E+00   0.000000E+00   0.708586E+06   0.708586E+06   0.708586E+06  -0.159761E-01   0.359485E+06   0.359467E+06   0.226700E-01
   0.270547E+00   0.667479E+06   0.664311E+06  -0.266646E+00  -0.266732E+00   0.000000E+00   0.666941E+06   0.666941E+06   0.666941E+06  -0.150372E-01   0.338358E+06   0.338340E+06   0.224205E-01
   0.281367E+00   0.625278E+06   0.622067E+06  -0.230932E+00  -0.231006E+00   0.000000E+00   0.624732E+06   0.624732E+06   0.624732E+06  -0.140855E-01   0.316944E+06   0.316925E+06   0.227341E-01
   0.292621E+00   0.587839E+06   0.584726E+06  -0.200722E+00  -0.200787E+00   0.000000E+00   0.587310E+06   0.587310E+06   0.587310E+06  -0.132418E-01   0.297959E+06   0.297940E+06   0.213073E-01
   0.304324E+00   0.556804E+06   0.553967E+06  -0.175788E+00  -0.175845E+00   0.000000E+00   0.556322E+06   0.556322E+06   0.556322E+06  -0.125431E-01   0.282238E+06   0.282221E+06   0.181824E-01
   0.316495E+00   0.528826E+06   0.526284E+06  -0.154368E+00  -0.154418E+00   0.000000E+00   0.528394E+06   0.528394E+06   0.528394E+06  -0.119134E-01   0.268069E+06   0.268055E+06   0.152231E-01
   0.329154E+00   0.499750E+06   0.497366E+06  -0.134877E+00  -0.134920E+00   0.000000E+00   0.499345E+06   0.499345E+06   0.499345E+06  -0.112585E-01   0.253332E+06   0.253318E+06   0.137843E-01
   0.342318E+00   0.469413E+06   0.467076E+06  -0.117129E+00  -0.117166E+00   0.000000E+00   0.469016E+06   0.469016E+06   0.469016E+06  -0.105746E-01   0.237945E+06   0.237931E+06   0.133244E-01
   0.356009E+00   0.441142E+06   0.438886E+06  -0.101769E+00  -0.101802E+00   0.000000E+00   0.440759E+06   0.440759E+06   0.440759E+06  -0.993755E-02   0.223610E+06   0.223596E+06   0.124817E-01
   0.370247E+00   0.416582E+06   0.414494E+06  -0.888550E-01  -0.888835E-01   0.000000E+00   0.416227E+06   0.416227E+06   0.416227E+06  -0.938444E-02   0.211164E+06   0.211151E+06   0.109440E-01
   0.385055E+00   0.393862E+06   0.391943E+06  -0.776735E-01  -0.776984E-01   0.000000E+00   0.393536E+06   0.393536E+06   0.393536E+06  -0.887284E-02   0.199652E+06   0.199641E+06   0.954701E-02
   0.400456E+00   0.370973E+06   0.369151E+06  -0.676404E-01  -0.676621E-01   0.000000E+00   0.370664E+06   0.370664E+06   0.370664E+06  -0.835715E-02   0.188048E+06   0.188037E+06   0.878326E-02
   0.416472E+00   0.348624E+06   0.346875E+06  -0.587696E-01  -0.587884E-01   0.000000E+00   0.348327E+06   0.348327E+06   0.348327E+06  -0.785354E-02   0.176716E+06   0.176706E+06   0.818967E-02
   0.433128E+00   0.328369E+06   0.326729E+06  -0.511795E-01  -0.511959E-01   0.000000E+00   0.328090E+06   0.328090E+06   0.328090E+06  -0.739727E-02   0.166449E+06   0.166440E+06   0.734858E-02
   0.450451E+00   0.309672E+06   0.308148E+06  -0.446250E-01  -0.446394E-01   0.000000E+00   0.309413E+06   0.309413E+06   0.309413E+06  -0.697617E-02   0.156974E+06   0.156965E+06   0.652018E-02
   0.468467E+00   0.291422E+06   0.289981E+06  -0.388271E-01  -0.388396E-01   0.000000E+00   0.291178E+06   0.291178E+06   0.291178E+06  -0.656502E-02   0.147723E+06   0.147714E+06   0.595055E-02
   0.487203E+00   0.274001E+06   0.272635E+06  -0.337520E-01  -0.337629E-01   0.000000E+00   0.273769E+06   0.273769E+06   0.273769E+06  -0.617252E-02   0.138891E+06   0.138883E+06   0.544169E-02
   0.506689E+00   0.257936E+06   0.256657E+06  -0.293764E-01  -0.293858E-01   0.000000E+00   0.257719E+06   0.257719E+06   0.257719E+06  -0.581064E-02   0.130748E+06   0.130740E+06   0.487911E-02
   0.526954E+00   0.242729E+06   0.241529E+06  -0.255592E-01  -0.255674E-01   0.000000E+00   0.242525E+06   0.242525E+06   0.242525E+06  -0.546807E-02   0.123040E+06   0.123033E+06   0.439976E-02
   0.548029E+00   0.228176E+06   0.227043E+06  -0.222143E-01  -0.222214E-01   0.000000E+00   0.227984E+06   0.227984E+06   0.227984E+06  -0.514023E-02   0.115663E+06   0.115656E+06   0.400388E-02
   0.569947E+00   0.214569E+06   0.213505E+06  -0.193137E-01  -0.193199E-01   0.000000E+00   0.214388E+06   0.214388E+06   0.214388E+06  -0.483369E-02   0.108765E+06   0.108759E+06   0.361085E-02
   0.592742E+00   0.201753E+06   0.200755E+06  -0.167903E-01  -0.167957E-01   0.000000E+00   0.201584E+06   0.201584E+06   0.201584E+06  -0.454500E-02   0.102269E+06   0.102263E+06   0.325736E-02
   0.616449E+00   0.189590E+06   0.188650E+06  -0.145879E-01  -0.145925E-01   0.000000E+00   0.189431E+06   0.189431E+06   0.189431E+06  -0.427099E-02   0.961035E+05   0.960981E+05   0.295095E-02
   0.641104E+00   0.178170E+06   0.177287E+06  -0.126750E-01  -0.126790E-01   0.000000E+00   0.178020E+06   0.178020E+06   0.178020E+06  -0.401371E-02   0.903144E+05   0.903093E+05   0.266259E-02
   0.800641E+00   0.124797E+06   0.124179E+06  -0.569245E-02  -0.569428E-02   0.000000E+00   0.124692E+06   0.124692E+06   0.124692E+06  -0.281137E-02   0.632600E+05   0.632564E+05   0.149284E-02
   0.999880E+00   0.869123E+05   0.864821E+05  -0.254188E-02  -0.254270E-02   0.000000E+00   0.868392E+05   0.868392E+05   0.868392E+05  -0.195792E-02   0.440560E+05   0.440535E+05   0.832605E-03
   0.124870E+01   0.602156E+05   0.599176E+05  -0.112918E-02  -0.112954E-02   0.000000E+00   0.601650E+05   0.601650E+05   0.601650E+05  -0.135651E-02   0.305234E+05   0.305217E+05   0.462317E-03
   0.155944E+01   0.415251E+05   0.413196E+05  -0.499282E-03  -0.499442E-03   0.000000E+00   0.414902E+05   0.414902E+05   0.414902E+05  -0.935457E-03   0.210492E+05   0.210480E+05   0.255779E-03
   0.194750E+01   0.285154E+05   0.283744E+05  -0.219834E-03  -0.219905E-03   0.000000E+00   0.284915E+05   0.284915E+05   0.284915E+05  -0.642382E-03   0.144545E+05   0.144537E+05   0.141128E-03
   0.243213E+01   0.195068E+05   0.194103E+05  -0.964234E-04  -0.964543E-04   0.000000E+00   0.194905E+05   0.194905E+05   0.194905E+05  -0.439440E-03   0.988805E+04   0.988749E+04   0.777471E-04
   0.303737E+01   0.132979E+05   0.132321E+05  -0.421463E-04  -0.421598E-04   0.000000E+00   0.132867E+05   0.132867E+05   0.132867E+05  -0.299568E-03   0.674073E+04   0.674034E+04   0.428284E-04
   0.379321E+01   0.903655E+04   0.899181E+04  -0.183636E-04  -0.183695E-04   0.000000E+00   0.902895E+04   0.902895E+04   0.902895E+04  -0.203571E-03   0.458064E+04   0.458037E+04   0.236408E-04
   0.473715E+01   0.612299E+04   0.609265E+04  -0.797811E-05  -0.798067E-05   0.000000E+00   0.611783E+04   0.611783E+04   0.611783E+04  -0.137935E-03   0.310375E+04   0.310356E+04   0.131139E-04
   0.591598E+01   0.413782E+04   0.411730E+04  -0.345691E-05  -0.345802E-05   0.000000E+00   0.413433E+04   0.413433E+04   0.413433E+04  -0.932145E-04   0.209746E+04   0.209733E+04   0.734009E-05
   0.738817E+01   0.278946E+04   0.277560E+04  -0.149423E-05  -0.149471E-05   0.000000E+00   0.278711E+04   0.278711E+04   0.278711E+04  -0.628394E-04   0.141398E+04   0.141389E+04   0.416814E-05
   0.922671E+01   0.187627E+04   0.186692E+04  -0.644426E-06  -0.644633E-06   0.000000E+00   0.187468E+04   0.187468E+04   0.187468E+04  -0.422673E-04   0.951078E+03   0.951011E+03   0.241821E-05
   0.115228E+02   0.125941E+04   0.125311E+04  -0.277349E-06  -0.277438E-06   0.000000E+00   0.125834E+04   0.125834E+04   0.125834E+04  -0.283711E-04   0.638393E+03   0.638343E+03   0.144512E-05
