#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.150947E+00   0.152410E+07   0.151633E+07  -0.183227E+01  -0.183290E+01   0.000000E+00   0.152281E+07   0.152281E+07   0.152281E+07  -0.352436E-01   0.784055E+06   0.784006E+06   0.107727E+00
   0.153681E+00   0.147907E+07   0.147108E+07  -0.171536E+01  -0.171596E+01   0.000000E+00   0.147775E+07   0.147775E+07   0.147775E+07  -0.342007E-01   0.760855E+06   0.760803E+06   0.111214E+00
   0.156415E+00   0.143657E+07   0.142843E+07  -0.160828E+01  -0.160884E+01   0.000000E+00   0.143522E+07   0.143522E+07   0.143522E+07  -0.332165E-01   0.738959E+06   0.738906E+06   0.112893E+00
   0.159148E+00   0.139708E+07   0.138889E+07  -0.151076E+01  -0.151129E+01   0.000000E+00   0.139573E+07   0.139573E+07   0.139573E+07  -0.323024E-01   0.718624E+06   0.718570E+06   0.112590E+00
   0.161882E+00   0.136096E+07   0.135280E+07  -0.142239E+01  -0.142288E+01   0.000000E+00   0.135961E+07   0.135961E+07   0.135961E+07  -0.314666E-01   0.700031E+06   0.699978E+06   0.110307E+00
   0.164616E+00   0.132837E+07   0.132034E+07  -0.134258E+01  -0.134305E+01   0.000000E+00   0.132704E+07   0.132704E+07   0.132704E+07  -0.307127E-01   0.683258E+06   0.683206E+06   0.106199E+00
   0.167350E+00   0.129920E+07   0.129140E+07  -0.127056E+01  -0.127100E+01   0.000000E+00   0.129791E+07   0.129791E+07   0.129791E+07  -0.300386E-01   0.668260E+06   0.668210E+06   0.100544E+00
   0.170083E+00   0.127316E+07   0.126566E+07  -0.120541E+01  -0.120583E+01   0.000000E+00   0.127192E+07   0.127192E+07   0.127192E+07  -0.294370E-01   0.654879E+06   0.654831E+06   0.937101E-01
   0.172817E+00   0.124978E+07   0.124265E+07  -0.114616E+01  -0.114656E+01   0.000000E+00   0.124860E+07   0.124860E+07   0.124860E+07  -0.288974E-01   0.642874E+06   0.642829E+06   0.861158E-01
   0.175551E+00   0.122854E+07   0.122180E+07  -0.109190E+01  -0.109228E+01   0.000000E+00   0.122742E+07   0.122742E+07   0.122742E+07  -0.284072E-01   0.631967E+06   0.631926E+06   0.781956E-01
   0.178285E+00   0.120887E+07   0.120255E+07  -0.104176E+01  -0.104212E+01   0.000000E+00   0.120782E+07   0.120782E+07   0.120782E+07  -0.279537E-01   0.621877E+06   0.621839E+06   0.703655E-01
   0.181019E+00   0.119028E+07   0.118437E+07  -0.995024E+00  -0.995370E+00   0.000000E+00   0.118930E+07   0.118930E+07   0.118930E+07  -0.275249E-01   0.612338E+06   0.612304E+06   0.629962E-01
   0.183752E+00   0.117230E+07   0.116677E+07  -0.951083E+00  -0.951414E+00   0.000000E+00   0.117138E+07   0.117138E+07   0.117138E+07  -0.271102E-01   0.603112E+06   0.603081E+06   0.563921E-01
   0.186486E+00   0.115451E+07   0.114933E+07  -0.909424E+00  -0.909740E+00   0.000000E+00   0.115365E+07   0.115365E+07   0.115365E+07  -0.266999E-01   0.593984E+06   0.593956E+06   0.507777E-01
   0.189220E+00   0.113656E+07   0.113167E+07  -0.869627E+00  -0.869929E+00   0.000000E+00   0.113575E+07   0.113575E+07   0.113575E+07  -0.262857E-01   0.584768E+06   0.584742E+06   0.462904E-01
   0.191954E+00   0.111816E+07   0.111349E+07  -0.831366E+00  -0.831655E+00   0.000000E+00   0.111739E+07   0.111739E+07   0.111739E+07  -0.258606E-01   0.575312E+06   0.575287E+06   0.429811E-01
   0.194687E+00   0.109910E+07   0.109458E+07  -0.794412E+00  -0.794689E+00   0.000000E+00   0.109835E+07   0.109835E+07   0.109835E+07  -0.254200E-01   0.565510E+06   0.565486E+06   0.408193E-01
   0.197421E+00   0.107928E+07   0.107486E+07  -0.758637E+00  -0.758901E+00   0.000000E+00   0.107855E+07   0.107855E+07   0.107855E+07  -0.249618E-01   0.555316E+06   0.555292E+06   0.397037E-01
   0.200155E+00   0.105874E+07   0.105436E+07  -0.724005E+00  -0.724257E+00   0.000000E+00   0.105802E+07   0.105802E+07   0.105802E+07  -0.244866E-01   0.544744E+06   0.544720E+06   0.394771E-01
   0.202889E+00   0.103762E+07   0.103321E+07  -0.690556E+00  -0.690796E+00   0.000000E+00   0.103689E+07   0.103689E+07   0.103689E+07  -0.239975E-01   0.533865E+06   0.533840E+06   0.399431E-01
   0.205622E+00   0.101612E+07   0.101166E+07  -0.658371E+00  -0.658600E+00   0.000000E+00   0.101538E+07   0.101538E+07   0.101538E+07  -0.234997E-01   0.522790E+06   0.522765E+06   0.408841E-01
   0.208356E+00   0.994499E+06   0.989972E+06  -0.627553E+00  -0.627771E+00   0.000000E+00   0.993750E+06   0.993750E+06   0.993750E+06  -0.229992E-01   0.511655E+06   0.511628E+06   0.420783E-01
   0.211090E+00   0.973041E+06   0.968428E+06  -0.598195E+00  -0.598403E+00   0.000000E+00   0.972278E+06   0.972278E+06   0.972278E+06  -0.225022E-01   0.500599E+06   0.500572E+06   0.433157E-01
   0.213824E+00   0.952002E+06   0.947305E+06  -0.570376E+00  -0.570574E+00   0.000000E+00   0.951225E+06   0.951225E+06   0.951225E+06  -0.220150E-01   0.489760E+06   0.489732E+06   0.444105E-01
   0.222376E+00   0.891375E+06   0.886544E+06  -0.493732E+00  -0.493904E+00   0.000000E+00   0.890576E+06   0.890576E+06   0.890576E+06  -0.206113E-01   0.458534E+06   0.458504E+06   0.454828E-01
   0.231269E+00   0.840271E+06   0.835632E+06  -0.430310E+00  -0.430459E+00   0.000000E+00   0.839503E+06   0.839503E+06   0.839503E+06  -0.194293E-01   0.432238E+06   0.432209E+06   0.417453E-01
   0.240519E+00   0.799456E+06   0.795309E+06  -0.378542E+00  -0.378674E+00   0.000000E+00   0.798770E+06   0.798770E+06   0.798770E+06  -0.184866E-01   0.411265E+06   0.411240E+06   0.344775E-01
   0.250138E+00   0.763572E+06   0.759977E+06  -0.334300E+00  -0.334416E+00   0.000000E+00   0.762977E+06   0.762977E+06   0.762977E+06  -0.176582E-01   0.392836E+06   0.392815E+06   0.272952E-01
   0.260143E+00   0.726355E+06   0.723111E+06  -0.294028E+00  -0.294130E+00   0.000000E+00   0.725818E+06   0.725818E+06   0.725818E+06  -0.167982E-01   0.373704E+06   0.373686E+06   0.232506E-01
   0.270547E+00   0.684954E+06   0.681782E+06  -0.256347E+00  -0.256437E+00   0.000000E+00   0.684429E+06   0.684429E+06   0.684429E+06  -0.158403E-01   0.352394E+06   0.352375E+06   0.225913E-01
   0.281367E+00   0.642110E+06   0.638894E+06  -0.222173E+00  -0.222250E+00   0.000000E+00   0.641578E+06   0.641578E+06   0.641578E+06  -0.148486E-01   0.330331E+06   0.330312E+06   0.229685E-01
   0.292621E+00   0.603348E+06   0.600201E+06  -0.193008E+00  -0.193075E+00   0.000000E+00   0.602828E+06   0.602828E+06   0.602828E+06  -0.139517E-01   0.310380E+06   0.310361E+06   0.218670E-01
   0.304324E+00   0.570874E+06   0.567980E+06  -0.168847E+00  -0.168906E+00   0.000000E+00   0.570395E+06   0.570395E+06   0.570395E+06  -0.132011E-01   0.293681E+06   0.293664E+06   0.189115E-01
   0.316495E+00   0.542232E+06   0.539641E+06  -0.148284E+00  -0.148336E+00   0.000000E+00   0.541804E+06   0.541804E+06   0.541804E+06  -0.125394E-01   0.278960E+06   0.278945E+06   0.157919E-01
   0.329154E+00   0.513010E+06   0.510602E+06  -0.129711E+00  -0.129756E+00   0.000000E+00   0.512612E+06   0.512612E+06   0.512612E+06  -0.118638E-01   0.263930E+06   0.263916E+06   0.140827E-01
   0.342318E+00   0.482372E+06   0.480020E+06  -0.112761E+00  -0.112801E+00   0.000000E+00   0.481983E+06   0.481983E+06   0.481983E+06  -0.111549E-01   0.248160E+06   0.248146E+06   0.135403E-01
   0.356009E+00   0.453234E+06   0.450951E+06  -0.979555E-01  -0.979895E-01   0.000000E+00   0.452856E+06   0.452856E+06   0.452856E+06  -0.104808E-01   0.233164E+06   0.233150E+06   0.128064E-01
   0.370247E+00   0.427723E+06   0.425597E+06  -0.854694E-01  -0.854991E-01   0.000000E+00   0.427371E+06   0.427371E+06   0.427371E+06  -0.989100E-02   0.220042E+06   0.220029E+06   0.113324E-01
   0.385055E+00   0.404528E+06   0.402578E+06  -0.747383E-01  -0.747643E-01   0.000000E+00   0.404205E+06   0.404205E+06   0.404205E+06  -0.935485E-02   0.208114E+06   0.208103E+06   0.984661E-02
   0.400456E+00   0.381338E+06   0.379496E+06  -0.651391E-01  -0.651618E-01   0.000000E+00   0.381033E+06   0.381033E+06   0.381033E+06  -0.881855E-02   0.196184E+06   0.196173E+06   0.898346E-02
   0.416472E+00   0.358461E+06   0.356691E+06  -0.566115E-01  -0.566312E-01   0.000000E+00   0.358168E+06   0.358168E+06   0.358168E+06  -0.828937E-02   0.184411E+06   0.184401E+06   0.839625E-02
   0.433128E+00   0.337542E+06   0.335875E+06  -0.492865E-01  -0.493036E-01   0.000000E+00   0.337266E+06   0.337266E+06   0.337266E+06  -0.780561E-02   0.173649E+06   0.173639E+06   0.758418E-02
   0.450451E+00   0.318380E+06   0.316832E+06  -0.429823E-01  -0.429972E-01   0.000000E+00   0.318124E+06   0.318124E+06   0.318124E+06  -0.736260E-02   0.163794E+06   0.163784E+06   0.671930E-02
   0.468467E+00   0.299778E+06   0.298318E+06  -0.374180E-01  -0.374310E-01   0.000000E+00   0.299537E+06   0.299537E+06   0.299537E+06  -0.693242E-02   0.154223E+06   0.154215E+06   0.610623E-02
   0.487203E+00   0.281888E+06   0.280503E+06  -0.325306E-01  -0.325419E-01   0.000000E+00   0.281659E+06   0.281659E+06   0.281659E+06  -0.651866E-02   0.145019E+06   0.145010E+06   0.559784E-02
   0.506689E+00   0.265351E+06   0.264052E+06  -0.283123E-01  -0.283221E-01   0.000000E+00   0.265136E+06   0.265136E+06   0.265136E+06  -0.613626E-02   0.136511E+06   0.136504E+06   0.503118E-02
   0.526954E+00   0.249790E+06   0.248572E+06  -0.246415E-01  -0.246501E-01   0.000000E+00   0.249588E+06   0.249588E+06   0.249588E+06  -0.577643E-02   0.128506E+06   0.128499E+06   0.452678E-02
   0.548029E+00   0.234872E+06   0.233722E+06  -0.214221E-01  -0.214295E-01   0.000000E+00   0.234682E+06   0.234682E+06   0.234682E+06  -0.543143E-02   0.120831E+06   0.120825E+06   0.411987E-02
   0.569947E+00   0.220878E+06   0.219797E+06  -0.186260E-01  -0.186325E-01   0.000000E+00   0.220699E+06   0.220699E+06   0.220699E+06  -0.510782E-02   0.113632E+06   0.113626E+06   0.372172E-02
   0.592742E+00   0.207732E+06   0.206718E+06  -0.161961E-01  -0.162017E-01   0.000000E+00   0.207564E+06   0.207564E+06   0.207564E+06  -0.480383E-02   0.106869E+06   0.106863E+06   0.335458E-02
   0.616449E+00   0.195247E+06   0.194292E+06  -0.140743E-01  -0.140792E-01   0.000000E+00   0.195089E+06   0.195089E+06   0.195089E+06  -0.451509E-02   0.100446E+06   0.100440E+06   0.303950E-02
   0.641104E+00   0.183506E+06   0.182609E+06  -0.122301E-01  -0.122344E-01   0.000000E+00   0.183358E+06   0.183358E+06   0.183358E+06  -0.424360E-02   0.944060E+05   0.944008E+05   0.274443E-02
   0.800641E+00   0.128653E+06   0.128024E+06  -0.549769E-02  -0.549960E-02   0.000000E+00   0.128549E+06   0.128549E+06   0.128549E+06  -0.297511E-02   0.661863E+05   0.661826E+05   0.153963E-02
   0.999880E+00   0.896685E+05   0.892305E+05  -0.245686E-02  -0.245772E-02   0.000000E+00   0.895960E+05   0.895960E+05   0.895960E+05  -0.207359E-02   0.461306E+05   0.461280E+05   0.859408E-03
   0.124870E+01   0.621695E+05   0.618659E+05  -0.109219E-02  -0.109257E-02   0.000000E+00   0.621193E+05   0.621193E+05   0.621193E+05  -0.143768E-02   0.319835E+05   0.319817E+05   0.477542E-03
   0.155944E+01   0.428998E+05   0.426904E+05  -0.483234E-03  -0.483402E-03   0.000000E+00   0.428652E+05   0.428652E+05   0.428652E+05  -0.992064E-03   0.220701E+05   0.220689E+05   0.264367E-03
   0.194750E+01   0.294765E+05   0.293326E+05  -0.212892E-03  -0.212966E-03   0.000000E+00   0.294527E+05   0.294527E+05   0.294527E+05  -0.681648E-03   0.151644E+05   0.151636E+05   0.145946E-03
   0.243213E+01   0.201749E+05   0.200764E+05  -0.934273E-04  -0.934598E-04   0.000000E+00   0.201586E+05   0.201586E+05   0.201586E+05  -0.466546E-03   0.103791E+05   0.103785E+05   0.804369E-04
   0.303737E+01   0.137599E+05   0.136927E+05  -0.408561E-04  -0.408703E-04   0.000000E+00   0.137487E+05   0.137487E+05   0.137487E+05  -0.318198E-03   0.707886E+04   0.707845E+04   0.443254E-04
   0.379321E+01   0.935451E+04   0.930882E+04  -0.178092E-04  -0.178154E-04   0.000000E+00   0.934695E+04   0.934695E+04   0.934695E+04  -0.216324E-03   0.481249E+04   0.481221E+04   0.244725E-04
   0.473715E+01   0.634092E+04   0.630993E+04  -0.774027E-05  -0.774297E-05   0.000000E+00   0.633580E+04   0.633580E+04   0.633580E+04  -0.146634E-03   0.326213E+04   0.326194E+04   0.135761E-04
   0.591598E+01   0.428665E+04   0.426567E+04  -0.335508E-05  -0.335624E-05   0.000000E+00   0.428318E+04   0.428318E+04   0.428318E+04  -0.991291E-04   0.220529E+04   0.220516E+04   0.759780E-05
   0.738817E+01   0.289075E+04   0.287658E+04  -0.145069E-05  -0.145120E-05   0.000000E+00   0.288841E+04   0.288841E+04   0.288841E+04  -0.668487E-04   0.148716E+04   0.148707E+04   0.431282E-05
   0.922671E+01   0.194499E+04   0.193543E+04  -0.625841E-06  -0.626058E-06   0.000000E+00   0.194341E+04   0.194341E+04   0.194341E+04  -0.449779E-04   0.100061E+04   0.100054E+04   0.250043E-05
   0.115228E+02   0.130591E+04   0.129946E+04  -0.269427E-06  -0.269520E-06   0.000000E+00   0.130484E+04   0.130484E+04   0.130484E+04  -0.301990E-04   0.671830E+03   0.671778E+03   0.149273E-05
