#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.137278E+00   0.183020E+07   0.182358E+07  -0.229039E+01  -0.229135E+01   0.000000E+00   0.182916E+07   0.182916E+07   0.182916E+07  -0.445191E-01   0.968896E+06   0.968862E+06   0.828174E-01
   0.140012E+00   0.178259E+07   0.177593E+07  -0.214451E+01  -0.214541E+01   0.000000E+00   0.178154E+07   0.178154E+07   0.178154E+07  -0.433601E-01   0.943673E+06   0.943637E+06   0.849241E-01
   0.142746E+00   0.173414E+07   0.172734E+07  -0.200704E+01  -0.200787E+01   0.000000E+00   0.173307E+07   0.173307E+07   0.173307E+07  -0.421803E-01   0.917998E+06   0.917960E+06   0.891109E-01
   0.145480E+00   0.168547E+07   0.167845E+07  -0.187803E+01  -0.187881E+01   0.000000E+00   0.168437E+07   0.168437E+07   0.168437E+07  -0.409950E-01   0.892202E+06   0.892161E+06   0.944773E-01
   0.148213E+00   0.163724E+07   0.162995E+07  -0.175754E+01  -0.175828E+01   0.000000E+00   0.163609E+07   0.163609E+07   0.163609E+07  -0.398200E-01   0.866630E+06   0.866586E+06   0.100172E+00
   0.150947E+00   0.159004E+07   0.158249E+07  -0.164555E+01  -0.164623E+01   0.000000E+00   0.158885E+07   0.158885E+07   0.158885E+07  -0.386703E-01   0.841609E+06   0.841561E+06   0.105443E+00
   0.153681E+00   0.154444E+07   0.153664E+07  -0.154194E+01  -0.154258E+01   0.000000E+00   0.154321E+07   0.154321E+07   0.154321E+07  -0.375595E-01   0.817434E+06   0.817384E+06   0.109676E+00
   0.156415E+00   0.150093E+07   0.149294E+07  -0.144652E+01  -0.144712E+01   0.000000E+00   0.149967E+07   0.149967E+07   0.149967E+07  -0.364998E-01   0.794372E+06   0.794319E+06   0.112417E+00
   0.159148E+00   0.145995E+07   0.145185E+07  -0.135907E+01  -0.135963E+01   0.000000E+00   0.145868E+07   0.145868E+07   0.145868E+07  -0.355020E-01   0.772657E+06   0.772603E+06   0.113383E+00
   0.161882E+00   0.142187E+07   0.141374E+07  -0.127926E+01  -0.127979E+01   0.000000E+00   0.142059E+07   0.142059E+07   0.142059E+07  -0.345750E-01   0.752483E+06   0.752428E+06   0.112458E+00
   0.164616E+00   0.138692E+07   0.137885E+07  -0.120670E+01  -0.120720E+01   0.000000E+00   0.138565E+07   0.138565E+07   0.138565E+07  -0.337248E-01   0.733977E+06   0.733923E+06   0.109683E+00
   0.167350E+00   0.135520E+07   0.134728E+07  -0.114088E+01  -0.114136E+01   0.000000E+00   0.135395E+07   0.135395E+07   0.135395E+07  -0.329532E-01   0.717185E+06   0.717132E+06   0.105236E+00
   0.170083E+00   0.132659E+07   0.131891E+07  -0.108119E+01  -0.108165E+01   0.000000E+00   0.132538E+07   0.132538E+07   0.132538E+07  -0.322578E-01   0.702051E+06   0.702000E+06   0.994010E-01
   0.172817E+00   0.130083E+07   0.129345E+07  -0.102694E+01  -0.102736E+01   0.000000E+00   0.129967E+07   0.129967E+07   0.129967E+07  -0.316320E-01   0.688430E+06   0.688382E+06   0.925361E-01
   0.175551E+00   0.127750E+07   0.127049E+07  -0.977378E+00  -0.977785E+00   0.000000E+00   0.127640E+07   0.127640E+07   0.127640E+07  -0.310656E-01   0.676104E+06   0.676059E+06   0.850404E-01
   0.178285E+00   0.125613E+07   0.124950E+07  -0.931806E+00  -0.932194E+00   0.000000E+00   0.125509E+07   0.125509E+07   0.125509E+07  -0.305469E-01   0.664815E+06   0.664773E+06   0.773205E-01
   0.181019E+00   0.123620E+07   0.122998E+07  -0.889564E+00  -0.889934E+00   0.000000E+00   0.123522E+07   0.123522E+07   0.123522E+07  -0.300635E-01   0.654293E+06   0.654255E+06   0.697605E-01
   0.183752E+00   0.121724E+07   0.121140E+07  -0.850076E+00  -0.850430E+00   0.000000E+00   0.121632E+07   0.121632E+07   0.121632E+07  -0.296035E-01   0.644280E+06   0.644246E+06   0.626983E-01
   0.186486E+00   0.119880E+07   0.119333E+07  -0.812858E+00  -0.813196E+00   0.000000E+00   0.119794E+07   0.119794E+07   0.119794E+07  -0.291561E-01   0.634544E+06   0.634512E+06   0.564076E-01
   0.189220E+00   0.118051E+07   0.117536E+07  -0.777513E+00  -0.777837E+00   0.000000E+00   0.117970E+07   0.117970E+07   0.117970E+07  -0.287121E-01   0.624880E+06   0.624852E+06   0.510862E-01
   0.191954E+00   0.116205E+07   0.115716E+07  -0.743726E+00  -0.744036E+00   0.000000E+00   0.116128E+07   0.116128E+07   0.116128E+07  -0.282639E-01   0.615125E+06   0.615098E+06   0.468512E-01
   0.194687E+00   0.114319E+07   0.113851E+07  -0.711261E+00  -0.711557E+00   0.000000E+00   0.114245E+07   0.114245E+07   0.114245E+07  -0.278056E-01   0.605150E+06   0.605125E+06   0.437396E-01
   0.197421E+00   0.112377E+07   0.111924E+07  -0.679956E+00  -0.680239E+00   0.000000E+00   0.112306E+07   0.112306E+07   0.112306E+07  -0.273335E-01   0.594877E+06   0.594852E+06   0.417141E-01
   0.200155E+00   0.110374E+07   0.109929E+07  -0.649719E+00  -0.649989E+00   0.000000E+00   0.110304E+07   0.110304E+07   0.110304E+07  -0.268464E-01   0.584274E+06   0.584250E+06   0.406734E-01
   0.202889E+00   0.108313E+07   0.107872E+07  -0.620518E+00  -0.620776E+00   0.000000E+00   0.108244E+07   0.108244E+07   0.108244E+07  -0.263449E-01   0.573361E+06   0.573336E+06   0.404656E-01
   0.205622E+00   0.106206E+07   0.105763E+07  -0.592367E+00  -0.592614E+00   0.000000E+00   0.106136E+07   0.106136E+07   0.106136E+07  -0.258320E-01   0.562198E+06   0.562173E+06   0.409037E-01
   0.208356E+00   0.104070E+07   0.103622E+07  -0.565313E+00  -0.565549E+00   0.000000E+00   0.104000E+07   0.104000E+07   0.104000E+07  -0.253119E-01   0.550881E+06   0.550855E+06   0.417822E-01
   0.211090E+00   0.101927E+07   0.101473E+07  -0.539415E+00  -0.539640E+00   0.000000E+00   0.101856E+07   0.101856E+07   0.101856E+07  -0.247902E-01   0.539526E+06   0.539499E+06   0.428924E-01
   0.213824E+00   0.998016E+06   0.993392E+06  -0.514735E+00  -0.514950E+00   0.000000E+00   0.997289E+06   0.997289E+06   0.997289E+06  -0.242725E-01   0.528260E+06   0.528231E+06   0.440375E-01
   0.216557E+00   0.977168E+06   0.972466E+06  -0.491327E+00  -0.491532E+00   0.000000E+00   0.976428E+06   0.976428E+06   0.976428E+06  -0.237648E-01   0.517210E+06   0.517181E+06   0.450436E-01
   0.225219E+00   0.916222E+06   0.911398E+06  -0.425906E+00  -0.426084E+00   0.000000E+00   0.915463E+06   0.915463E+06   0.915463E+06  -0.222810E-01   0.484918E+06   0.484887E+06   0.459362E-01
   0.234226E+00   0.864451E+06   0.859821E+06  -0.371523E+00  -0.371678E+00   0.000000E+00   0.863723E+06   0.863723E+06   0.863723E+06  -0.210217E-01   0.457511E+06   0.457481E+06   0.421382E-01
   0.243594E+00   0.822362E+06   0.818216E+06  -0.326786E+00  -0.326922E+00   0.000000E+00   0.821710E+06   0.821710E+06   0.821710E+06  -0.199992E-01   0.435257E+06   0.435231E+06   0.349131E-01
   0.253336E+00   0.785104E+06   0.781498E+06  -0.288463E+00  -0.288583E+00   0.000000E+00   0.784537E+06   0.784537E+06   0.784537E+06  -0.190945E-01   0.415566E+06   0.415545E+06   0.278006E-01
   0.263469E+00   0.746709E+06   0.743445E+06  -0.253668E+00  -0.253773E+00   0.000000E+00   0.746195E+06   0.746195E+06   0.746195E+06  -0.181613E-01   0.395256E+06   0.395237E+06   0.237749E-01
   0.274006E+00   0.704516E+06   0.701327E+06  -0.221276E+00  -0.221368E+00   0.000000E+00   0.704014E+06   0.704014E+06   0.704014E+06  -0.171347E-01   0.372913E+06   0.372894E+06   0.230599E-01
   0.284965E+00   0.661202E+06   0.657976E+06  -0.191997E+00  -0.192077E+00   0.000000E+00   0.660694E+06   0.660694E+06   0.660694E+06  -0.160803E-01   0.349967E+06   0.349947E+06   0.233493E-01
   0.296362E+00   0.621796E+06   0.618642E+06  -0.166930E+00  -0.167000E+00   0.000000E+00   0.621300E+06   0.621300E+06   0.621300E+06  -0.151215E-01   0.329100E+06   0.329081E+06   0.221867E-01
   0.308215E+00   0.588509E+06   0.585605E+06  -0.146078E+00  -0.146139E+00   0.000000E+00   0.588052E+06   0.588052E+06   0.588052E+06  -0.143123E-01   0.311489E+06   0.311471E+06   0.192195E-01
   0.320542E+00   0.558834E+06   0.556229E+06  -0.128253E+00  -0.128307E+00   0.000000E+00   0.558424E+06   0.558424E+06   0.558424E+06  -0.135912E-01   0.295795E+06   0.295779E+06   0.161090E-01
   0.333362E+00   0.528801E+06   0.526376E+06  -0.112207E+00  -0.112254E+00   0.000000E+00   0.528420E+06   0.528420E+06   0.528420E+06  -0.128610E-01   0.279902E+06   0.279887E+06   0.143898E-01
   0.346695E+00   0.497521E+06   0.495156E+06  -0.976040E-01  -0.976447E-01   0.000000E+00   0.497149E+06   0.497149E+06   0.497149E+06  -0.120999E-01   0.263338E+06   0.263323E+06   0.138114E-01
   0.360561E+00   0.467801E+06   0.465506E+06  -0.848489E-01  -0.848843E-01   0.000000E+00   0.467440E+06   0.467440E+06   0.467440E+06  -0.113768E-01   0.247601E+06   0.247587E+06   0.130414E-01
   0.374981E+00   0.441610E+06   0.439472E+06  -0.740569E-01  -0.740877E-01   0.000000E+00   0.441274E+06   0.441274E+06   0.441274E+06  -0.107399E-01   0.233741E+06   0.233728E+06   0.115508E-01
   0.389978E+00   0.417662E+06   0.415699E+06  -0.647586E-01  -0.647856E-01   0.000000E+00   0.417353E+06   0.417353E+06   0.417353E+06  -0.101578E-01   0.221070E+06   0.221059E+06   0.100582E-01
   0.405575E+00   0.393837E+06   0.391982E+06  -0.564581E-01  -0.564816E-01   0.000000E+00   0.393546E+06   0.393546E+06   0.393546E+06  -0.957832E-02   0.208459E+06   0.208448E+06   0.918053E-02
   0.421796E+00   0.370412E+06   0.368630E+06  -0.490938E-01  -0.491142E-01   0.000000E+00   0.370132E+06   0.370132E+06   0.370132E+06  -0.900846E-02   0.196057E+06   0.196046E+06   0.857187E-02
   0.438666E+00   0.348912E+06   0.347233E+06  -0.427558E-01  -0.427736E-01   0.000000E+00   0.348648E+06   0.348648E+06   0.348648E+06  -0.848558E-02   0.184677E+06   0.184667E+06   0.774393E-02
   0.456210E+00   0.329164E+06   0.327603E+06  -0.372934E-01  -0.373089E-01   0.000000E+00   0.328918E+06   0.328918E+06   0.328918E+06  -0.800538E-02   0.174226E+06   0.174217E+06   0.686946E-02
   0.474456E+00   0.310024E+06   0.308552E+06  -0.324753E-01  -0.324888E-01   0.000000E+00   0.309793E+06   0.309793E+06   0.309793E+06  -0.753989E-02   0.164096E+06   0.164087E+06   0.624497E-02
   0.493432E+00   0.291637E+06   0.290240E+06  -0.282446E-01  -0.282564E-01   0.000000E+00   0.291417E+06   0.291417E+06   0.291417E+06  -0.709266E-02   0.154362E+06   0.154354E+06   0.572324E-02
   0.513167E+00   0.274601E+06   0.273290E+06  -0.245886E-01  -0.245988E-01   0.000000E+00   0.274395E+06   0.274395E+06   0.274395E+06  -0.667836E-02   0.145346E+06   0.145338E+06   0.514626E-02
   0.533691E+00   0.258556E+06   0.257327E+06  -0.214055E-01  -0.214144E-01   0.000000E+00   0.258363E+06   0.258363E+06   0.258363E+06  -0.628817E-02   0.136854E+06   0.136846E+06   0.463323E-02
   0.555036E+00   0.243191E+06   0.242031E+06  -0.186147E-01  -0.186224E-01   0.000000E+00   0.243009E+06   0.243009E+06   0.243009E+06  -0.591447E-02   0.128721E+06   0.128714E+06   0.421694E-02
   0.577234E+00   0.228767E+06   0.227675E+06  -0.161897E-01  -0.161964E-01   0.000000E+00   0.228595E+06   0.228595E+06   0.228595E+06  -0.556366E-02   0.121086E+06   0.121079E+06   0.381034E-02
   0.600321E+00   0.215204E+06   0.214179E+06  -0.140810E-01  -0.140868E-01   0.000000E+00   0.215042E+06   0.215042E+06   0.215042E+06  -0.523381E-02   0.113907E+06   0.113901E+06   0.343601E-02
   0.624330E+00   0.202325E+06   0.201361E+06  -0.122397E-01  -0.122448E-01   0.000000E+00   0.202173E+06   0.202173E+06   0.202173E+06  -0.492060E-02   0.107090E+06   0.107085E+06   0.311383E-02
   0.649300E+00   0.190209E+06   0.189302E+06  -0.106387E-01  -0.106431E-01   0.000000E+00   0.190066E+06   0.190066E+06   0.190066E+06  -0.462593E-02   0.100677E+06   0.100672E+06   0.281231E-02
   0.810878E+00   0.133534E+06   0.132898E+06  -0.478886E-02  -0.479085E-02   0.000000E+00   0.133434E+06   0.133434E+06   0.133434E+06  -0.324759E-02   0.706796E+05   0.706758E+05   0.158003E-02
   0.101266E+01   0.931839E+05   0.927402E+05  -0.214269E-02  -0.214359E-02   0.000000E+00   0.931141E+05   0.931141E+05   0.931141E+05  -0.226626E-02   0.493222E+05   0.493195E+05   0.883090E-03
   0.126466E+01   0.646782E+05   0.643703E+05  -0.953580E-03  -0.953977E-03   0.000000E+00   0.646297E+05   0.646297E+05   0.646297E+05  -0.157299E-02   0.342341E+05   0.342322E+05   0.491264E-03
   0.157937E+01   0.446751E+05   0.444625E+05  -0.422324E-03  -0.422500E-03   0.000000E+00   0.446417E+05   0.446417E+05   0.446417E+05  -0.108651E-02   0.236465E+05   0.236452E+05   0.272243E-03
   0.197240E+01   0.307236E+05   0.305774E+05  -0.186223E-03  -0.186300E-03   0.000000E+00   0.307006E+05   0.307006E+05   0.307006E+05  -0.747208E-03   0.162620E+05   0.162611E+05   0.150430E-03
   0.246323E+01   0.210453E+05   0.209452E+05  -0.817892E-04  -0.818233E-04   0.000000E+00   0.210296E+05   0.210296E+05   0.210296E+05  -0.511829E-03   0.111393E+05   0.111387E+05   0.829756E-04
   0.307620E+01   0.143640E+05   0.142956E+05  -0.357928E-04  -0.358077E-04   0.000000E+00   0.143532E+05   0.143532E+05   0.143532E+05  -0.349337E-03   0.760285E+04   0.760243E+04   0.457567E-04
   0.384171E+01   0.977171E+04   0.972517E+04  -0.156125E-04  -0.156190E-04   0.000000E+00   0.976439E+04   0.976439E+04   0.976439E+04  -0.237651E-03   0.517216E+04   0.517186E+04   0.252781E-04
   0.479772E+01   0.662772E+04   0.659614E+04  -0.678963E-05  -0.679246E-05   0.000000E+00   0.662275E+04   0.662275E+04   0.662275E+04  -0.161188E-03   0.350805E+04   0.350784E+04   0.140301E-04
   0.599162E+01   0.448301E+04   0.446162E+04  -0.294464E-05  -0.294587E-05   0.000000E+00   0.447965E+04   0.447965E+04   0.447965E+04  -0.109028E-03   0.237285E+04   0.237271E+04   0.785484E-05
   0.748263E+01   0.302471E+04   0.301025E+04  -0.127387E-05  -0.127440E-05   0.000000E+00   0.302243E+04   0.302243E+04   0.302243E+04  -0.735615E-04   0.160097E+04   0.160087E+04   0.445982E-05
   0.934467E+01   0.203607E+04   0.202631E+04  -0.549816E-06  -0.550045E-06   0.000000E+00   0.203453E+04   0.203453E+04   0.203453E+04  -0.495175E-04   0.107769E+04   0.107761E+04   0.258589E-05
   0.116701E+02   0.136765E+04   0.136106E+04  -0.236800E-06  -0.236898E-06   0.000000E+00   0.136661E+04   0.136661E+04   0.136661E+04  -0.332614E-04   0.723891E+03   0.723837E+03   0.154365E-05
