#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.129077E+00   0.193483E+07   0.192754E+07  -0.296243E+01  -0.296355E+01   0.000000E+00   0.193365E+07   0.193365E+07   0.193365E+07  -0.459071E-01   0.101000E+07   0.100996E+07   0.929678E-01
   0.131811E+00   0.189131E+07   0.188442E+07  -0.277697E+01  -0.277803E+01   0.000000E+00   0.189020E+07   0.189020E+07   0.189020E+07  -0.448755E-01   0.987299E+06   0.987265E+06   0.852167E-01
   0.134545E+00   0.184604E+07   0.183938E+07  -0.260150E+01  -0.260248E+01   0.000000E+00   0.184497E+07   0.184497E+07   0.184497E+07  -0.438017E-01   0.963674E+06   0.963642E+06   0.818243E-01
   0.137278E+00   0.179910E+07   0.179249E+07  -0.243536E+01  -0.243628E+01   0.000000E+00   0.179804E+07   0.179804E+07   0.179804E+07  -0.426875E-01   0.939162E+06   0.939128E+06   0.820626E-01
   0.140012E+00   0.175088E+07   0.174419E+07  -0.227839E+01  -0.227925E+01   0.000000E+00   0.174980E+07   0.174980E+07   0.174980E+07  -0.415423E-01   0.913967E+06   0.913932E+06   0.850646E-01
   0.142746E+00   0.170196E+07   0.169510E+07  -0.213066E+01  -0.213146E+01   0.000000E+00   0.170086E+07   0.170086E+07   0.170086E+07  -0.403803E-01   0.888403E+06   0.888364E+06   0.899013E-01
   0.145480E+00   0.165302E+07   0.164591E+07  -0.199227E+01  -0.199302E+01   0.000000E+00   0.165187E+07   0.165187E+07   0.165187E+07  -0.392174E-01   0.862818E+06   0.862776E+06   0.956523E-01
   0.148213E+00   0.160470E+07   0.159731E+07  -0.186326E+01  -0.186397E+01   0.000000E+00   0.160350E+07   0.160350E+07   0.160350E+07  -0.380690E-01   0.837554E+06   0.837509E+06   0.101468E+00
   0.150947E+00   0.155759E+07   0.154993E+07  -0.174358E+01  -0.174424E+01   0.000000E+00   0.155636E+07   0.155636E+07   0.155636E+07  -0.369497E-01   0.812929E+06   0.812880E+06   0.106615E+00
   0.153681E+00   0.151226E+07   0.150437E+07  -0.163308E+01  -0.163370E+01   0.000000E+00   0.151099E+07   0.151099E+07   0.151099E+07  -0.358726E-01   0.789231E+06   0.789180E+06   0.110514E+00
   0.156415E+00   0.146921E+07   0.146115E+07  -0.153156E+01  -0.153214E+01   0.000000E+00   0.146791E+07   0.146791E+07   0.146791E+07  -0.348499E-01   0.766732E+06   0.766680E+06   0.112757E+00
   0.159148E+00   0.142891E+07   0.142076E+07  -0.143877E+01  -0.143932E+01   0.000000E+00   0.142760E+07   0.142760E+07   0.142760E+07  -0.338928E-01   0.745675E+06   0.745621E+06   0.113113E+00
   0.161882E+00   0.139172E+07   0.138357E+07  -0.135437E+01  -0.135488E+01   0.000000E+00   0.139041E+07   0.139041E+07   0.139041E+07  -0.330099E-01   0.726252E+06   0.726198E+06   0.111524E+00
   0.164616E+00   0.135787E+07   0.134981E+07  -0.127788E+01  -0.127837E+01   0.000000E+00   0.135657E+07   0.135657E+07   0.135657E+07  -0.322065E-01   0.708576E+06   0.708523E+06   0.108087E+00
   0.167350E+00   0.132736E+07   0.131949E+07  -0.120869E+01  -0.120915E+01   0.000000E+00   0.132609E+07   0.132609E+07   0.132609E+07  -0.314829E-01   0.692656E+06   0.692604E+06   0.103030E+00
   0.170083E+00   0.130001E+07   0.129241E+07  -0.114605E+01  -0.114648E+01   0.000000E+00   0.129878E+07   0.129878E+07   0.129878E+07  -0.308346E-01   0.678391E+06   0.678342E+06   0.966804E-01
   0.172817E+00   0.127544E+07   0.126818E+07  -0.108912E+01  -0.108954E+01   0.000000E+00   0.127427E+07   0.127427E+07   0.127427E+07  -0.302527E-01   0.665588E+06   0.665542E+06   0.894283E-01
   0.175551E+00   0.125318E+07   0.124630E+07  -0.103707E+01  -0.103747E+01   0.000000E+00   0.125207E+07   0.125207E+07   0.125207E+07  -0.297256E-01   0.653993E+06   0.653950E+06   0.816926E-01
   0.178285E+00   0.123269E+07   0.122622E+07  -0.989106E+00  -0.989481E+00   0.000000E+00   0.123165E+07   0.123165E+07   0.123165E+07  -0.292408E-01   0.643326E+06   0.643286E+06   0.738868E-01
   0.181019E+00   0.121346E+07   0.120739E+07  -0.944518E+00  -0.944876E+00   0.000000E+00   0.121248E+07   0.121248E+07   0.121248E+07  -0.287857E-01   0.633313E+06   0.633277E+06   0.663908E-01
   0.183752E+00   0.119500E+07   0.118932E+07  -0.902711E+00  -0.903054E+00   0.000000E+00   0.119409E+07   0.119409E+07   0.119409E+07  -0.283490E-01   0.623705E+06   0.623672E+06   0.595279E-01
   0.186486E+00   0.117690E+07   0.117157E+07  -0.863189E+00  -0.863517E+00   0.000000E+00   0.117604E+07   0.117604E+07   0.117604E+07  -0.279206E-01   0.614279E+06   0.614249E+06   0.535491E-01
   0.189220E+00   0.115879E+07   0.115377E+07  -0.825549E+00  -0.825862E+00   0.000000E+00   0.115798E+07   0.115798E+07   0.115798E+07  -0.274919E-01   0.604846E+06   0.604818E+06   0.486239E-01
   0.191954E+00   0.114038E+07   0.113561E+07  -0.789473E+00  -0.789772E+00   0.000000E+00   0.113961E+07   0.113961E+07   0.113961E+07  -0.270557E-01   0.595250E+06   0.595224E+06   0.448373E-01
   0.194687E+00   0.112145E+07   0.111686E+07  -0.754727E+00  -0.755013E+00   0.000000E+00   0.112071E+07   0.112071E+07   0.112071E+07  -0.266070E-01   0.585377E+06   0.585353E+06   0.421933E-01
   0.197421E+00   0.110187E+07   0.109740E+07  -0.721160E+00  -0.721433E+00   0.000000E+00   0.110115E+07   0.110115E+07   0.110115E+07  -0.261426E-01   0.575161E+06   0.575137E+06   0.406228E-01
   0.200155E+00   0.108162E+07   0.107721E+07  -0.688698E+00  -0.688959E+00   0.000000E+00   0.108091E+07   0.108091E+07   0.108091E+07  -0.256620E-01   0.564588E+06   0.564564E+06   0.399959E-01
   0.202889E+00   0.106077E+07   0.105637E+07  -0.657335E+00  -0.657585E+00   0.000000E+00   0.106006E+07   0.106006E+07   0.106006E+07  -0.251670E-01   0.553697E+06   0.553672E+06   0.401376E-01
   0.205622E+00   0.103948E+07   0.103504E+07  -0.627117E+00  -0.627355E+00   0.000000E+00   0.103876E+07   0.103876E+07   0.103876E+07  -0.246614E-01   0.542572E+06   0.542547E+06   0.408442E-01
   0.208356E+00   0.101796E+07   0.101346E+07  -0.598115E+00  -0.598342E+00   0.000000E+00   0.101724E+07   0.101724E+07   0.101724E+07  -0.241503E-01   0.531330E+06   0.531304E+06   0.419004E-01
   0.211090E+00   0.996477E+06   0.991900E+06  -0.570412E+00  -0.570628E+00   0.000000E+00   0.995739E+06   0.995739E+06   0.995739E+06  -0.236400E-01   0.520102E+06   0.520075E+06   0.430954E-01
   0.213824E+00   0.975284E+06   0.970624E+06  -0.544083E+00  -0.544289E+00   0.000000E+00   0.974532E+06   0.974532E+06   0.974532E+06  -0.231365E-01   0.509025E+06   0.508997E+06   0.442361E-01
   0.216557E+00   0.954630E+06   0.949894E+06  -0.519186E+00  -0.519383E+00   0.000000E+00   0.953866E+06   0.953866E+06   0.953866E+06  -0.226459E-01   0.498231E+06   0.498202E+06   0.451586E-01
   0.225219E+00   0.895063E+06   0.890242E+06  -0.450043E+00  -0.450214E+00   0.000000E+00   0.894286E+06   0.894286E+06   0.894286E+06  -0.212314E-01   0.467111E+06   0.467080E+06   0.454407E-01
   0.234226E+00   0.845345E+06   0.840773E+06  -0.392980E+00  -0.393129E+00   0.000000E+00   0.844608E+06   0.844608E+06   0.844608E+06  -0.200520E-01   0.441163E+06   0.441134E+06   0.409392E-01
   0.243594E+00   0.805091E+06   0.801035E+06  -0.346051E+00  -0.346182E+00   0.000000E+00   0.804436E+06   0.804436E+06   0.804436E+06  -0.190983E-01   0.420180E+06   0.420155E+06   0.334447E-01
   0.253336E+00   0.768690E+06   0.765163E+06  -0.305500E+00  -0.305616E+00   0.000000E+00   0.768121E+06   0.768121E+06   0.768121E+06  -0.182361E-01   0.401210E+06   0.401190E+06   0.266501E-01
   0.263469E+00   0.730254E+06   0.727029E+06  -0.268338E+00  -0.268440E+00   0.000000E+00   0.729734E+06   0.729734E+06   0.729734E+06  -0.173247E-01   0.381160E+06   0.381142E+06   0.232209E-01
   0.274006E+00   0.687948E+06   0.684763E+06  -0.233716E+00  -0.233805E+00   0.000000E+00   0.687434E+06   0.687434E+06   0.687434E+06  -0.163205E-01   0.359066E+06   0.359047E+06   0.228939E-01
   0.284965E+00   0.645151E+06   0.641929E+06  -0.202633E+00  -0.202710E+00   0.000000E+00   0.644631E+06   0.644631E+06   0.644631E+06  -0.153043E-01   0.336709E+06   0.336689E+06   0.231219E-01
   0.296362E+00   0.607056E+06   0.603935E+06  -0.176282E+00  -0.176349E+00   0.000000E+00   0.606553E+06   0.606553E+06   0.606553E+06  -0.144003E-01   0.316820E+06   0.316800E+06   0.216507E-01
   0.308215E+00   0.575016E+06   0.572167E+06  -0.154386E+00  -0.154444E+00   0.000000E+00   0.574556E+06   0.574556E+06   0.574556E+06  -0.136406E-01   0.300107E+06   0.300090E+06   0.185235E-01
   0.320542E+00   0.546036E+06   0.543477E+06  -0.135551E+00  -0.135602E+00   0.000000E+00   0.545623E+06   0.545623E+06   0.545623E+06  -0.129537E-01   0.284994E+06   0.284979E+06   0.155660E-01
   0.333362E+00   0.516098E+06   0.513696E+06  -0.118455E+00  -0.118500E+00   0.000000E+00   0.515710E+06   0.515710E+06   0.515710E+06  -0.122436E-01   0.269370E+06   0.269356E+06   0.141034E-01
   0.346695E+00   0.485157E+06   0.482805E+06  -0.102951E+00  -0.102990E+00   0.000000E+00   0.484778E+06   0.484778E+06   0.484778E+06  -0.115092E-01   0.253213E+06   0.253199E+06   0.136028E-01
   0.360561E+00   0.456230E+06   0.453961E+06  -0.895078E-01  -0.895417E-01   0.000000E+00   0.455864E+06   0.455864E+06   0.455864E+06  -0.108228E-01   0.238111E+06   0.238097E+06   0.127293E-01
   0.374981E+00   0.430912E+06   0.428810E+06  -0.781643E-01  -0.781939E-01   0.000000E+00   0.430573E+06   0.430573E+06   0.430573E+06  -0.102223E-01   0.224900E+06   0.224888E+06   0.111787E-01
   0.389978E+00   0.407447E+06   0.405512E+06  -0.683339E-01  -0.683598E-01   0.000000E+00   0.407135E+06   0.407135E+06   0.407135E+06  -0.966585E-02   0.212658E+06   0.212646E+06   0.977105E-02
   0.405575E+00   0.383892E+06   0.382055E+06  -0.595264E-01  -0.595490E-01   0.000000E+00   0.383596E+06   0.383596E+06   0.383596E+06  -0.910700E-02   0.200363E+06   0.200352E+06   0.898765E-02
   0.421796E+00   0.360967E+06   0.359204E+06  -0.517488E-01  -0.517684E-01   0.000000E+00   0.360683E+06   0.360683E+06   0.360683E+06  -0.856302E-02   0.188395E+06   0.188384E+06   0.837275E-02
   0.438666E+00   0.340108E+06   0.338455E+06  -0.450805E-01  -0.450976E-01   0.000000E+00   0.339842E+06   0.339842E+06   0.339842E+06  -0.806824E-02   0.177509E+06   0.177499E+06   0.751751E-02
   0.456210E+00   0.320795E+06   0.319256E+06  -0.393134E-01  -0.393283E-01   0.000000E+00   0.320546E+06   0.320546E+06   0.320546E+06  -0.761015E-02   0.167430E+06   0.167421E+06   0.667807E-02
   0.474456E+00   0.301985E+06   0.300531E+06  -0.342165E-01  -0.342295E-01   0.000000E+00   0.301751E+06   0.301751E+06   0.301751E+06  -0.716392E-02   0.157613E+06   0.157604E+06   0.609485E-02
   0.493432E+00   0.284045E+06   0.282666E+06  -0.297558E-01  -0.297671E-01   0.000000E+00   0.283822E+06   0.283822E+06   0.283822E+06  -0.673827E-02   0.148248E+06   0.148240E+06   0.557268E-02
   0.513167E+00   0.267459E+06   0.266168E+06  -0.259049E-01  -0.259147E-01   0.000000E+00   0.267251E+06   0.267251E+06   0.267251E+06  -0.634485E-02   0.139593E+06   0.139585E+06   0.499982E-02
   0.533691E+00   0.251756E+06   0.250544E+06  -0.225446E-01  -0.225532E-01   0.000000E+00   0.251561E+06   0.251561E+06   0.251561E+06  -0.597235E-02   0.131397E+06   0.131390E+06   0.451076E-02
   0.555036E+00   0.236741E+06   0.235596E+06  -0.196007E-01  -0.196082E-01   0.000000E+00   0.236556E+06   0.236556E+06   0.236556E+06  -0.561612E-02   0.123560E+06   0.123553E+06   0.410497E-02
   0.577234E+00   0.222683E+06   0.221608E+06  -0.170461E-01  -0.170525E-01   0.000000E+00   0.222510E+06   0.222510E+06   0.222510E+06  -0.528264E-02   0.116223E+06   0.116217E+06   0.370339E-02
   0.600321E+00   0.209436E+06   0.208426E+06  -0.148227E-01  -0.148283E-01   0.000000E+00   0.209273E+06   0.209273E+06   0.209273E+06  -0.496838E-02   0.109309E+06   0.109303E+06   0.334216E-02
   0.624330E+00   0.196866E+06   0.195916E+06  -0.128820E-01  -0.128869E-01   0.000000E+00   0.196713E+06   0.196713E+06   0.196713E+06  -0.467019E-02   0.102749E+06   0.102743E+06   0.302828E-02
   0.649300E+00   0.185055E+06   0.184162E+06  -0.111957E-01  -0.112000E-01   0.000000E+00   0.184911E+06   0.184911E+06   0.184911E+06  -0.439001E-02   0.965842E+05   0.965789E+05   0.273325E-02
   0.810878E+00   0.129802E+06   0.129176E+06  -0.503515E-02  -0.503706E-02   0.000000E+00   0.129701E+06   0.129701E+06   0.129701E+06  -0.307925E-02   0.677464E+05   0.677427E+05   0.153473E-02
   0.101266E+01   0.905104E+05   0.900740E+05  -0.225118E-02  -0.225203E-02   0.000000E+00   0.904400E+05   0.904400E+05   0.904400E+05  -0.214715E-02   0.472393E+05   0.472367E+05   0.857094E-03
   0.126466E+01   0.627794E+05   0.624768E+05  -0.100117E-02  -0.100155E-02   0.000000E+00   0.627306E+05   0.627306E+05   0.627306E+05  -0.148930E-02   0.327659E+05   0.327641E+05   0.476476E-03
   0.157937E+01   0.433368E+05   0.431279E+05  -0.443127E-03  -0.443295E-03   0.000000E+00   0.433031E+05   0.433031E+05   0.433031E+05  -0.102807E-02   0.226184E+05   0.226171E+05   0.263889E-03
   0.197240E+01   0.297867E+05   0.296432E+05  -0.195288E-03  -0.195362E-03   0.000000E+00   0.297635E+05   0.297635E+05   0.297635E+05  -0.706621E-03   0.155463E+05   0.155455E+05   0.145739E-03
   0.246323E+01   0.203933E+05   0.202950E+05  -0.857275E-04  -0.857600E-04   0.000000E+00   0.203774E+05   0.203774E+05   0.203774E+05  -0.483784E-03   0.106437E+05   0.106431E+05   0.803536E-04
   0.307620E+01   0.139126E+05   0.138455E+05  -0.374991E-04  -0.375133E-04   0.000000E+00   0.139018E+05   0.139018E+05   0.139018E+05  -0.330044E-03   0.726128E+04   0.726088E+04   0.442963E-04
   0.384171E+01   0.946070E+04   0.941508E+04  -0.163500E-04  -0.163562E-04   0.000000E+00   0.945334E+04   0.945334E+04   0.945334E+04  -0.224433E-03   0.493774E+04   0.493746E+04   0.244661E-04
   0.479772E+01   0.641435E+04   0.638340E+04  -0.710766E-05  -0.711035E-05   0.000000E+00   0.640936E+04   0.640936E+04   0.640936E+04  -0.152166E-03   0.334779E+04   0.334759E+04   0.135786E-04
   0.599162E+01   0.433718E+04   0.431623E+04  -0.308150E-05  -0.308267E-05   0.000000E+00   0.433380E+04   0.433380E+04   0.433380E+04  -0.102889E-03   0.226367E+04   0.226353E+04   0.760308E-05
   0.748263E+01   0.292538E+04   0.291122E+04  -0.133266E-05  -0.133316E-05   0.000000E+00   0.292310E+04   0.292310E+04   0.292310E+04  -0.693977E-04   0.152682E+04   0.152672E+04   0.431849E-05
   0.934467E+01   0.196863E+04   0.195908E+04  -0.575018E-06  -0.575236E-06   0.000000E+00   0.196709E+04   0.196709E+04   0.196709E+04  -0.467010E-04   0.102747E+04   0.102740E+04   0.250562E-05
   0.116701E+02   0.132200E+04   0.131555E+04  -0.247587E-06  -0.247681E-06   0.000000E+00   0.132096E+04   0.132096E+04   0.132096E+04  -0.313610E-04   0.689974E+03   0.689921E+03   0.149720E-05
